Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Eigen InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Eigen Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Min Eigen Constructor Time,Min CSF2 Constructor Time,Min CSF3 Constructor Time,Min Eigen InnerIterator Time,Min CSF2 InnerIterator Time,Min CSF3 InnerIterator Time,Min Eigen Scalar Multiplication Time,Min CSF2 Scalar Multiplication Time,Min CSF3 Scalar Multiplication Time,Min Eigen Vector Multiplication Time,Min CSF2 Vector Multiplication Time,Min CSF3 Vector Multiplication Time,Min Eigen Memory Usage,Min CSF2 Memory Usage,Min CSF3 Memory Usage,Min Eigen Transpose Time,Min CSF2 Transpose Time,Min CSF3 Transpose Time,Min Eigen Matrix Multiplication Time,Min CSF2 Matrix Multiplication Time,Min CSF3 Matrix Multiplication Time,Q1 Eigen Constructor Time,Q1 CSF2 Constructor Time,Q1 CSF3 Constructor Time,Q1 Eigen InnerIterator Time,Q1 CSF2 InnerIterator Time,Q1 CSF3 InnerIterator Time,Q1 Eigen Scalar Multiplication Time,Q1 CSF2 Scalar Multiplication Time,Q1 CSF3 Scalar Multiplication Time,Q1 Eigen Vector Multiplication Time,Q1 CSF2 Vector Multiplication Time,Q1 CSF3 Vector Multiplication Time,Q1 Eigen Memory Usage,Q1 CSF2 Memory Usage,Q1 CSF3 Memory Usage,Q1 Eigen Transpose Time,Q1 CSF2 Transpose Time,Q1 CSF3 Transpose Time,Q1 Eigen Matrix Multiplication Time,Q1 CSF2 Matrix Multiplication Time,Q1 CSF3 Matrix Multiplication Time,Median Eigen Constructor Time,Median CSF2 Constructor Time,Median CSF3 Constructor Time,Median Eigen InnerIterator Time,Median CSF2 InnerIterator Time,Median CSF3 InnerIterator Time,Median Eigen Scalar Multiplication Time,Median CSF2 Scalar Multiplication Time,Median CSF3 Scalar Multiplication Time,Median Eigen Vector Multiplication Time,Median CSF2 Vector Multiplication Time,Median CSF3 Vector Multiplication Time,Median Eigen Memory Usage,Median CSF2 Memory Usage,Median CSF3 Memory Usage,Median Eigen Transpose Time,Median CSF2 Transpose Time,Median CSF3 Transpose Time,Median Eigen Matrix Multiplication Time,Median CSF2 Matrix Multiplication Time,Median CSF3 Matrix Multiplication Time,Q3 Eigen Constructor Time,Q3 CSF2 Constructor Time,Q3 CSF3 Constructor Time,Q3 Eigen InnerIterator Time,Q3 CSF2 InnerIterator Time,Q3 CSF3 InnerIterator Time,Q3 Eigen Scalar Multiplication,Q3 CSF2 Scalar Multiplication Time,Q3 CSF3 Scalar Multiplication Time,Q3 Eigen Vector Multiplication Time,Q3 CSF2 Vector Multiplication Time,Q3 CSF3 Vector Multiplication Time,Q3 Eigen Memory Usage,Q3 CSF2 Memory Usage,Q3 CSF3 Memory Usage,Q3 Eigen Transpose Time,Q3 CSF2 Transpose Time,Q3 CSF3 Transpose Time,Q3 Eigen Matrix Multiplication Time,Q3 CSF2 Matrix Multiplication Time,Q3 CSF3 Matrix Multiplication Time,Max Eigen Constructor Time,Max CSF2 Constructor Time,Max CSF3 Constructor Time,Max Eigen InnerIterator Time,Max CSF2 InnerIterator Time,Max CSF3 InnerIterator Time,Max Eigen Scalar Multiplication Time,Max CSF2 Scalar Multiplication Time,Max CSF3 Scalar Multiplication Time,Max Eigen Vector Multiplication Time,Max CSF2 Vector Multiplication Time,Max CSF3 Vector Multiplication Time,Max Eigen Memory Usage,Max CSF2 Memory Usage,Max CSF3 Memory Usage,Max Eigen Transpose Time,Max CSF2 Transpose Time,Max CSF3 Transpose Time,Max Eigen Matrix Multiplication Time,Max CSF2 Matrix Multiplication Time,Max CSF3 Matrix Multiplication Time
247.000000, 663.000000, 663.000000, 1687.000000, 0.994815, 0.003838,7044287,2028434,4852497,25,800630,811142,63,1112884,1073967,435159,952560,1002228,5277484,1798535,474434,2470008,9522592,10305487,157076377,676940198,650805108,6266956,1782947,4572372,20,770626,788869,20,1033870,999827,319847,905825,937212,5277484,1798535,474434,2037434,8846797,9695907,155637998,674754169,649419614,6489175,1864016,4699756,20,776216,794891,20,1057103,1021277,341608,915131,968700,5277484,1798535,474434,2340451,9448132,9863244,155911210,675191553,650352088,7089097,1997490,4827571,20,794570,797044,20,1107064,1044414,413755,930795,998400,5277484,1798535,474434,2478689,9616931,10134112,156680855,676414349,650632307,7208547,2142247,4966436,30,809938,820898,130,1148100,1070387,504056,947181,1050340,5277484,1798535,474434,2667021,9732404,10855528,158274252,677192158,651290542,8583072,2575944,5228508,40,874657,877843,210,1285673,1318202,642891,1068052,1060118,5277484,1798535,474434,2744162,9859939,11171098,158990429,682544293,653074831,
248.000000, 663.000000, 663.000000, 1726.000000, 0.994743, 0.003927,7113572,1946936,5002254,23,850050,810223,33,1118919,1083326,384829,1016036,940774,5277484,1798951,474808,2455390,9751817,10743041,157973685,657262698,683396541,6255725,1809675,4661085,20,827381,777138,20,1016047,1025655,276168,957520,890887,5277484,1798951,474808,2001217,9122282,9573322,155019932,647552814,672828299,6723165,1867121,4702741,20,844201,784501,20,1062703,1031546,325168,978589,897519,5277484,1798951,474808,2074642,9318304,10007860,155838657,650171787,674102291,6952951,1943972,4882111,20,850267,808566,20,1102842,1077505,365025,1006799,923416,5277484,1798951,474808,2508464,9720227,10862346,157599517,659218625,684093330,7674622,2043886,4964613,30,862134,834483,30,1193022,1097838,408801,1025244,987815,5277484,1798951,474808,2724086,9978517,11388257,159165931,661532082,684820096,8097629,2052371,6576335,31,867063,853128,130,1228017,1190167,609339,1112304,1018662,5277484,1798951,474808,2918754,10745525,11967632,162502102,665035780,707395029,
249.000000, 663.000000, 663.000000, 1712.000000, 0.994770, 0.003895,7121340,1933293,4745097,20,826391,794770,25,1074141,1043368,350474,992912,921296,5277484,1798795,474685,2433812,9288460,10141870,157960155,647020442,666432738,6594948,1869104,4689007,20,784992,775986,20,999917,1018512,275796,962809,889525,5277484,1798795,474685,1971372,8828162,9847054,154140276,643630015,664391146,6874943,1880255,4694206,20,797726,782959,20,1044870,1022088,301824,973438,898992,5277484,1798795,474685,2229878,9055179,9908328,154326859,644471651,664645683,7004607,1930051,4727767,20,825958,789430,20,1052619,1028109,357301,980131,905694,5277484,1798795,474685,2495806,9357760,10034324,154549268,645134099,666266857,7375663,1952869,4763373,20,850172,799689,30,1097287,1033900,387071,1022038,936771,5277484,1798795,474685,2523567,9490780,10231191,155854255,645601128,668129765,7889839,2028247,4891338,21,882071,841106,40,1208331,1122503,412468,1029702,1001190,5277484,1798795,474685,2870064,9762820,10954109,186258175,665818188,669453899,
250.000000, 3345.000000, 3345.000000, 13047.000000, 0.999402, 0.001166,375340358,40336982,106006126,21,20453868,20052808,42,39670867,27318155,8078657,25026298,23213070,134281684,44896614,11325135,110894292,476868010,496002742,24051244218,82913870797,84833736135,370168525,36727981,105339551,20,20240113,19889018,20,38436190,26388801,7600889,24756192,22766476,134281684,44896614,11325135,108966445,469832518,487814200,23951694839,82670905044,84582363375,373147254,37090397,105672051,20,20291383,19913959,20,39354318,26527585,7857320,24894112,22853481,134281684,44896614,11325135,110179575,474853065,493781693,24018737308,82769546434,84603893832,374924923,40131185,105922771,20,20383056,20028992,20,39696707,26666961,8017103,24966822,23065587,134281684,44896614,11325135,110437503,476465192,494224598,24033743052,82825998410,84615271450,376025824,43217246,106282102,20,20406605,20067867,31,40222302,28420345,8353923,25158711,23212722,134281684,44896614,11325135,111626264,479406149,500664824,24067474036,82857386809,84678934079,384160818,44677622,106978774,30,21309377,20417945,120,40676487,28689127,8622136,25375739,24373899,134281684,44896614,11325135,113646978,484125366,506559157,24242342984,83926853770,85743082194,
251.000000, 240.000000, 240.000000, 3762.000000, 0.959583, 0.065312,691905,508390,1033574,23,114207,114737,20,163132,152254,32613,140419,136445,692164,264528,84744,108283,1658187,1822206,8751442,34634340,33610367,621131,479111,961527,20,111626,112908,20,140848,144195,27921,130420,134156,692164,264528,84744,90386,1567340,1704713,8232982,34165862,33325958,648471,489911,986063,20,112296,113208,20,146179,145437,28252,132634,134186,692164,264528,84744,94875,1601794,1807492,8649928,34561038,33596676,662307,503355,1008759,20,112657,114129,20,155545,149154,33241,133465,135769,692164,264528,84744,98917,1646616,1831917,8742222,34640374,33621786,708322,525335,1107165,20,114941,115292,20,168650,151979,35636,146138,136972,692164,264528,84744,114360,1716365,1891045,8925164,34730380,33671093,915262,549540,1142791,40,123918,120812,21,236534,186112,38831,164131,143895,692164,264528,84744,155596,1747401,1896446,9140669,34959300,33762771,
252.000000, 600.000000, 600.000000, 13760.000000, 0.983561, 0.038222,5403776,2249716,5359022,20,667356,681761,23,924411,882369,298827,783626,792810,4322404,1526558,435076,1262800,10621072,11275077,115796396,511066354,494202829,4933817,2129493,5224993,20,657589,671865,20,836227,856233,220795,758865,759987,4322404,1526558,435076,1113427,9906367,10502933,114698971,509941834,491238709,5051885,2181600,5301995,20,659351,673728,20,866663,867795,246563,768573,762431,4322404,1526558,435076,1196669,10285743,11116301,114997700,510406277,491885368,5337434,2245151,5318159,20,667441,677275,20,902524,883483,270111,773657,801588,4322404,1526558,435076,1279897,10509469,11263176,115532312,510915458,492391123,5504096,2274360,5399424,20,671894,685159,20,997573,888744,347919,786826,814497,4322404,1526558,435076,1363476,10674187,11418716,116462633,511489958,494471050,6691407,2526603,5596506,20,680862,719191,40,1083892,922305,433056,852146,823433,4322404,1526558,435076,1371300,11904138,11991849,117743978,512738654,507166633,
253.000000, 80.000000, 80.000000, 928.000000, 0.938437, 0.145000,58372,61678,122621,20,13180,14609,22,18381,19563,3276,17265,16887,77124,32026,11644,7793,194331,214742,387247,1346376,1305883,54771,55883,116935,20,12603,13245,20,17242,18064,2995,15578,15489,77124,32026,11644,7143,189639,208764,354451,1295340,1278269,55912,57776,119379,20,12734,13434,20,17262,18554,3216,15979,15879,77124,32026,11644,7364,190851,210517,376352,1334933,1289550,57575,61919,123306,20,12783,13525,20,17903,18859,3266,16210,16115,77124,32026,11644,7569,194322,214028,385573,1349365,1303740,60131,65019,125360,20,12863,14156,20,18714,20719,3396,18615,16259,77124,32026,11644,7975,196571,218170,389727,1360931,1318784,65651,70189,125832,20,15619,20838,31,21359,22201,3487,22602,23182,77124,32026,11644,9448,201270,225044,431263,1382050,1337949,
254.000000, 363.000000, 363.000000, 2454.000000, 0.978971, 0.018624,1535318,810885,1818822,20,253950,245093,21,319697,321783,88575,308797,289345,1582684,568931,166498,304328,3082115,3460281,26925975,109356223,112169524,1398921,775585,1772268,20,248006,243227,20,297347,312935,67594,298118,281768,1582684,568931,166498,244450,2974396,3237060,26323960,108699284,111715488,1467837,790333,1805388,20,248857,244209,20,299210,316863,73364,303708,283190,1582684,568931,166498,271299,3009201,3316835,26506927,109126389,111884909,1482464,805516,1821858,20,250139,244880,20,305887,320319,90907,307856,284388,1582684,568931,166498,281908,3025210,3416995,26902502,109309711,112174366,1663657,825918,1848026,20,251883,246342,20,326420,327372,98391,310570,288901,1582684,568931,166498,346837,3089268,3640851,27050064,109586765,112396859,1742723,862245,1854819,20,277710,247024,30,393193,333924,107998,327071,320840,1582684,568931,166498,379317,3421178,3739163,28442073,110151914,112662999,
255.000000, 363.000000, 363.000000, 3068.000000, 0.974311, 0.023283,1658934,933363,1984712,22,246994,251621,24,364446,325943,99481,298652,301295,1582684,576913,173128,291591,3443326,3925894,28408912,116313211,111955456,1441178,866813,1913036,20,238288,247274,20,309789,312154,64609,282769,291386,1582684,576913,173128,237467,3240085,3467132,26503520,114507719,111159305,1495819,884155,1952849,20,241384,247374,20,329025,322483,76570,288740,294210,1582684,576913,173128,246954,3347032,3641473,26873169,114845500,111522864,1573902,907032,1968022,20,245271,248427,20,347989,325894,92109,292808,298974,1582684,576913,173128,289802,3396036,3830650,27646931,115347503,111726413,1747371,944055,2009493,20,250099,251242,30,410695,329345,119740,298017,302056,1582684,576913,173128,317213,3451363,4018756,28388695,115606759,112368438,2222796,1144233,2125406,40,267041,273242,40,468791,337730,146128,334595,325588,1582684,576913,173128,379428,3915637,5226926,36154407,126553798,113439346,
256.000000, 363.000000, 363.000000, 3157.000000, 0.973757, 0.023959,1639277,927698,2007341,20,257367,254644,21,371302,338774,110823,314417,299827,1582684,577862,174075,331236,3423242,3808807,27228160,110332303,113196844,1496931,855833,1968317,20,245632,245681,20,332571,324527,62555,304169,281828,1582684,577862,174075,255871,3271312,3399999,26517064,109893880,112635408,1550811,896618,2000717,20,250941,248457,20,345254,328704,84345,310340,283380,1582684,577862,174075,308847,3343245,3686776,26812538,109991189,112812874,1624756,917646,2010915,20,255760,253551,20,362917,341488,92224,313987,300938,1582684,577862,174075,328228,3373971,3821818,26962994,110106951,113101645,1740689,974531,2015675,20,261821,261360,21,382032,345115,109772,319257,308707,1582684,577862,174075,365392,3518908,3933519,27237419,110487581,113599931,1809937,989608,2046982,20,271760,266690,30,466497,350815,227237,324056,330227,1582684,577862,174075,394936,3619843,4117297,29970692,111598703,113893240,
257.000000, 363.000000, 363.000000, 3279.000000, 0.972877, 0.024884,1781051,983351,2096220,23,259870,260772,24,375094,346341,91840,294471,306561,1582684,579370,175280,328472,3521985,3936483,28192033,118839319,113747031,1579843,925982,2038656,20,247835,254528,20,325198,323354,66943,286868,285565,1582684,579370,175280,255099,3336482,3742148,27554531,117383194,113224031,1660542,955596,2069955,20,251041,254919,20,343231,328644,77743,288561,286286,1582684,579370,175280,267912,3391173,3774277,27668621,117492876,113487475,1725060,984920,2080970,20,252148,257228,20,355538,337760,89159,294677,288976,1582684,579370,175280,318210,3456452,3910421,28145392,117690849,113846158,1808644,1004205,2115268,20,254087,258936,30,386581,344313,105144,297788,322793,1582684,579370,175280,399113,3617067,3985175,28654733,117945528,113953722,2130566,1060870,2224488,40,320869,295022,30,479221,431564,122926,307065,394755,1582684,579370,175280,409102,3895360,4273595,28895355,129182970,114073170,
258.000000, 1856.000000, 1856.000000, 11360.000000, 0.996173, 0.003298,81989977,14785392,40848900,23,6341376,6248712,24,9282418,8491026,2624136,7841923,7162467,41344260,13980030,3626312,25050334,123875895,127630586,4184258236,14246950453,14643917053,80288660,14312404,38660562,20,6075817,6108727,20,8639879,8222051,2447719,7557189,6843818,41344260,13980030,3626312,22444029,119050148,124642516,4118262303,14088544558,14468708427,80641509,14476617,38832649,20,6221214,6158609,20,8828566,8389479,2528817,7609224,6948781,41344260,13980030,3626312,22930082,121107509,124959409,4144384010,14108880703,14501307910,82387797,14792151,39613725,20,6374415,6202139,20,8956075,8498990,2614094,7741012,7206900,41344260,13980030,3626312,25392222,123058850,127671728,4201196564,14277573642,14724286189,82756465,14879136,39712065,20,6396757,6296923,30,9288802,8576532,2755253,8016885,7254793,41344260,13980030,3626312,26570894,126595877,128619014,4223262549,14362170363,14738521477,83098083,15376710,52336417,40,6624816,6697659,40,11912684,8725155,2827697,8450099,7509732,41344260,13980030,3626312,27365214,130313939,132855651,4230372286,14399998007,14785707407,
259.000000, 1856.000000, 1856.000000, 11550.000000, 0.996155, 0.003353,81489833,14678707,39590860,24,6175590,7581848,33,9063508,8350466,2822049,7378495,7222329,41344260,13980862,3626952,23793739,122250270,127369847,4129876562,14813845256,14226038844,80674468,14253275,38474591,20,6087919,6133323,20,8441655,8017676,2376117,6996649,6971573,41344260,13980862,3626952,20479728,117861704,122693484,4097079311,14785850732,14190210305,80997953,14389646,38826598,20,6116401,6152768,20,8544303,8280087,2470501,7091333,7058202,41344260,13980862,3626952,20925979,120292952,124263329,4123658339,14798058357,14209841695,81083024,14484576,39190767,20,6127461,6261718,20,8727576,8385246,2598465,7265969,7183477,41344260,13980862,3626952,23490111,122100414,126917217,4129543251,14812342744,14222118799,81907225,14563536,39278428,30,6262510,6371991,30,9176494,8462022,2686658,7697867,7413696,41344260,13980862,3626952,26322487,124266916,130738499,4137335216,14831094824,14250984531,84048950,15986441,44258752,40,6377631,19492665,120,11906192,8487479,3990374,7857391,7454039,41344260,13980862,3626952,27480485,127393913,131967599,4170238528,14840451537,14267911720,
262.000000, 67.000000, 67.000000, 294.000000, 0.924037, 0.065493,56384,63128,126598,24,11564,11832,25,17784,19528,4019,14822,15751,54140,23485,8995,7758,169173,186434,339180,962661,1011692,37099,44031,89104,20,9508,10029,20,12543,13756,2344,11712,11972,54140,23485,8995,5380,126943,147010,219203,803356,805581,43671,48068,94934,20,9668,10148,20,14908,13916,2475,12333,12243,54140,23485,8995,6111,134156,150497,265668,831368,904132,54440,53463,107763,20,10865,10835,20,16210,15909,3065,13715,13525,54140,23485,8995,7474,162253,166491,344238,891082,959728,65390,88332,165634,30,13455,12433,30,21710,25297,3707,16841,19345,54140,23485,8995,8346,211298,235002,408400,982115,1112014,83774,95315,181123,40,14968,16621,40,25837,29905,11962,20367,25126,54140,23485,8995,12253,219994,285234,474161,1472416,1345432,
263.000000, 132.000000, 132.000000, 414.000000, 0.971361, 0.023760,212731,119829,252976,21,36826,35081,23,46595,48149,9779,48439,40643,209620,78319,24550,23747,457009,514753,1566099,5665152,5916048,202382,111455,246002,20,36076,34413,20,41907,46806,8716,43450,40013,209620,78319,24550,20577,443125,456750,1469451,5622173,5890286,207070,112818,249999,20,36747,35014,20,43690,47257,8877,43610,40314,209620,78319,24550,21740,449346,496181,1495759,5647198,5904582,211203,119554,253947,20,36847,35079,20,46780,47627,9031,44712,40629,209620,78319,24550,23548,451054,504347,1561800,5667621,5917234,220325,126202,255950,20,37188,35245,30,49191,48820,9668,45283,40936,209620,78319,24550,24204,467710,517601,1630567,5679338,5926402,226697,128978,259186,30,37318,35516,30,50983,50683,14486,83483,41326,209620,78319,24550,31007,482316,644375,1682813,5708452,5939025,
264.000000, 156.000000, 156.000000, 371.000000, 0.980687, 0.015245,330014,173456,310242,21,50364,51485,23,69257,78333,15147,63675,59706,292660,105974,31556,38806,615696,683323,2914090,9977679,10049084,297287,135679,302006,20,49511,46836,20,58718,63616,12413,59379,54811,292660,105974,31556,31428,568044,629367,2439814,9109642,9430201,307004,139617,303558,20,50032,48039,20,63186,64769,12673,59639,55111,292660,105974,31556,34233,588521,645697,2444924,9284934,9556975,318190,144541,308722,20,50322,48264,20,64373,66011,13800,60520,55401,292660,105974,31556,36843,607942,651602,2490107,9319042,9592489,334905,160585,313847,20,50442,48840,30,66673,71702,16330,61824,57125,292660,105974,31556,43079,628766,666315,2503211,9418790,9685281,448815,325719,327041,30,51524,74847,30,118378,143404,21600,86068,92520,292660,105974,31556,48849,696410,922416,4699708,14032109,14099973,
265.000000, 167.000000, 167.000000, 507.000000, 0.977733, 0.018179,399563,186316,388194,20,58712,60605,20,80239,79495,17420,72915,66741,335340,122325,36795,63587,712046,786396,3034840,11523246,11874041,357276,166706,366373,20,56604,55041,20,73114,73575,14076,67795,63226,335340,122325,36795,38160,689667,727727,2925547,11255076,11786732,379948,172107,382202,20,57676,55553,20,77031,74367,16070,68876,63306,335340,122325,36795,39142,701129,765167,2935435,11265455,11803413,385949,182956,387582,20,58166,58227,20,77878,76816,16515,70104,63997,335340,122325,36795,44647,716812,781541,2982621,11344044,11821961,417517,202372,395757,20,58688,62896,20,81870,79706,17532,73095,72624,335340,122325,36795,57085,723029,813325,3038314,11380185,11834160,453874,208272,406848,20,62826,75419,20,101206,93111,23584,91818,74036,335340,122325,36795,149375,733407,841016,3402012,13294063,12397795,
266.000000, 381.000000, 381.000000, 2157.000000, 0.984149, 0.014859,2173887,825912,1902006,20,273457,275315,20,349456,355680,110688,317726,315180,1743460,616677,176205,342489,3500729,3857599,31572672,135329552,129273016,2049237,784201,1867332,20,265909,272911,20,327121,347749,75098,311393,308517,1743460,616677,176205,273763,3368661,3594556,31220680,134757156,128902635,2088889,802876,1875667,20,270307,274104,20,330196,349632,90045,314298,309449,1743460,616677,176205,284633,3403605,3788944,31327976,135057888,129111911,2128912,814973,1905567,20,272781,274640,20,340410,353364,103986,317889,311432,1743460,616677,176205,314017,3469897,3850892,31488707,135280963,129297316,2314183,862385,1926651,20,274204,276658,20,365972,359380,113810,318545,324777,1743460,616677,176205,379026,3495354,3960469,31738251,135607939,129356971,2347004,885748,1935277,20,289512,278292,20,405074,376142,201190,325498,327783,1743460,616677,176205,471617,3759660,4072725,32189029,135782861,129607020,
267.000000, 479.000000, 479.000000, 1910.000000, 0.990734, 0.008325,3868854,1125716,2766911,24,431123,436434,23,577013,573420,180463,499783,515768,2755212,953090,260248,768400,5456578,5951749,61838174,264629194,254276823,3567497,1079033,2728454,20,423879,432285,20,522871,559999,133565,490782,487777,2755212,953090,260248,585316,5182495,5582260,60375773,264052292,253762791,3596650,1101364,2741969,20,425993,434238,20,545593,566370,166375,494318,488638,2755212,953090,260248,603840,5237305,5799308,60440061,264172963,254156635,3900748,1116717,2754487,20,428798,435982,20,580662,569391,173463,497584,496693,2755212,953090,260248,698223,5337910,5898420,60762648,264335512,254235499,4000293,1150654,2778447,20,439147,439087,30,593020,572502,189508,500920,523332,2755212,953090,260248,921735,5477687,6052504,60863349,264964719,254419037,4368218,1198152,2853715,50,440319,440380,31,650666,598169,247545,527509,627714,2755212,953090,260248,1103188,6358997,6389874,72389882,265906119,254769782,
268.000000, 497.000000, 497.000000, 1727.000000, 0.991830, 0.006992,4510124,1166811,2863509,23,471648,474297,22,622502,611301,231287,546208,561994,2966100,1022246,276659,904748,5654835,6171563,68434789,293161057,283082489,3970637,1105912,2813271,20,447532,464073,20,569546,587390,157810,531086,545993,2966100,1022246,276659,561873,5362976,5654923,67785250,292554706,282540721,4194879,1126139,2825173,20,456700,464644,20,591327,594202,174160,533551,554980,2966100,1022246,276659,701229,5539751,6007060,68006276,292926800,282814955,4427462,1163112,2849026,20,462780,467088,20,614859,607211,198890,540118,556136,2966100,1022246,276659,839307,5623319,6237804,68262237,293056102,283003522,4776208,1191961,2906372,30,490061,486104,20,647390,628415,244319,553547,563065,2966100,1022246,276659,1128744,5787257,6343098,68671359,293234825,283186508,5105443,1296433,2946776,30,508404,500791,31,693415,640988,397210,589794,595956,2966100,1022246,276659,1357545,5949224,6528789,69844375,294472290,283849426,
269.000000, 655.000000, 655.000000, 2854.000000, 0.992919, 0.006652,8716809,2058962,5101602,21,828851,805468,35,1122098,1070822,365444,999423,916555,5150924,1766098,473456,2317656,10739171,11709646,152867194,639869528,665107732,8287491,1930348,5002474,20,801322,784362,20,1029652,1027338,288590,966978,891398,5150924,1766098,473456,1958109,10237465,11333920,151500497,638618895,662079672,8554572,1939585,5019645,20,808356,791484,20,1075818,1033370,337470,972076,899924,5150924,1766098,473456,2143700,10623985,11442951,151984327,638912935,662265844,8688072,2042549,5062594,20,814782,794320,25,1108036,1049568,367195,984865,905559,5150924,1766098,473456,2358434,10697180,11757704,152381286,639704965,663479074,8906700,2168696,5206790,20,845804,806553,30,1148110,1119708,394635,1038679,924329,5150924,1766098,473456,2445164,10951107,12005805,153059011,640650818,664214144,9275748,2258862,5218471,30,905865,854410,130,1244007,1142780,420552,1043678,966326,5150924,1766098,473456,2634191,11249935,12071456,157162713,641861003,680940806,
270.000000, 989.000000, 989.000000, 3537.000000, 0.995952, 0.003616,22562657,4108914,11541223,19,1760809,1771567,44,2569248,2455900,786173,2075694,2041646,11741412,3979799,1038484,6244600,23802916,25951100,535185298,2261987378,2172492178,21208327,3864092,10432934,10,1729048,1753182,20,2320906,2282896,673227,1994876,1981552,11741412,3979799,1038484,5382462,22947554,24746060,529234601,2257142709,2168820125,22115595,4008999,10465374,20,1740188,1759364,20,2391906,2344508,732826,2017688,1996800,11741412,3979799,1038484,5967878,23324728,25205033,531545087,2258132329,2169170368,22652607,4100005,10515641,20,1753683,1762765,20,2509006,2362682,757602,2028347,2021976,11741412,3979799,1038484,6222446,23621728,25912684,534647614,2259542024,2169952585,22743109,4189299,10732835,20,1777156,1787385,40,2640363,2473806,832941,2117071,2097565,11741412,3979799,1038484,6534759,24334012,26592433,538903460,2260918569,2173274091,24010188,4441543,20352164,20,1816078,1798446,130,3250053,3080752,966346,2369875,2133331,11741412,3979799,1038484,7299115,24941077,27360666,541719697,2277904737,2186884364,
271.000000, 1505.000000, 1505.000000, 5445.000000, 0.997326, 0.002404,56549197,9442439,25525443,19,4067597,4194897,33,6143217,5381681,1752478,4737059,4926715,27186324,9162932,2358089,16424744,67902095,70372771,2157054570,7872793954,7667423643,54658585,9032701,25039539,10,3944369,4038522,20,5524933,5253525,1522568,4673069,4841077,27186324,9162932,2358089,14417939,63569181,67351182,2140622602,7858298588,7571586360,54843184,9043721,25370929,20,4003397,4049042,20,5659822,5301974,1670160,4697033,4875631,27186324,9162932,2358089,15073905,66957018,68825562,2146606930,7862698995,7578821447,55880089,9234081,25504073,20,4078074,4145323,20,5791459,5372599,1761071,4720621,4906442,27186324,9162932,2358089,15555760,67873612,70816431,2151769308,7871311274,7616253382,57359289,9528733,25805677,20,4098323,4257695,30,6094201,5448053,1800269,4756812,4953293,27186324,9162932,2358089,16597724,69578596,71701528,2162370411,7880997655,7757860746,61460216,11141817,26071847,20,4206070,4514337,120,7936657,5519605,1975701,4903872,5064938,27186324,9162932,2358089,21121048,70146269,73078559,2191265627,7895643970,7834919671,
272.000000, 2021.000000, 2021.000000, 7353.000000, 0.997906, 0.001800,105928337,16778152,45163584,20,7790608,7295360,34,11756805,9891926,3070683,9173904,8447666,49021380,16481287,4214454,29168341,142935107,151183170,5369337373,18249810937,19123857515,103553006,15820837,44220852,10,7637176,7180868,20,10120852,9641609,2801328,9001664,8169765,49021380,16481287,4214454,26403797,139575340,146933594,5342783465,18216760672,18907011381,103756902,16325584,44753901,20,7684653,7208829,20,10297335,9823074,2847222,9122285,8308399,49021380,16481287,4214454,26576985,140745952,148339026,5358093183,18239461395,18933901221,104049684,16527374,44989990,20,7765747,7247855,20,10386394,9938430,3026452,9143975,8443523,49021380,16481287,4214454,27108276,143638703,150370976,5365554716,18250459979,18939407575,106027704,16959810,45097423,20,7854546,7361910,20,10792936,9960446,3126166,9244460,8592482,49021380,16481287,4214454,27280929,144269608,152907292,5387916214,18262464063,18985204469,118294740,19267571,46775898,40,8027493,7577316,141,20578159,10174669,3869872,9364922,8698417,49021380,16481287,4214454,39702938,146414360,156762718,5400724864,18289548789,19931855543,
273.000000, 199.000000, 199.000000, 701.000000, 0.989950, 0.017702,503506,249474,515452,20,90111,102480,21,139819,131639,26163,115799,127994,476012,166786,46789,77891,901269,1000255,4931728,20990978,18564749,469323,230493,478790,20,72964,76130,20,103019,102549,19706,86840,89665,476012,166786,46789,51925,866513,905364,4734251,18992616,18249670,491884,238008,486965,20,76060,77171,20,109711,120802,22752,102599,120832,476012,166786,46789,62916,873154,967748,4787258,19183727,18545183,496432,244374,511800,20,87034,108620,20,141399,128316,26834,117000,130975,476012,166786,46789,76015,897028,1009270,4895016,19343590,18590697,522921,260779,541575,20,106907,124599,21,165434,144536,28863,132884,138434,476012,166786,46789,80808,922957,1026567,4939078,19424510,18699106,537688,289172,563406,21,115222,128637,31,172427,177386,35836,138785,150767,476012,166786,46789,144816,970063,1096305,5292026,36135072,18723191,
