Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Eigen InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Eigen Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Min Eigen Constructor Time,Min CSF2 Constructor Time,Min CSF3 Constructor Time,Min Eigen InnerIterator Time,Min CSF2 InnerIterator Time,Min CSF3 InnerIterator Time,Min Eigen Scalar Multiplication Time,Min CSF2 Scalar Multiplication Time,Min CSF3 Scalar Multiplication Time,Min Eigen Vector Multiplication Time,Min CSF2 Vector Multiplication Time,Min CSF3 Vector Multiplication Time,Min Eigen Memory Usage,Min CSF2 Memory Usage,Min CSF3 Memory Usage,Min Eigen Transpose Time,Min CSF2 Transpose Time,Min CSF3 Transpose Time,Min Eigen Matrix Multiplication Time,Min CSF2 Matrix Multiplication Time,Min CSF3 Matrix Multiplication Time,Q1 Eigen Constructor Time,Q1 CSF2 Constructor Time,Q1 CSF3 Constructor Time,Q1 Eigen InnerIterator Time,Q1 CSF2 InnerIterator Time,Q1 CSF3 InnerIterator Time,Q1 Eigen Scalar Multiplication Time,Q1 CSF2 Scalar Multiplication Time,Q1 CSF3 Scalar Multiplication Time,Q1 Eigen Vector Multiplication Time,Q1 CSF2 Vector Multiplication Time,Q1 CSF3 Vector Multiplication Time,Q1 Eigen Memory Usage,Q1 CSF2 Memory Usage,Q1 CSF3 Memory Usage,Q1 Eigen Transpose Time,Q1 CSF2 Transpose Time,Q1 CSF3 Transpose Time,Q1 Eigen Matrix Multiplication Time,Q1 CSF2 Matrix Multiplication Time,Q1 CSF3 Matrix Multiplication Time,Median Eigen Constructor Time,Median CSF2 Constructor Time,Median CSF3 Constructor Time,Median Eigen InnerIterator Time,Median CSF2 InnerIterator Time,Median CSF3 InnerIterator Time,Median Eigen Scalar Multiplication Time,Median CSF2 Scalar Multiplication Time,Median CSF3 Scalar Multiplication Time,Median Eigen Vector Multiplication Time,Median CSF2 Vector Multiplication Time,Median CSF3 Vector Multiplication Time,Median Eigen Memory Usage,Median CSF2 Memory Usage,Median CSF3 Memory Usage,Median Eigen Transpose Time,Median CSF2 Transpose Time,Median CSF3 Transpose Time,Median Eigen Matrix Multiplication Time,Median CSF2 Matrix Multiplication Time,Median CSF3 Matrix Multiplication Time,Q3 Eigen Constructor Time,Q3 CSF2 Constructor Time,Q3 CSF3 Constructor Time,Q3 Eigen InnerIterator Time,Q3 CSF2 InnerIterator Time,Q3 CSF3 InnerIterator Time,Q3 Eigen Scalar Multiplication,Q3 CSF2 Scalar Multiplication Time,Q3 CSF3 Scalar Multiplication Time,Q3 Eigen Vector Multiplication Time,Q3 CSF2 Vector Multiplication Time,Q3 CSF3 Vector Multiplication Time,Q3 Eigen Memory Usage,Q3 CSF2 Memory Usage,Q3 CSF3 Memory Usage,Q3 Eigen Transpose Time,Q3 CSF2 Transpose Time,Q3 CSF3 Transpose Time,Q3 Eigen Matrix Multiplication Time,Q3 CSF2 Matrix Multiplication Time,Q3 CSF3 Matrix Multiplication Time,Max Eigen Constructor Time,Max CSF2 Constructor Time,Max CSF3 Constructor Time,Max Eigen InnerIterator Time,Max CSF2 InnerIterator Time,Max CSF3 InnerIterator Time,Max Eigen Scalar Multiplication Time,Max CSF2 Scalar Multiplication Time,Max CSF3 Scalar Multiplication Time,Max Eigen Vector Multiplication Time,Max CSF2 Vector Multiplication Time,Max CSF3 Vector Multiplication Time,Max Eigen Memory Usage,Max CSF2 Memory Usage,Max CSF3 Memory Usage,Max Eigen Transpose Time,Max CSF2 Transpose Time,Max CSF3 Transpose Time,Max Eigen Matrix Multiplication Time,Max CSF2 Matrix Multiplication Time,Max CSF3 Matrix Multiplication Time
77.000000, 1224.000000, 1224.000000, 28675.000000, 0.980043, 0.019140,36922362,10588082,26410852,20,2870791,2717717,23,4178030,3781307,1167473,3377850,3172961,17983012,6400999,1863074,7230385,54071278,58179182,1070626331,4123997201,4268871433,35522160,10518096,25701645,20,2834147,2676097,20,3853380,3562506,982937,3308469,3023375,17983012,6400999,1863074,6792490,52216414,55544549,1059176010,4112364395,4265128990,35736473,10546949,25880854,20,2853613,2701614,20,3935521,3741325,1119917,3326902,3090569,17983012,6400999,1863074,7110625,52580242,56815094,1062060530,4114820438,4266198715,36150804,10586947,26062898,20,2867784,2724641,20,4028036,3803333,1154090,3368114,3108767,17983012,6400999,1863074,7178295,54034835,57231599,1065356185,4118245046,4268628805,36929796,10598514,27210637,20,2891914,2739694,20,4231044,3834746,1193073,3424212,3198798,17983012,6400999,1863074,7264949,55429206,59603848,1079677189,4127181961,4269439449,42883555,10709538,27646899,21,2919845,2743271,40,5235179,3908592,1349510,3454167,3616074,17983012,6400999,1863074,8084835,56535640,63647218,1100962009,4153012383,4276206323,
81.000000, 2132.000000, 2132.000000, 8502.000000, 0.999062, 0.001870,124606683,18819820,46014984,24,8145604,8194193,37,13596511,11131132,3477020,9513246,9319586,54553620,18271264,4631721,40164220,158830569,163659080,6228150343,22409484373,21482520450,122588417,15702603,44803063,20,7988809,8048148,20,11180423,10483953,3144097,9299878,9152568,54553620,18271264,4631721,36936428,154939730,156939555,6205448127,22360024816,21430069240,123250605,15898102,45024268,20,8064708,8142211,20,11432155,10641674,3298311,9392437,9263552,54553620,18271264,4631721,38246405,155873016,160298337,6208904828,22388612974,21460353143,124013165,17283056,45384706,20,8120881,8178237,30,14056217,10737870,3456957,9422578,9329357,54553620,18271264,4631721,39596976,157016822,161890923,6219825274,22407177199,21471050794,126559244,20555519,45895820,20,8188025,8257873,40,15639125,10840990,3706310,9586003,9363565,54553620,18271264,4631721,41619002,161387017,164644813,6239924294,22442053006,21516477258,128091930,28573922,51898690,40,8421193,8383094,120,15989249,14800425,3757323,9846252,9520302,54553620,18271264,4631721,45958175,167521780,177577847,6272556404,22450352285,21543206690,
82.000000, 822.000000, 822.000000, 3276.000000, 0.994213, 0.004848,12535812,3323241,7786289,22,1232878,1310082,105,1823684,1632598,574361,1439318,1520105,8111500,2766742,731712,3385245,15911772,17957727,299535010,1303395356,1249235843,12074226,3009971,7652151,20,1219040,1231473,20,1713459,1596353,461878,1389763,1472976,8111500,2766742,731712,2974275,15136652,16537827,292460595,1299985099,1245833060,12331458,3025229,7723682,20,1223849,1245108,20,1752820,1611260,505399,1426090,1478817,8111500,2766742,731712,3328897,15401138,17110389,292666022,1302104273,1246167494,12500669,3105310,7763484,20,1230777,1249350,40,1799537,1625772,586978,1435066,1503963,8111500,2766742,731712,3424427,15913274,17545033,294371977,1303072172,1247256574,12793878,3182237,7895577,20,1241041,1260597,170,1917894,1647517,622905,1441919,1555198,8111500,2766742,731712,3479884,16524262,17933432,302039306,1304470611,1250907353,13086445,5394271,7931543,40,1250478,1867461,451,2016655,1698180,669050,1524120,1622401,8111500,2766742,731712,3560512,16572350,23112057,324882398,1306962481,1262146844,
83.000000, 822.000000, 822.000000, 4661.000000, 0.992303, 0.006898,14050974,3433675,8529674,20,1235770,1249149,23,1774244,1640315,668442,1439193,1506541,8111500,2783525,746452,3415940,19348322,18904374,294191581,1294087823,1249384289,13110100,3147664,8369719,20,1208410,1219100,20,1600250,1582107,493126,1375999,1454021,8111500,2783525,746452,2923602,17539779,18062147,291248358,1289942908,1246600989,13960842,3269588,8436221,20,1215613,1242092,20,1686128,1599088,588802,1400624,1469009,8111500,2783525,746452,3272683,17646514,18383108,292119088,1291938164,1248051054,14083507,3443157,8509981,20,1222025,1248559,20,1753312,1619515,658835,1420235,1476182,8111500,2783525,746452,3357950,18176213,18923967,292609072,1294454793,1249274738,14200022,3515720,8600773,20,1240340,1260436,20,1815325,1648930,748906,1434857,1527767,8111500,2783525,746452,3661978,18393567,19252315,297338999,1294805342,1250641645,14990183,3857107,8773100,21,1341876,1273841,40,2017237,1838749,847267,1611791,1633812,8111500,2783525,746452,3811454,30331723,19715747,301088990,1298249641,1252946649,
84.000000, 822.000000, 822.000000, 4726.000000, 0.992184, 0.006994,14184438,3768488,8539214,21,2639879,1232613,46,1783272,1666125,614268,1571447,1436439,8111500,2784565,747328,3314740,18059722,19610995,294183435,1237552063,1277738515,13024161,3323317,8303578,20,1228748,1210243,20,1664038,1599258,454846,1488075,1369336,8111500,2784565,747328,2834628,17052534,17958718,289200405,1234039198,1274551086,14037032,3421026,8395546,20,1246781,1220262,20,1692340,1631598,493517,1500918,1398149,8111500,2784565,747328,3123389,17640473,18540597,290692496,1235358513,1276130799,14363296,3455594,8586937,20,1254630,1223473,20,1773509,1671151,575432,1506969,1410356,8111500,2784565,747328,3366010,17818225,19050288,292530013,1237503233,1276841049,14492700,3537871,8661154,20,1279441,1229630,20,1842245,1684004,673687,1536083,1474990,8111500,2784565,747328,3586299,18308500,20102157,294123721,1240122025,1280120370,14831752,6619914,8830105,30,15053890,1307412,281,1995316,1741750,1059307,1834120,1534680,8111500,2784565,747328,3767392,19806934,24685819,311091528,1240208945,1281684183,
85.000000, 822.000000, 822.000000, 4790.000000, 0.992094, 0.007089,14201994,3467529,8675864,23,1257794,1271468,36,1768373,1628097,660242,1456953,1490206,8111500,2785358,748053,3327924,18099162,19220431,295854053,1301597016,1256196332,12764033,3200811,8343280,20,1211035,1228938,20,1641226,1590062,456719,1375297,1384494,8111500,2785358,748053,2878699,17044067,18332976,290618189,1298258887,1253225192,13925587,3244972,8453683,20,1212207,1232074,20,1681049,1593608,546204,1401916,1421752,8111500,2785358,748053,3237819,17680226,18716620,292783750,1299016420,1254686857,14211728,3517358,8526306,20,1234188,1244111,20,1736080,1612488,650265,1413828,1456907,8111500,2785358,748053,3341199,18030640,19328064,294417231,1301207060,1256441381,14702866,3551947,8833952,20,1255267,1265185,30,1842796,1658457,714273,1499356,1577178,8111500,2785358,748053,3523824,18308360,19669080,301385213,1304316007,1257715602,15150368,3899695,9328531,41,1444665,1434526,130,2004302,1697319,983968,1626328,1650973,8111500,2785358,748053,3625451,19722720,19862496,303224143,1307455807,1259157180,
86.000000, 822.000000, 822.000000, 4841.000000, 0.991996, 0.007165,14599621,3450171,8570066,23,1277232,1251854,85,1760689,1634680,627248,1551653,1419043,8111500,2786216,748824,3486428,17939669,19451131,292614821,1243360839,1286771759,13581555,3252997,8510067,20,1242443,1229058,20,1667874,1606301,482407,1501930,1392108,8111500,2786216,748824,2845067,17004505,18629791,290833777,1240888263,1281108585,14152675,3361968,8519253,20,1254285,1234207,20,1682952,1612432,529783,1512259,1398169,8111500,2786216,748824,3174463,17657925,18806245,291842359,1241917344,1282460299,14285093,3475060,8541499,20,1271491,1243339,20,1725265,1632580,640441,1540886,1419383,8111500,2786216,748824,3351798,17785880,19488704,292482541,1242321472,1283428993,14679914,3555012,8636970,20,1290751,1254465,120,1793625,1648700,674319,1582829,1430739,8111500,2786216,748824,3593092,18428932,19875409,293251769,1243763216,1287038741,16926191,3676795,8684196,40,1323161,1317390,320,2086995,1670499,788599,1639702,1463849,8111500,2786216,748824,4828312,18625343,20504937,295411106,1252221277,1304436138,
87.000000, 822.000000, 822.000000, 3802.000000, 0.993485, 0.005627,13725468,3459661,8330582,24,1315874,1351959,104,1810816,1731463,649198,1494690,1505763,8111500,2773138,737346,3500849,17007199,18510840,300028031,1319477562,1272873303,12482636,3138247,8168569,20,1234047,1271646,20,1610229,1622672,530564,1432663,1422364,8111500,2773138,737346,3127617,16371823,17587165,295341047,1317682447,1268830986,13004584,3335589,8244709,20,1265515,1316629,20,1720932,1673445,567543,1454031,1449183,8111500,2773138,737346,3203095,16573522,17865257,295721717,1318833412,1269194434,13296261,3449303,8304103,20,1306791,1331837,30,1826285,1755004,650650,1463314,1498553,8111500,2773138,737346,3578209,17160816,18631689,296337924,1319446824,1270820181,13917042,3507815,8452351,30,1353487,1364388,30,1906563,1786092,698524,1486672,1534390,8111500,2773138,737346,3650397,17233836,19121174,303217871,1320032816,1272725212,17903166,3944357,8461328,40,1424187,1592757,712,2018389,1797282,832269,1713758,1614947,8111500,2773138,737346,4037158,17591002,19400167,317321346,1321733540,1292943391,
88.000000, 822.000000, 822.000000, 4028.000000, 0.993165, 0.005961,13402933,3347858,8434401,29,1320824,1244771,32,1831912,1659142,566849,1552777,1421690,8111500,2775946,739868,3282243,17153538,18303976,300482722,1258572808,1313300955,12472196,3213575,8258334,20,1297274,1231032,20,1611632,1616320,470995,1535581,1404671,8111500,2775946,739868,2918212,16176122,17330072,294801195,1256530165,1306489802,13083270,3238490,8367905,20,1312452,1234929,20,1713378,1624775,479110,1544047,1409971,8111500,2775946,739868,3075200,17030723,17956645,296464994,1257556059,1308326386,13414097,3294108,8432849,20,1321518,1242147,20,1746514,1660516,556397,1551175,1420444,8111500,2775946,739868,3203556,17102595,18496170,298078382,1257887112,1308805260,13763901,3435092,8524093,20,1329594,1255276,30,1827718,1679726,633404,1556941,1429306,8111500,2775946,739868,3476337,17334982,18678229,303229402,1258333979,1311913677,14481228,3658792,8560930,111,1342146,1258672,120,2422110,1724228,719162,1582698,1443512,8111500,2775946,739868,3913972,17737752,18720478,315898611,1264376932,1333007406,
89.000000, 822.000000, 822.000000, 4172.000000, 0.992970, 0.006174,13523772,3283309,8216948,20,1237356,1256649,21,1728906,1640466,620199,1446496,1457265,8111500,2777662,741396,3388326,17194312,18705867,297583988,1307027752,1256097277,12580526,3172309,8114270,20,1213089,1244807,20,1597145,1609999,428747,1393450,1410642,8111500,2777662,741396,2941195,16496561,17793254,292515526,1306165296,1254079642,12917996,3218875,8184037,20,1224650,1247873,20,1652035,1628793,497996,1424137,1418046,8111500,2777662,741396,3152582,16609279,18316997,293768959,1306307647,1254679764,13501658,3265359,8197948,20,1231092,1256258,20,1684585,1640409,543233,1429456,1432893,8111500,2777662,741396,3387859,17247961,18771526,294154267,1306549146,1255885580,13934484,3366456,8269585,20,1245759,1262359,20,1758111,1649320,834003,1445176,1488365,8111500,2777662,741396,3640319,17372371,19111807,295442324,1307530745,1257444013,14689040,3453646,8351786,20,1296351,1277677,30,2058602,1671551,855752,1540841,1580535,8111500,2777662,741396,3755551,18039556,19427526,321103675,1308995826,1258504732,
90.000000, 822.000000, 822.000000, 4534.000000, 0.992467, 0.006710,13645613,3333598,8321392,20,1222369,1247803,87,1767578,1638039,572537,1428052,1490681,8111500,2782082,745216,3227030,17314215,18436691,296698887,1295312379,1251672134,12884565,3163793,8156167,20,1205285,1223037,20,1683163,1591144,474001,1397988,1455014,8111500,2782082,745216,2869994,16624457,17862371,291725464,1292293958,1247678791,13117934,3289074,8238107,20,1207779,1228848,20,1697298,1611421,513944,1402937,1468398,8111500,2782082,745216,3029226,17023319,18009311,292356334,1293124793,1247833876,13621894,3354278,8313650,20,1219456,1237488,25,1740132,1624795,576164,1414048,1479954,8111500,2782082,745216,3203576,17312120,18314737,294323533,1294374927,1251002503,13949081,3380261,8409412,20,1228197,1254264,40,1768630,1649371,632152,1430198,1522688,8111500,2782082,745216,3418962,17606190,18731548,297296161,1295146669,1251425195,14734343,3424983,8492034,21,1252421,1323131,541,2056058,1758932,688365,1506729,1539519,8111500,2782082,745216,3588643,17870987,19601617,318454407,1305790857,1266790026,
91.000000, 1054.000000, 1054.000000, 6625.000000, 0.998102, 0.005964,27488429,4306002,11716279,21,2084778,2025514,22,2881035,2759049,894613,2508504,2324956,13335212,4487956,1154623,5774682,28214503,29649608,660907407,2627665055,2704632335,26914955,4136972,11322144,20,2041841,1995606,20,2634190,2643036,734279,2462805,2265573,13335212,4487956,1154623,5105621,26647894,28050602,656274898,2619478565,2699383574,27219664,4213131,11431064,20,2045940,2003381,20,2743862,2704089,760257,2485276,2280650,13335212,4487956,1154623,5696516,27407850,29042053,658737574,2622557572,2700263751,27470415,4247885,11527936,20,2063371,2011656,20,2804593,2747448,820908,2509766,2306427,13335212,4487956,1154623,5825479,28080325,29578969,661459299,2625874207,2701787716,27698795,4314318,11727249,20,2134482,2034338,21,2898696,2767885,1043658,2533746,2392355,13335212,4487956,1154623,5916080,29366188,29942627,663244555,2627077107,2705718995,27967979,4897689,13324292,30,2149530,2108163,30,3625451,2983762,1328902,2541200,2431809,13335212,4487956,1154623,6102723,30090620,31873355,664675604,2644430793,2718130942,
92.000000, 1072.000000, 1072.000000, 6758.000000, 0.998134, 0.005881,28456753,4525759,11952924,24,2128568,2111147,33,3015137,2789118,923475,2634741,2364973,13794500,4641784,1193659,5209258,28923823,30888771,696540725,2723675937,2798821049,27780094,4174311,11595406,20,2063251,2039036,20,2793032,2668223,774553,2551107,2321546,13794500,4641784,1193659,4751620,27425733,29683251,684059701,2716776232,2789324063,27969883,4224152,11736836,20,2086414,2047462,20,2874922,2702786,838671,2552760,2329981,13794500,4641784,1193659,4979390,28512308,29936536,688598900,2719370799,2797336014,28607719,4340981,11881732,20,2111093,2072838,20,2909701,2801893,914505,2581092,2351325,13794500,4641784,1193659,5267414,28759163,30604148,693153645,2722778540,2797951801,28841343,4837499,12023262,20,2182180,2092285,20,3059271,2863852,1000528,2697336,2388969,13794500,4641784,1193659,5386918,28848337,31179950,710409327,2727191079,2803352109,29055217,5296082,12602556,40,2225108,2387506,150,3776199,2916839,1076859,2849506,2474357,13794500,4641784,1193659,5620317,32206588,34273695,713584029,2732234956,2807217161,
93.000000, 144.000000, 144.000000, 720.000000, 0.986111, 0.034722,296262,166800,306794,22,50756,54767,29,78212,70395,12887,58121,66456,249412,89016,25944,34591,530675,575317,2030653,7315268,7085299,278162,151248,280585,20,39092,39913,20,49010,54120,10349,44422,45454,249412,89016,25944,26498,512943,511339,1962235,7193528,7040556,287869,155285,296545,20,39533,40073,20,66582,60431,11341,48129,51846,249412,89016,25944,27210,522100,560519,1986490,7307026,7072194,296249,163224,304153,20,52642,53758,30,80528,71516,11886,55547,64433,249412,89016,25944,29158,526352,583852,2008696,7320811,7081707,301384,181603,311312,20,56153,68305,30,94574,75348,14437,66723,81850,249412,89016,25944,36718,533810,598340,2057390,7338303,7110185,312644,182946,349673,30,67344,72072,50,95064,97239,17172,77373,87540,249412,89016,25944,62865,560309,603849,2162624,7416808,7138106,
94.000000, 161.000000, 161.000000, 769.000000, 0.987578, 0.029667,334047,134371,305969,20,51488,48336,21,65354,64510,14570,64226,61375,311700,110470,31741,40548,602312,642866,2554438,9828266,10160603,299601,131061,286146,20,49571,47257,20,58988,63436,12674,59360,55512,311700,110470,31741,32469,575488,592389,2477181,9495457,10011726,308757,131783,289312,20,50242,47818,20,60741,63536,12744,60792,55722,311700,110470,31741,32741,581168,626391,2511685,9739024,10059985,315024,132343,294777,20,50523,48013,20,61418,64603,13289,61197,56058,311700,110470,31741,37909,591461,635197,2563370,9761566,10077997,344263,134738,297867,20,51796,48970,20,63326,65410,15979,63236,56784,311700,110470,31741,42047,604450,648752,2583276,9827337,10122860,421625,142041,420753,20,57916,49892,30,87912,65751,20438,81049,97770,311700,110470,31741,57816,706568,735982,2628851,10609775,10897032,
95.000000, 187.000000, 187.000000, 839.000000, 0.989305, 0.023993,469676,345909,706796,21,65840,64598,21,85864,89638,20297,84142,75489,420380,147754,41725,121685,766364,870491,4307600,17038759,15951994,420903,165794,373256,20,64108,63987,20,80218,85286,16881,81490,74517,420380,147754,41725,44893,738407,779813,3839174,15040135,15438457,427686,168169,379127,20,65901,64499,20,82752,85297,17022,81810,75028,420380,147754,41725,45193,754617,825176,3929500,15190862,15526368,432610,172281,388168,20,66021,64669,20,84735,85808,19050,82782,75248,420380,147754,41725,51003,761844,832770,3942614,15407039,15598736,465285,177436,405645,20,66372,64729,20,86139,90095,22101,83373,76290,420380,147754,41725,62405,778250,839702,3993828,15578064,15797106,684889,1886517,3567766,30,66532,64959,30,97159,115793,30556,95025,76731,420380,147754,41725,739439,803967,1262459,7587782,24579343,18875844,
96.000000, 229.000000, 229.000000, 1003.000000, 0.991266, 0.019126,694907,244144,551836,21,96585,101721,23,136102,127945,37875,118152,114919,630212,219406,60709,119232,1139704,1238720,7231566,28994204,27987069,663809,235853,534162,20,94634,96847,20,115151,123737,25287,111696,109921,630212,219406,60709,73415,1071679,1138071,6938719,28788568,27804619,668048,237376,542688,20,95004,97910,20,117996,124699,26780,113930,110683,630212,219406,60709,79857,1104640,1193644,7100997,28868694,27881770,684377,240772,551989,20,96116,98376,20,125910,127594,34748,115652,112316,630212,219406,60709,95866,1123724,1250883,7174121,28974984,27907689,722728,249769,561562,20,97980,99372,30,141981,131080,38781,119409,115863,630212,219406,60709,169752,1164199,1280944,7236317,29062220,27949776,750980,260288,570388,30,99763,131231,30,210056,133055,73835,139917,134367,630212,219406,60709,220275,1250027,1296081,7639728,29372600,28763020,
97.000000, 24.000000, 24.000000, 92.000000, 0.916667, 0.159722,8009,14668,25432,29,2515,2585,26,4412,4119,661,2694,2980,7012,3336,1464,1696,34490,37634,31406,56689,59733,6803,13655,24315,20,1953,1934,20,3697,3837,541,2425,2795,7012,3336,1464,1432,30846,34504,22762,55722,58858,7564,14286,25296,20,2064,2184,20,3958,3987,581,2615,2895,7012,3336,1464,1513,32660,36456,23564,55943,59239,8140,14697,25497,25,2113,2309,20,4087,4083,656,2664,2980,7012,3336,1464,1753,34454,37509,24484,56459,59504,8365,14928,25697,30,2344,2394,30,4198,4218,722,2715,3076,7012,3336,1464,1834,35315,38971,25517,57365,60110,8907,15799,26289,60,5841,5510,40,7835,4438,831,3266,3156,7012,3336,1464,1984,40615,40144,92340,57997,61333,
98.000000, 256.000000, 256.000000, 1586.000000, 0.992188, 0.024200,938233,308835,702609,21,128148,121261,21,152151,166934,42446,154118,142088,787460,272920,74776,236725,1468137,1570521,10111012,39062430,42640061,892600,291986,680811,20,126743,119440,20,146860,154775,32660,147651,136060,787460,272920,74776,210166,1401175,1479488,9342977,38517002,39513002,910012,295372,695788,20,127454,120050,20,150306,159653,34614,152951,139636,787460,272920,74776,227848,1419468,1511858,9920970,38739100,40093970,912191,311006,702275,20,128000,121458,20,151519,162233,40434,153782,140714,787460,272920,74776,236104,1452098,1557772,10224471,39193540,40593432,963540,318014,710656,20,128857,122054,20,154174,173829,47918,157178,141490,787460,272920,74776,240512,1507400,1603836,10329300,39302976,40816638,1040952,325518,723730,30,129898,123136,30,160385,186974,61573,157850,162208,787460,272920,74776,282249,1614006,1727475,10611387,39356965,62827561,
99.000000, 268.000000, 268.000000, 1675.000000, 0.992537, 0.023321,1040118,340260,771816,21,132176,135226,21,166621,173559,45415,155331,152553,862964,298576,81545,134280,1612287,1776545,11445273,46661524,44741504,974791,321932,758093,20,129508,131662,20,155686,168069,35635,145237,149475,862964,298576,81545,112066,1510636,1610009,11069871,46141862,44350440,1002703,328193,761028,20,130370,133425,20,157460,172056,35776,153452,151018,862964,298576,81545,119449,1565817,1720662,11358360,46268826,44617701,1025690,341232,771798,20,131967,133821,20,161236,173164,38055,155711,151683,862964,298576,81545,133095,1624229,1773709,11464640,46428178,44742190,1072982,345915,782759,20,133956,135800,20,174390,174150,45574,156949,153422,862964,298576,81545,145197,1632469,1812531,11518825,46695540,44914297,1148069,358088,786014,30,135249,146359,30,202632,179630,92971,162048,160134,862964,298576,81545,175082,1681840,1999624,11781758,48831584,45049475,
100.000000, 292.000000, 292.000000, 1416.000000, 0.993151, 0.016607,1274136,397590,941556,20,164302,157289,23,208563,208272,56804,222124,193990,1024340,353344,95978,173873,1878943,2092332,14754354,57019424,61268336,1205225,378015,887501,20,153021,154664,20,188446,202673,41847,193656,177636,1024340,353344,95978,141730,1777977,1900402,14061617,56829170,58162840,1220292,384186,901216,20,159443,156327,20,189348,204406,43270,197492,179299,1024340,353344,95978,152089,1816999,2001177,14290838,56896654,58206851,1255001,396669,913077,20,160194,156487,20,190825,206434,51910,224652,180076,1024340,353344,95978,175437,1901018,2020102,14726148,57058100,58555075,1298195,405796,932213,20,164061,157048,30,200479,212811,58357,230644,181774,1024340,353344,95978,190029,1913005,2034658,15051587,57087394,58937563,1462878,433807,1125138,21,200428,164532,30,320569,218852,91659,263755,312484,1024340,353344,95978,219453,1953068,2798852,15742947,57229455,73177178,
101.000000, 445.000000, 445.000000, 2127.000000, 0.995506, 0.010741,3432726,812966,1996224,21,376405,373590,33,470892,473261,149155,467033,452554,2378084,810814,215054,562893,4197491,4615122,49869798,200774099,206230023,3154447,776387,1955814,20,363328,361174,20,437434,463902,115562,451439,410855,2378084,810814,215054,422947,4043710,4304679,49129702,200269431,205573777,3251284,785002,1975580,20,369890,362546,20,448274,467189,129698,452883,416114,2378084,810814,215054,448254,4126041,4494147,49771773,200527485,205827684,3422704,805955,2002894,20,374147,365346,20,462695,470579,138139,456668,428112,2378084,810814,215054,572652,4183837,4594271,49892109,200570088,206208097,3591980,849120,2017517,20,386019,383365,20,493998,473871,145708,465255,460736,2378084,810814,215054,635939,4269245,4726495,49993629,200730508,206645837,3787720,868075,2027946,30,389316,396399,150,549179,506571,254388,519925,590164,2378084,810814,215054,729781,4457961,4844361,50583734,202377084,206946019,
102.000000, 61.000000, 61.000000, 309.000000, 0.967213, 0.083042,39713,30522,55185,21,8141,7963,20,10701,11115,2019,9382,9941,44900,17470,5941,4996,101196,111763,188106,582534,568207,36507,28282,52938,20,7323,7544,20,9647,10399,1823,8756,8666,44900,17470,5941,4378,99683,105915,163320,571560,557434,37579,28833,53047,20,7393,7635,20,10148,10539,1843,8917,8676,44900,17470,5941,4479,100335,108870,165904,578493,564677,39623,29489,53989,20,7404,7704,20,10349,10619,1883,8981,8821,44900,17470,5941,4683,100840,110794,171580,584068,567152,40865,29915,54780,21,7433,7754,20,10489,10660,2004,9157,11972,44900,17470,5941,4879,102318,113558,196611,585526,568465,44031,41487,67143,30,14858,10529,20,14647,15909,2985,12844,13925,44900,17470,5941,7884,103159,123677,267872,590706,586288,
103.000000, 62.000000, 62.000000, 140.000000, 0.967742, 0.036420,39445,31542,59350,26,8420,9231,20,12831,12297,2413,11806,11244,46380,18004,6100,5456,117566,117152,207049,671682,674870,34413,29284,55913,20,8165,8435,20,11531,11701,2044,10038,10209,46380,18004,6100,4759,102999,110553,178037,659131,643082,36096,29624,57405,20,8225,8526,20,11772,11791,2054,10439,10279,46380,18004,6100,4789,104171,112788,194117,664290,651928,38440,30726,58863,30,8290,8576,20,11877,11831,2224,10594,10449,46380,18004,6100,5570,107918,115557,210722,669740,657513,43620,33251,60712,30,8326,8676,20,12052,12082,2354,14055,10670,46380,18004,6100,5780,111616,120552,218311,679959,687443,46826,36367,64859,31,9417,13204,21,18564,15849,3506,14737,14857,46380,18004,6100,6362,194107,129878,227308,684878,778230,
