Matrix Number, Sparsity, Redundancy, CSF1 Size, CSF2 Size, CSF3 Size
2784, 28, 85, 3428, 7628, 4177
2785, 28, 86, 3628, 7936, 4358
2786, 28, 87, 3412, 7636, 4187
2787, 28, 88, 3308, 7480, 4096
2788, 28, 89, 3092, 7172, 3919
2789, 28, 90, 3204, 7340, 4017
2790, 28, 91, 3100, 7184, 3926
2791, 28, 92, 3300, 7476, 4095
2792, 28, 93, 3292, 7504, 4118
2793, 28, 94, 3388, 7552, 4130
2794, 28, 95, 3204, 7340, 4017
2795, 28, 96, 3404, 7632, 4186
2796, 28, 97, 3156, 7252, 3963
2797, 28, 98, 3284, 7468, 4093
2798, 28, 99, 3212, 7376, 4042
2799, 28, 100, 3372, 7600, 4170
2800, 29, 1, 3004, 5296, 2534
2801, 29, 2, 3100, 5824, 2906
2802, 29, 3, 3148, 6256, 3218
2803, 29, 4, 2908, 6224, 3254
2804, 29, 5, 3236, 6668, 3505
2805, 29, 6, 3156, 6692, 3543
2806, 29, 7, 3308, 6856, 3628
2807, 29, 8, 3300, 6884, 3651
2808, 29, 9, 3180, 6936, 3720
2809, 29, 10, 3092, 6788, 3631
2810, 29, 11, 3172, 6964, 3743
2811, 29, 12, 3148, 6912, 3710
2812, 29, 13, 3188, 7076, 3823
2813, 29, 14, 3484, 7344, 3950
2814, 29, 15, 3212, 7120, 3850
2815, 29, 16, 3084, 6944, 3750
2816, 29, 17, 3260, 7240, 3928
2817, 29, 18, 3260, 7280, 3958
2818, 29, 19, 3172, 7172, 3899
2819, 29, 20, 3060, 7004, 3801
2820, 29, 21, 3100, 7024, 3806
2821, 29, 22, 3236, 7180, 3889
2822, 29, 23, 3236, 7220, 3919
2823, 29, 24, 3204, 7188, 3903
2824, 29, 25, 2972, 6864, 3718
2825, 29, 26, 3300, 7356, 4005
2826, 29, 27, 3076, 6964, 3767
2827, 29, 28, 3172, 7132, 3869
2828, 29, 29, 3108, 7100, 3861
2829, 29, 30, 2972, 6920, 3760
2830, 29, 31, 3428, 7572, 4135
2831, 29, 32, 3140, 7172, 3907
2832, 29, 33, 3276, 7392, 4038
2833, 29, 34, 3492, 7684, 4203
2834, 29, 35, 3188, 7164, 3889
2835, 29, 36, 2932, 6852, 3719
2836, 29, 37, 3388, 7504, 4094
2837, 29, 38, 3188, 7252, 3955
2838, 29, 39, 3236, 7364, 4027
2839, 29, 40, 3212, 7320, 4000
2840, 29, 41, 3148, 7232, 3950
2841, 29, 42, 2988, 6960, 3786
2842, 29, 43, 3044, 7020, 3817
2843, 29, 44, 3276, 7416, 4056
2844, 29, 45, 3076, 7132, 3893
2845, 29, 46, 3284, 7412, 4051
2846, 29, 47, 3116, 7112, 3868
2847, 29, 48, 3220, 7340, 4013
2848, 29, 49, 3396, 7612, 4173
2849, 29, 50, 3196, 7280, 3974
2850, 29, 51, 3180, 7248, 3954
2851, 29, 52, 3300, 7420, 4053
2852, 29, 53, 3452, 7624, 4168
2853, 29, 54, 3108, 7204, 3939
2854, 29, 55, 2940, 6936, 3780
2855, 29, 56, 3252, 7380, 4035
2856, 29, 57, 3036, 7064, 3852
2857, 29, 58, 3292, 7416, 4052
2858, 29, 59, 3596, 7888, 4330
2859, 29, 60, 2972, 6984, 3808
2860, 29, 61, 2892, 6872, 3744
2861, 29, 62, 3060, 7076, 3855
2862, 29, 63, 2932, 6908, 3761
2863, 29, 64, 3172, 7260, 3965
2864, 29, 65, 3004, 7016, 3824
2865, 29, 66, 3236, 7364, 4027
2866, 29, 67, 3308, 7480, 4096
2867, 29, 68, 3276, 7440, 4074
2868, 29, 69, 3164, 7280, 3982
2869, 29, 70, 3028, 7068, 3857
2870, 29, 71, 3228, 7376, 4038
2871, 29, 72, 2996, 7004, 3817
2872, 29, 73, 2972, 6952, 3784
2873, 29, 74, 3140, 7244, 3961
2874, 29, 75, 3228, 7344, 4014
2875, 29, 76, 3212, 7320, 4000
2876, 29, 77, 3324, 7520, 4122
2877, 29, 78, 3204, 7324, 4005
2878, 29, 79, 3172, 7276, 3977
2879, 29, 80, 3268, 7380, 4031
2880, 29, 81, 3068, 7128, 3892
2881, 29, 82, 3228, 7360, 4026
2882, 29, 83, 3172, 7268, 3971
2883, 29, 84, 3148, 7256, 3968
2884, 29, 85, 3068, 7152, 3910
2885, 29, 86, 3084, 7144, 3900
2886, 29, 87, 2796, 6704, 3642
2887, 29, 88, 3404, 7624, 4180
2888, 29, 89, 3124, 7244, 3965
2889, 29, 90, 3036, 7072, 3858
2890, 29, 91, 3116, 7216, 3946
2891, 29, 92, 3028, 7084, 3869
2892, 29, 93, 3004, 7064, 3860
2893, 29, 94, 3172, 7268, 3971
2894, 29, 95, 3348, 7540, 4131
2895, 29, 96, 3188, 7284, 3979
2896, 29, 97, 3004, 7064, 3860
2897, 29, 98, 3140, 7220, 3943
2898, 29, 99, 3300, 7484, 4101
2899, 29, 100, 3108, 7212, 3945
2900, 30, 1, 3268, 5420, 2561
2901, 30, 2, 3212, 5968, 2986
2902, 30, 3, 2772, 5852, 3009
2903, 30, 4, 3140, 6380, 3313
2904, 30, 5, 3220, 6628, 3479
2905, 30, 6, 2908, 6360, 3356
2906, 30, 7, 3004, 6592, 3506
2907, 30, 8, 2740, 6380, 3413
2908, 30, 9, 2932, 6636, 3557
2909, 30, 10, 3076, 6828, 3665
2910, 30, 11, 3044, 6748, 3613
2911, 30, 12, 3076, 6868, 3695
2912, 30, 13, 2988, 6784, 3654
2913, 30, 14, 3076, 6836, 3671
2914, 30, 15, 3220, 7148, 3869
2915, 30, 16, 3108, 6980, 3771
2916, 30, 17, 3108, 6980, 3771
2917, 30, 18, 2908, 6760, 3656
2918, 30, 19, 3052, 6976, 3782
2919, 30, 20, 3404, 7352, 3976
2920, 30, 21, 3116, 6992, 3778
2921, 30, 22, 3012, 6924, 3753
2922, 30, 23, 3324, 7384, 4020
2923, 30, 24, 3068, 7056, 3838
2924, 30, 25, 2860, 6712, 3632
2925, 30, 26, 2900, 6796, 3685
2926, 30, 27, 2740, 6564, 3551
2927, 30, 28, 3068, 7016, 3808
2928, 30, 29, 2980, 6884, 3731
2929, 30, 30, 3164, 7176, 3904
2930, 30, 31, 3132, 7112, 3864
2931, 30, 32, 3196, 7128, 3860
2932, 30, 33, 3020, 6992, 3802
2933, 30, 34, 3124, 7132, 3881
2934, 30, 35, 3092, 7108, 3871
2935, 30, 36, 3084, 7088, 3858
2936, 30, 37, 3220, 7324, 4001
2937, 30, 38, 3172, 7188, 3911
2938, 30, 39, 3036, 7088, 3870
2939, 30, 40, 3156, 7188, 3915
2940, 30, 41, 3084, 7072, 3846
2941, 30, 42, 3052, 7056, 3842
2942, 30, 43, 3100, 7104, 3866
2943, 30, 44, 3148, 7232, 3950
2944, 30, 45, 3116, 7128, 3880
2945, 30, 46, 3284, 7372, 4021
2946, 30, 47, 3012, 7036, 3837
2947, 30, 48, 3052, 7072, 3854
2948, 30, 49, 3324, 7464, 4080
2949, 30, 50, 3092, 7108, 3871
2950, 30, 51, 3068, 7112, 3880
2951, 30, 52, 2932, 6892, 3749
2952, 30, 53, 3332, 7428, 4051
2953, 30, 54, 3396, 7620, 4179
2954, 30, 55, 3132, 7192, 3924
2955, 30, 56, 3076, 7092, 3863
2956, 30, 57, 3180, 7248, 3954
2957, 30, 58, 2988, 6960, 3786
2958, 30, 59, 3076, 7108, 3875
2959, 30, 60, 3132, 7232, 3954
2960, 30, 61, 3276, 7408, 4050
2961, 30, 62, 3332, 7508, 4111
2962, 30, 63, 2908, 6896, 3758
2963, 30, 64, 3164, 7248, 3958
2964, 30, 65, 3012, 7028, 3831
2965, 30, 66, 3124, 7196, 3929
2966, 30, 67, 3092, 7156, 3907
2967, 30, 68, 2820, 6780, 3693
2968, 30, 69, 3220, 7340, 4013
2969, 30, 70, 2972, 6920, 3760
2970, 30, 71, 3284, 7468, 4093
2971, 30, 72, 3244, 7368, 4028
2972, 30, 73, 3164, 7264, 3970
2973, 30, 74, 3004, 7048, 3848
2974, 30, 75, 3236, 7356, 4021
2975, 30, 76, 2980, 7012, 3827
2976, 30, 77, 2932, 6940, 3785
2977, 30, 78, 3060, 7124, 3891
2978, 30, 79, 2956, 6952, 3788
2979, 30, 80, 3068, 7136, 3898
2980, 30, 81, 3172, 7300, 3995
2981, 30, 82, 3124, 7220, 3947
2982, 30, 83, 3212, 7304, 3988
2983, 30, 84, 3044, 7100, 3877
2984, 30, 85, 3028, 7060, 3851
2985, 30, 86, 2924, 6944, 3790
2986, 30, 87, 3356, 7584, 4162
2987, 30, 88, 3348, 7524, 4119
2988, 30, 89, 3172, 7308, 4001
2989, 30, 90, 3060, 7124, 3891
2990, 30, 91, 3108, 7188, 3927
2991, 30, 92, 2756, 6652, 3613
2992, 30, 93, 3148, 7248, 3962
2993, 30, 94, 3020, 7040, 3838
2994, 30, 95, 3212, 7344, 4018
2995, 30, 96, 3100, 7184, 3926
2996, 30, 97, 3060, 7124, 3891
2997, 30, 98, 3236, 7364, 4027
2998, 30, 99, 2804, 6764, 3685
2999, 30, 100, 2852, 6788, 3691
3000, 31, 1, 3044, 5268, 2503
3001, 31, 2, 3100, 5816, 2900
3002, 31, 3, 3068, 6120, 3136
3003, 31, 4, 2828, 6088, 3172
3004, 31, 5, 2772, 6204, 3273
3005, 31, 6, 3140, 6628, 3499
3006, 31, 7, 3268, 6828, 3617
3007, 31, 8, 2748, 6368, 3402
3008, 31, 9, 3108, 6732, 3585
3009, 31, 10, 3156, 6868, 3675
3010, 31, 11, 2980, 6764, 3641
3011, 31, 12, 3180, 7120, 3858
3012, 31, 13, 2972, 6792, 3664
3013, 31, 14, 3092, 6924, 3733
3014, 31, 15, 2980, 6828, 3689
3015, 31, 16, 3172, 7036, 3797
3016, 31, 17, 3340, 7320, 3968
3017, 31, 18, 2868, 6708, 3627
3018, 31, 19, 3004, 6872, 3716
3019, 31, 20, 3044, 6964, 3775
3020, 31, 21, 2860, 6712, 3632
3021, 31, 22, 3036, 6872, 3708
3022, 31, 23, 2980, 6860, 3713
3023, 31, 24, 2996, 6876, 3721
3024, 31, 25, 2972, 6904, 3748
3025, 31, 26, 2812, 6672, 3614
3026, 31, 27, 2956, 6928, 3770
3027, 31, 28, 2884, 6780, 3677
3028, 31, 29, 2828, 6696, 3628
3029, 31, 30, 3196, 7192, 3908
3030, 31, 31, 2836, 6724, 3647
3031, 31, 32, 2900, 6772, 3667
3032, 31, 33, 2796, 6680, 3624
3033, 31, 34, 3004, 6968, 3788
3034, 31, 35, 2972, 6888, 3736
3035, 31, 36, 3004, 6944, 3770
3036, 31, 37, 2900, 6820, 3703
3037, 31, 38, 3164, 7216, 3934
3038, 31, 39, 2988, 6936, 3768
3039, 31, 40, 3196, 7280, 3974
3040, 31, 41, 3076, 7108, 3875
3041, 31, 42, 2996, 6964, 3787
3042, 31, 43, 2948, 6916, 3763
3043, 31, 44, 3260, 7392, 4042
3044, 31, 45, 3244, 7328, 3998
3045, 31, 46, 3156, 7220, 3939
3046, 31, 47, 3108, 7156, 3903
3047, 31, 48, 2972, 6976, 3802
3048, 31, 49, 3020, 7016, 3820
3049, 31, 50, 2820, 6748, 3669
3050, 31, 51, 2868, 6812, 3705
3051, 31, 52, 3156, 7228, 3945
3052, 31, 53, 3028, 7020, 3821
3053, 31, 54, 3068, 7160, 3916
3054, 31, 55, 3244, 7352, 4016
3055, 31, 56, 3140, 7204, 3931
3056, 31, 57, 3124, 7180, 3917
3057, 31, 58, 2932, 6892, 3749
3058, 31, 59, 2996, 6996, 3811
3059, 31, 60, 2764, 6672, 3626
3060, 31, 61, 3180, 7288, 3984
3061, 31, 62, 3100, 7160, 3908
3062, 31, 63, 2812, 6760, 3680
3063, 31, 64, 3068, 7080, 3856
3064, 31, 65, 2668, 6544, 3554
3065, 31, 66, 3204, 7340, 4017
3066, 31, 67, 2852, 6796, 3697
3067, 31, 68, 3020, 7056, 3850
3068, 31, 69, 3068, 7128, 3892
3069, 31, 70, 2860, 6840, 3728
3070, 31, 71, 2836, 6764, 3677
3071, 31, 72, 2780, 6688, 3634
3072, 31, 73, 2948, 6956, 3793
3073, 31, 74, 2876, 6856, 3736
3074, 31, 75, 3188, 7300, 3991
3075, 31, 76, 3076, 7108, 3875
3076, 31, 77, 2988, 7024, 3834
3077, 31, 78, 3164, 7248, 3958
3078, 31, 79, 2956, 6960, 3794
3079, 31, 80, 2764, 6680, 3632
3080, 31, 81, 2836, 6820, 3719
3081, 31, 82, 2924, 6944, 3790
3082, 31, 83, 3036, 7048, 3840
3083, 31, 84, 3116, 7224, 3952
3084, 31, 85, 2964, 6972, 3801
3085, 31, 86, 2996, 7068, 3865
3086, 31, 87, 3012, 7044, 3843
3087, 31, 88, 2828, 6792, 3700
3088, 31, 89, 2924, 6936, 3784
3089, 31, 90, 2788, 6684, 3629
3090, 31, 91, 2916, 6916, 3771
3091, 31, 92, 2940, 6976, 3810
3092, 31, 93, 3092, 7188, 3931
3093, 31, 94, 3180, 7312, 4002
3094, 31, 95, 3004, 7056, 3854
3095, 31, 96, 3356, 7584, 4162
3096, 31, 97, 3172, 7308, 4001
3097, 31, 98, 2996, 7028, 3835
3098, 31, 99, 3076, 7148, 3905
3099, 31, 100, 2988, 7032, 3840
3100, 32, 1, 2980, 5196, 2465
3101, 32, 2, 2940, 5648, 2814
3102, 32, 3, 2956, 5976, 3056
3103, 32, 4, 2876, 6008, 3100
3104, 32, 5, 2988, 6360, 3336
3105, 32, 6, 2916, 6236, 3261
3106, 32, 7, 2988, 6432, 3390
3107, 32, 8, 2892, 6448, 3426
3108, 32, 9, 2908, 6528, 3482
3109, 32, 10, 2852, 6500, 3475
3110, 32, 11, 2836, 6460, 3449
3111, 32, 12, 3004, 6776, 3644
3112, 32, 13, 2908, 6632, 3560
3113, 32, 14, 2916, 6612, 3543
3114, 32, 15, 2964, 6852, 3711
3115, 32, 16, 2916, 6668, 3585
3116, 32, 17, 2948, 6724, 3619
3117, 32, 18, 2956, 6704, 3602
3118, 32, 19, 2988, 6856, 3708
3119, 32, 20, 2844, 6560, 3522
3120, 32, 21, 3060, 6972, 3777
3121, 32, 22, 2876, 6696, 3616
3122, 32, 23, 3028, 6900, 3731
3123, 32, 24, 2884, 6668, 3593
3124, 32, 25, 2956, 6832, 3698
3125, 32, 26, 2860, 6696, 3620
3126, 32, 27, 2868, 6740, 3651
3127, 32, 28, 2956, 6824, 3692
3128, 32, 29, 2908, 6768, 3662
3129, 32, 30, 2900, 6804, 3691
3130, 32, 31, 2916, 6860, 3729
3131, 32, 32, 2908, 6816, 3698
3132, 32, 33, 2908, 6792, 3680
3133, 32, 34, 2916, 6812, 3693
3134, 32, 35, 2972, 6904, 3748
3135, 32, 36, 2796, 6664, 3612
3136, 32, 37, 3052, 7096, 3872
3137, 32, 38, 2868, 6740, 3651
3138, 32, 39, 3060, 6996, 3795
3139, 32, 40, 2852, 6764, 3673
3140, 32, 41, 2964, 6852, 3711
3141, 32, 42, 2892, 6800, 3690
3142, 32, 43, 2924, 6864, 3730
3143, 32, 44, 2940, 6912, 3762
3144, 32, 45, 2876, 6824, 3712
3145, 32, 46, 2924, 6896, 3754
3146, 32, 47, 2908, 6856, 3728
3147, 32, 48, 2932, 6908, 3761
3148, 32, 49, 2988, 6968, 3792
3149, 32, 50, 2908, 6856, 3728
3150, 32, 51, 2996, 6972, 3793
3151, 32, 52, 2820, 6724, 3651
3152, 32, 53, 3044, 7044, 3835
3153, 32, 54, 2836, 6756, 3671
3154, 32, 55, 3060, 7108, 3879
3155, 32, 56, 2908, 6848, 3722
3156, 32, 57, 2964, 6956, 3789
3157, 32, 58, 2964, 6964, 3795
3158, 32, 59, 2916, 6900, 3759
3159, 32, 60, 2964, 6964, 3795
3160, 32, 61, 2876, 6792, 3688
3161, 32, 62, 2924, 6904, 3760
3162, 32, 63, 2916, 6916, 3771
3163, 32, 64, 2924, 6928, 3778
3164, 32, 65, 2924, 6904, 3760
3165, 32, 66, 2876, 6848, 3730
3166, 32, 67, 2932, 6908, 3761
3167, 32, 68, 2892, 6840, 3720
3168, 32, 69, 2988, 7024, 3834
3169, 32, 70, 2876, 6864, 3742
3170, 32, 71, 3004, 7032, 3836
3171, 32, 72, 2892, 6848, 3726
3172, 32, 73, 3012, 7036, 3837
3173, 32, 74, 2924, 6920, 3772
3174, 32, 75, 2956, 6968, 3800
3175, 32, 76, 2868, 6812, 3705
3176, 32, 77, 2892, 6864, 3738
3177, 32, 78, 2860, 6848, 3734
3178, 32, 79, 2948, 6964, 3799
3179, 32, 80, 2948, 6940, 3781
3180, 32, 81, 2916, 6836, 3711
3181, 32, 82, 2876, 6856, 3736
3182, 32, 83, 2932, 6924, 3773
3183, 32, 84, 2908, 6888, 3752
3184, 32, 85, 2948, 6988, 3817
3185, 32, 86, 2956, 6976, 3806
3186, 32, 87, 3020, 7048, 3844
3187, 32, 88, 2900, 6852, 3727
3188, 32, 89, 3044, 7116, 3889
3189, 32, 90, 2900, 6908, 3769
3190, 32, 91, 2972, 6984, 3808
3191, 32, 92, 2868, 6812, 3705
3192, 32, 93, 2916, 6916, 3771
3193, 32, 94, 2948, 6964, 3799
3194, 32, 95, 2860, 6840, 3728
3195, 32, 96, 3020, 7088, 3874
3196, 32, 97, 2844, 6832, 3726
3197, 32, 98, 3020, 7088, 3874
3198, 32, 99, 2812, 6768, 3686
3199, 32, 100, 3044, 7132, 3901
3200, 33, 1, 3100, 5320, 2528
3201, 33, 2, 2972, 5776, 2902
3202, 33, 3, 2564, 5684, 2935
3203, 33, 4, 2988, 6296, 3288
3204, 33, 5, 2884, 6348, 3353
3205, 33, 6, 2596, 6028, 3185
3206, 33, 7, 3060, 6580, 3483
3207, 33, 8, 2932, 6468, 3431
3208, 33, 9, 2684, 6248, 3328
3209, 33, 10, 3068, 6824, 3664
3210, 33, 11, 2804, 6516, 3499
3211, 33, 12, 2836, 6588, 3545
3212, 33, 13, 2708, 6460, 3481
3213, 33, 14, 3068, 6984, 3784
3214, 33, 15, 2708, 6460, 3481
3215, 33, 16, 2740, 6548, 3539
3216, 33, 17, 3004, 6848, 3698
3217, 33, 18, 2844, 6616, 3564
3218, 33, 19, 2796, 6632, 3588
3219, 33, 20, 2892, 6720, 3630
3220, 33, 21, 2836, 6700, 3629
3221, 33, 22, 2900, 6772, 3667
3222, 33, 23, 3108, 7052, 3825
3223, 33, 24, 3132, 7064, 3828
3224, 33, 25, 2820, 6732, 3657
3225, 33, 26, 2924, 6840, 3712
3226, 33, 27, 2884, 6788, 3683
3227, 33, 28, 2932, 6828, 3701
3228, 33, 29, 2668, 6480, 3506
3229, 33, 30, 2668, 6424, 3464
3230, 33, 31, 2980, 6900, 3743
3231, 33, 32, 2756, 6636, 3601
3232, 33, 33, 3052, 6976, 3782
3233, 33, 34, 2660, 6452, 3487
3234, 33, 35, 2804, 6668, 3613
3235, 33, 36, 2916, 6852, 3723
3236, 33, 37, 3012, 7036, 3837
3237, 33, 38, 2820, 6708, 3639
3238, 33, 39, 2828, 6752, 3670
3239, 33, 40, 3108, 7164, 3909
3240, 33, 41, 3100, 7152, 3902
3241, 33, 42, 2756, 6612, 3583
3242, 33, 43, 2740, 6628, 3599
3243, 33, 44, 2996, 7004, 3817
3244, 33, 45, 2868, 6788, 3687
3245, 33, 46, 2788, 6724, 3659
3246, 33, 47, 2836, 6724, 3647
3247, 33, 48, 2924, 6872, 3736
3248, 33, 49, 2820, 6716, 3645
3249, 33, 50, 2820, 6788, 3699
3250, 33, 51, 2676, 6516, 3531
3251, 33, 52, 2844, 6736, 3654
3252, 33, 53, 2812, 6736, 3662
3253, 33, 54, 2940, 6928, 3774
3254, 33, 55, 2924, 6888, 3748
3255, 33, 56, 2708, 6572, 3565
3256, 33, 57, 2860, 6808, 3704
3257, 33, 58, 2740, 6620, 3593
3258, 33, 59, 2860, 6792, 3692
3259, 33, 60, 2996, 7020, 3829
3260, 33, 61, 2844, 6800, 3702
3261, 33, 62, 2452, 6220, 3365
3262, 33, 63, 2596, 6452, 3503
3263, 33, 64, 2796, 6736, 3666
3264, 33, 65, 2636, 6512, 3538
3265, 33, 66, 2556, 6384, 3462
3266, 33, 67, 2876, 6864, 3742
3267, 33, 68, 2772, 6708, 3651
3268, 33, 69, 2924, 6920, 3772
3269, 33, 70, 2916, 6940, 3789
3270, 33, 71, 2740, 6676, 3635
3271, 33, 72, 3012, 7076, 3867
3272, 33, 73, 2972, 6984, 3808
3273, 33, 74, 2804, 6748, 3673
3274, 33, 75, 2916, 6876, 3741
3275, 33, 76, 2748, 6672, 3630
3276, 33, 77, 2868, 6836, 3723
3277, 33, 78, 2764, 6688, 3638
3278, 33, 79, 2756, 6652, 3613
3279, 33, 80, 2500, 6308, 3419
3280, 33, 81, 3044, 7116, 3889
3281, 33, 82, 2660, 6540, 3553
3282, 33, 83, 2852, 6828, 3721
3283, 33, 84, 2724, 6644, 3615
3284, 33, 85, 3084, 7144, 3900
3285, 33, 86, 2844, 6792, 3696
3286, 33, 87, 2948, 6964, 3799
3287, 33, 88, 2772, 6732, 3669
3288, 33, 89, 2852, 6804, 3703
3289, 33, 90, 2820, 6756, 3675
3290, 33, 91, 2700, 6600, 3588
3291, 33, 92, 2852, 6812, 3709
3292, 33, 93, 3012, 7028, 3831
3293, 33, 94, 2868, 6844, 3729
3294, 33, 95, 2868, 6860, 3741
3295, 33, 96, 2940, 6928, 3774
3296, 33, 97, 2812, 6776, 3692
3297, 33, 98, 2908, 6904, 3764
3298, 33, 99, 2900, 6900, 3763
3299, 33, 100, 2884, 6860, 3737
3300, 34, 1, 2836, 5188, 2495
3301, 34, 2, 2788, 5636, 2843
3302, 34, 3, 2764, 5920, 3062
3303, 34, 4, 2804, 6068, 3163
3304, 34, 5, 2676, 5996, 3141
3305, 34, 6, 2980, 6508, 3449
3306, 34, 7, 2884, 6436, 3419
3307, 34, 8, 2844, 6400, 3402
3308, 34, 9, 2668, 6296, 3368
3309, 34, 10, 2828, 6504, 3484
3310, 34, 11, 2700, 6368, 3414
3311, 34, 12, 2820, 6532, 3507
3312, 34, 13, 2956, 6720, 3614
3313, 34, 14, 2796, 6560, 3534
3314, 34, 15, 2764, 6496, 3494
3315, 34, 16, 2764, 6504, 3500
3316, 34, 17, 2820, 6596, 3555
3317, 34, 18, 2852, 6676, 3607
3318, 34, 19, 2996, 6812, 3673
3319, 34, 20, 2796, 6608, 3570
3320, 34, 21, 2868, 6764, 3669
3321, 34, 22, 2988, 6856, 3708
3322, 34, 23, 2692, 6508, 3521
3323, 34, 24, 2420, 6076, 3265
3324, 34, 25, 2732, 6560, 3550
3325, 34, 26, 2740, 6564, 3551
3326, 34, 27, 2860, 6744, 3656
3327, 34, 28, 2892, 6768, 3666
3328, 34, 29, 2892, 6760, 3660
3329, 34, 30, 2620, 6424, 3476
3330, 34, 31, 2620, 6432, 3482
3331, 34, 32, 2676, 6540, 3549
3332, 34, 33, 2732, 6568, 3556
3333, 34, 34, 2644, 6468, 3503
3334, 34, 35, 2876, 6808, 3700
3335, 34, 36, 2892, 6800, 3690
3336, 34, 37, 2780, 6696, 3640
3337, 34, 38, 2708, 6604, 3589
3338, 34, 39, 2804, 6732, 3661
3339, 34, 40, 2652, 6464, 3498
3340, 34, 41, 2804, 6716, 3649
3341, 34, 42, 2620, 6408, 3464
3342, 34, 43, 2740, 6604, 3581
3343, 34, 44, 2852, 6780, 3685
3344, 34, 45, 2668, 6544, 3554
3345, 34, 46, 2868, 6804, 3699
3346, 34, 47, 2708, 6540, 3541
3347, 34, 48, 3044, 7116, 3889
3348, 34, 49, 2604, 6400, 3462
3349, 34, 50, 2780, 6712, 3652
3350, 34, 51, 2900, 6852, 3727
3351, 34, 52, 2836, 6716, 3641
3352, 34, 53, 2820, 6708, 3639
3353, 34, 54, 2740, 6588, 3569
3354, 34, 55, 2740, 6628, 3599
3355, 34, 56, 2876, 6856, 3736
3356, 34, 57, 2740, 6620, 3593
3357, 34, 58, 2820, 6764, 3681
3358, 34, 59, 2980, 6996, 3815
3359, 34, 60, 2948, 6972, 3805
3360, 34, 61, 2956, 6984, 3812
3361, 34, 62, 2860, 6824, 3716
3362, 34, 63, 3116, 7168, 3910
3363, 34, 64, 2956, 6984, 3812
3364, 34, 65, 2764, 6656, 3614
3365, 34, 66, 2532, 6348, 3441
3366, 34, 67, 2956, 6960, 3794
3367, 34, 68, 2796, 6736, 3666
3368, 34, 69, 2580, 6388, 3459
3369, 34, 70, 2908, 6896, 3758
3370, 34, 71, 2644, 6492, 3521
3371, 34, 72, 2732, 6640, 3610
3372, 34, 73, 2508, 6320, 3426
3373, 34, 74, 3100, 7184, 3926
3374, 34, 75, 2876, 6848, 3730
3375, 34, 76, 2996, 7060, 3859
3376, 34, 77, 2764, 6704, 3650
3377, 34, 78, 2876, 6840, 3724
3378, 34, 79, 2876, 6840, 3724
3379, 34, 80, 2884, 6852, 3731
3380, 34, 81, 2924, 6928, 3778
3381, 34, 82, 2740, 6652, 3617
3382, 34, 83, 3124, 7196, 3929
3383, 34, 84, 3004, 7064, 3860
3384, 34, 85, 3084, 7160, 3912
3385, 34, 86, 2892, 6880, 3750
3386, 34, 87, 2716, 6624, 3602
3387, 34, 88, 2828, 6800, 3706
3388, 34, 89, 2836, 6812, 3713
3389, 34, 90, 2692, 6580, 3575
3390, 34, 91, 2812, 6768, 3686
3391, 34, 92, 2788, 6740, 3671
3392, 34, 93, 2852, 6836, 3727
3393, 34, 94, 2876, 6856, 3736
3394, 34, 95, 2764, 6680, 3632
3395, 34, 96, 2844, 6832, 3726
3396, 34, 97, 2724, 6636, 3609
3397, 34, 98, 2596, 6460, 3509
3398, 34, 99, 2788, 6732, 3665
3399, 34, 100, 2708, 6588, 3577
3400, 35, 1, 2532, 5020, 2445
3401, 35, 2, 2892, 5680, 2850
3402, 35, 3, 2580, 5652, 2907
3403, 35, 4, 2820, 6052, 3147
3404, 35, 5, 2756, 6204, 3277
3405, 35, 6, 2908, 6360, 3356
3406, 35, 7, 2820, 6388, 3399
3407, 35, 8, 2868, 6556, 3513
3408, 35, 9, 2708, 6380, 3421
3409, 35, 10, 2676, 6324, 3387
3410, 35, 11, 2924, 6656, 3574
3411, 35, 12, 2772, 6492, 3489
3412, 35, 13, 2668, 6368, 3422
3413, 35, 14, 2916, 6716, 3621
3414, 35, 15, 2716, 6416, 3446
3415, 35, 16, 2652, 6376, 3432
3416, 35, 17, 2756, 6500, 3499
3417, 35, 18, 2724, 6468, 3483
3418, 35, 19, 2588, 6328, 3412
3419, 35, 20, 2580, 6348, 3429
3420, 35, 21, 3012, 6908, 3741
3421, 35, 22, 2652, 6416, 3462
3422, 35, 23, 2644, 6484, 3515
3423, 35, 24, 2700, 6496, 3510
3424, 35, 25, 2844, 6664, 3600
3425, 35, 26, 2892, 6736, 3642
3426, 35, 27, 2540, 6312, 3412
3427, 35, 28, 2708, 6572, 3565
3428, 35, 29, 2548, 6308, 3407
3429, 35, 30, 2820, 6732, 3657
3430, 35, 31, 2724, 6556, 3549
3431, 35, 32, 2788, 6652, 3605
3432, 35, 33, 2596, 6380, 3449
3433, 35, 34, 2548, 6308, 3407
3434, 35, 35, 2716, 6576, 3566
3435, 35, 36, 2812, 6728, 3656
3436, 35, 37, 2588, 6408, 3472
3437, 35, 38, 2644, 6492, 3521
3438, 35, 39, 2804, 6724, 3655
3439, 35, 40, 2556, 6336, 3426
3440, 35, 41, 2780, 6688, 3634
3441, 35, 42, 2852, 6788, 3691
3442, 35, 43, 2740, 6596, 3575
3443, 35, 44, 2844, 6792, 3696
3444, 35, 45, 2556, 6344, 3432
3445, 35, 46, 2796, 6640, 3594
3446, 35, 47, 2844, 6768, 3678
3447, 35, 48, 2932, 6916, 3767
