Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSC Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Armadillo Constructor Time,Avg Eigen InnerIterator Time,Avg CSC InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Armadillo InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSC Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Armadillo Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSC Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Armadillo Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSC Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Armadillo Memory Usage,Avg Eigen Transpose Time,Avg CSC Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Armadillo Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSC Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Avg Armadillo Matrix Multiplication Time,Avg Eigen Outer Sum Time,Avg CSC Outer Sum Time,Avg CSF2 Outer Sum Time,Avg CSF3 Outer Sum Time,Avg Armadillo Outer Sum Time,Avg Eigen Sum Time,Avg CSC Sum Time,Avg CSF2 Sum Time,Avg CSF3 Sum Time,Avg Armadillo Sum Time,Avg Eigen Norm Time,Avg CSC Norm Time,Avg CSF2 Norm Time,Avg CSF3 Norm Time,Avg Armadillo Norm Time
737,4101,4101,82682,0.013085,0.004916,417134,1245169,9984938,13077486,2607949,55654,54590,90067,302707,250028,37758,42371,53083,308250,43088,48318,60357,92739,296432,102860,1008592,1008616,1431968,1118582,1008592,211989,286707745,10234283,12916134,258633,213083045,318918262,361800448,1322223806,232303592,37290,119109,91806,300876,82470,26066,54356,89856,297537,36561,55453,55430,96565,293214,34192
738,7337,7337,156508,0.022885,0.002907,774552,2482823,17580336,23734868,4992598,104215,106080,176256,576659,469935,70594,77786,73696,583364,77759,90608,106614,171766,570983,192166,1907448,1907472,2682272,2099170,1885272,452775,948149698,16377292,23441387,536474,704492378,1059463290,1187330053,4533721222,757230630,66592,220189,178538,576000,145639,58201,104199,175098,573622,64190,104301,104442,159527,556786,59668
739,7337,7337,156508,0.014762,0.002907,756933,2495580,17785294,23938385,4988596,104658,104470,171433,563428,475702,69496,81470,73123,574333,78916,88229,108369,171517,568632,194638,1907448,1907472,2694524,2110105,1907448,452250,947223966,17657563,23828750,518384,705634712,1054092064,1177925699,4498088804,759812492,67154,223789,178025,571788,148132,56462,103844,175481,574295,64677,107046,105814,158298,555688,66392
740,10672,10672,232633,0.04644,0.002043,1224921,3666673,29010791,36680555,7332076,153698,154854,293392,859716,685583,102972,116752,93048,866451,119337,133478,162176,272354,869739,283383,2834288,2834312,3923712,3066579,2783432,682764,1981381840,25348651,34737627,873532,1497550339,2232101334,2538147434,9866252767,1448101040,106271,320370,253276,847046,214622,84349,154245,273212,852777,97066,156329,153710,240707,830117,90409
741,10672,10672,232633,0.027554,0.002043,1336052,3671624,29046797,37683891,7390245,155257,157459,286942,856622,704617,101073,116224,106171,870649,118899,132446,164462,287493,857296,286106,2834288,2834312,3945480,3086137,2834288,693537,2020449325,27452108,37340838,859227,1519673037,2259633241,2594495457,9845969070,1486398615,107699,322059,259709,854738,219723,90064,153808,277739,864781,99142,160665,158649,246171,834396,98739
742,10964,10964,233741,0.041881,0.001944,1263289,3664320,28857412,37502487,7341610,154381,158637,290783,851238,703144,103137,115619,95946,852138,116744,132741,170892,278724,887304,292963,2848752,2848776,3977232,3109931,2825532,695045,2008248148,27748319,36735384,830619,1558035175,2320232964,2665947888,10199231411,1560174870,110632,324773,263812,841173,221161,88588,153866,279762,841524,98220,158375,153989,250545,823953,93849
743,10964,10964,233741,0.024172,0.001944,1214830,3469397,27856557,36359411,6972912,150957,150013,272463,793065,691126,102428,116759,87728,808851,118097,139838,166620,250876,831754,269962,2848752,2848776,3999708,3130134,2848752,648675,1968504693,25396470,34212748,796427,1506920296,2244153160,2551619190,9689377804,1518486819,105363,307210,266455,799411,221870,99630,147408,283407,803878,99508,155974,152257,251662,781782,93792
744,14270,14270,307858,0.041803,0.001512,1872868,5238353,45380533,55863898,9671278,204064,206298,394810,1128569,921813,137662,158798,142389,1144390,156170,178222,223354,372851,1164417,379289,3751380,3751404,5235560,4095834,3726084,968029,3384364445,41308171,46526836,1150958,2661004580,3955968626,4508787283,17462705485,2763372346,152410,427992,354859,1119319,295654,122607,202033,369433,1131758,135798,212833,204167,334473,1107130,126226
745,14270,14270,307858,0.025394,0.001512,1788450,5027387,45397737,56849388,9450517,202916,204317,375676,1111879,914575,137025,159088,130061,1131069,155197,180061,225130,350705,1140936,378195,3751380,3751404,5265320,4122670,3751380,933068,3355821370,40722669,47528370,1107771,2641855577,3946953892,4453379990,17232946283,2751540685,145521,418020,349966,1101456,285750,118154,201956,362854,1104233,133303,210208,207276,330099,1095494,126944
746,17576,17576,381975,0.041585,0.001237,2451291,6267421,60478948,74726938,12137828,256499,258617,431887,1405590,1155767,176256,200111,204049,1422951,196392,227292,277122,453574,1445314,483549,4654008,4654032,6492988,5080868,4627440,1124529,5281958991,60492594,72786257,1484047,4090544031,6084353146,6869080095,26895637169,3998520558,173255,528954,465433,1393219,364716,167373,256426,451338,1399847,168015,259230,257825,432631,1373650,158952
747,17576,17576,381975,0.025455,0.001237,2321438,6178584,59292318,73551905,11788901,252603,251714,446533,1372298,1136970,174791,203227,204295,1392910,198510,224459,274791,447736,1380315,469116,4654008,4654032,6532096,5116273,4654008,1111664,5164353569,54652799,68850022,1378423,4015510407,5938780367,6798887096,26007224933,3954557281,176381,519809,464287,1377790,356805,148272,252579,472005,1377721,168734,260707,254922,414050,1348194,160689
754,6691,6691,26439,1,0.000591,217664,413661,1329385,1436264,818847,32306,32779,45270,90593,124066,33134,10662,10626,82917,10776,38456,53504,50689,103235,73572,344036,344060,400184,233559,344036,108896,76439831,1760349,2001860,113250,215347338,419141668,510289094,944686141,444322700,37383,46994,31094,96577,84085,7141,33995,31523,87083,10996,33288,35170,20428,83676,9750
755,6019,6019,23492,1,0.000648,145885,322016,1130180,1187663,722725,15990,17046,30006,62573,99759,14415,9882,10385,53947,9956,20682,28092,31719,72161,44247,305984,306008,358828,209353,305984,57735,65685103,1115015,1224342,74229,173392418,297407153,353274344,646966504,344544947,13635,35534,27259,65542,52785,6035,16909,27762,62866,9634,16789,17058,21566,61894,9117
756,15606,15606,61484,1,0.000252,379377,1015324,3274153,3305473,1940565,54554,56443,87269,179542,277847,56235,26936,23736,172886,26379,69077,98098,101903,216330,138796,800236,800260,932624,543061,800236,228765,458324683,3332274,4097111,224130,1424316561,2285870132,3016476534,5069256976,2177355305,60926,68977,80551,176076,166378,15593,58351,75691,181660,25862,57459,60892,45591,178466,21333
757,1824,1824,20516,0.014198,0.006167,91509,313027,2267136,3060743,732183,13960,14250,22501,85191,70925,9239,8876,11130,85113,8912,14343,18438,24532,87664,30761,253492,253516,382952,288030,253492,37358,23689006,1806384,2291378,62084,28769521,49091840,53850971,174128328,30396939,10425,24303,18849,85011,27716,5622,14212,18883,84400,8123,13913,14062,19096,82891,7564
758,2146,2146,37198,0,0.008077,149301,511341,3943123,5311169,1200187,24089,24952,36155,143727,120690,11200,16414,14729,144032,16374,20380,25764,36732,143639,47260,454964,454988,663864,510580,454964,54586,61172049,3286315,4598813,80941,51284485,79734831,83749131,333362038,56525339,12834,38680,34194,137564,37620,9574,24435,34028,142641,15044,24261,24257,34585,141327,13996
759,2910,2910,88603,0.014228,0.010463,471500,1393245,11634849,15968387,2839387,60529,58938,89860,349680,280574,41603,44385,60795,347944,44716,52693,63974,95705,337639,118518,1074880,1074904,1496476,1176288,1074880,257488,284916433,10645064,13910072,260197,158826363,232925976,262902034,1023005108,136002484,38274,123391,92531,332064,83923,26732,58405,89562,335427,38644,58215,57568,90473,328895,36059
760,4704,4704,54730,0.011002,0.002473,239372,845083,6007125,8097555,1759147,35797,36686,61162,225495,180532,22155,25343,35011,223833,24455,32967,45750,63250,220307,74961,675580,675604,1019068,776248,675580,103322,164056697,5344001,7934580,151688,194995077,297152994,317757349,1148427814,221207704,23532,60389,59726,217431,67540,15184,36931,55494,220728,23115,35859,36053,56465,216368,20849
763,10429,10429,57014,1,0.000524,301463,793367,2459863,2478394,1806196,36749,38049,54201,147025,208868,22131,24405,14972,113921,24269,37504,53235,58313,175631,82176,725888,725912,686956,395635,725888,114829,278203774,2204430,2366468,164658,594802669,977303306,1018352036,2340294083,1087818787,22658,42656,49733,116037,92481,15499,38227,49270,147394,22009,38300,37652,34839,146743,20370
764,12598,12598,104559,1,0.000659,563454,1894900,4178890,4491194,3532355,80453,82522,104734,279632,415469,77748,52612,20172,256761,53414,90463,128629,119742,343522,194088,1305104,1305128,972572,547738,1305104,285936,742679411,3711675,4192455,444876,1302872746,2045001296,2078390051,4887466696,1604463330,79058,109187,63316,265822,183420,28613,81635,67382,281506,42022,80775,85626,44040,281842,36821
765,9506,9506,367280,0.000087,0.004064,1836991,6404400,56060637,74939774,11608026,244356,247660,377125,1331415,1120220,164923,191417,159473,1350813,182442,204714,260001,385876,1323057,451639,4445388,4445412,6180300,4907911,4445388,987965,4684874980,50886652,72833403,1280566,1955120834,2959019171,3220213073,13118739338,1644181495,172749,517601,392980,1305013,295562,158671,243761,409504,1313529,162314,247211,245023,372386,1296624,150252
766,9506,9506,202157,0.000015,0.002237,854045,3374102,21449672,30038385,6392634,135031,136458,230706,752878,633238,88429,100534,75888,759412,103107,113218,144453,209348,754683,250916,2463912,2463936,3538680,2769611,2463912,455243,1725661515,19125382,28741905,582586,1187507652,1818304474,1915772156,7637163950,1215518174,84414,242364,218736,744065,195428,70961,133460,225419,749017,85845,135466,135628,195789,737902,77054
767,9506,9506,202157,0.000015,0.002237,842898,3344464,21071601,29784947,6343710,133999,137149,225974,740174,629971,87147,99606,67514,756999,99881,111823,146428,202199,750071,248189,2463912,2463936,3538680,2769611,2463912,457878,1714848465,19607071,28728967,618231,1180251580,1807801314,1914058155,7595068047,1214148889,84029,240727,221569,738122,191160,70285,131687,224192,742030,85678,135001,132752,194458,722577,80006
768,9506,9506,202157,0.000015,0.002237,860738,3399660,21331232,30163115,6394100,135450,135604,215025,751447,638880,90620,101109,68432,764229,102482,114452,145709,195987,741875,250267,2463912,2463936,3538680,2769611,2463912,438777,1761865518,19857118,26344359,609234,1195401596,1834460344,1931568551,7610331081,1223520014,82529,242466,228091,753729,195188,70351,135512,227791,752158,85490,136546,134909,198051,738711,78194
769,9506,9506,202157,0.000015,0.002237,807027,3194347,20355331,28808312,6081502,127569,128476,216466,711538,604770,88736,97226,66019,721062,99474,111154,138654,188724,716040,238447,2463912,2463936,3538680,2769611,2463912,426712,1659448557,18207831,26209034,591365,1141047441,1744295261,1836091391,7298728713,1172472415,81210,229244,217580,702345,182939,73646,127272,223848,704409,85878,129963,126938,193902,697021,76774
770,9506,9506,202157,0.000015,0.002237,847672,3358753,21319988,29873788,6328057,135600,135690,232383,742835,634439,88486,99005,68873,756354,100983,114080,144931,208553,751110,250349,2463912,2463936,3538680,2769611,2463912,465539,1723709099,19720135,28429934,618518,1183968185,1818118339,1921016252,7590934746,1210341129,84680,240208,213676,740853,192912,71670,131763,226220,736942,85769,142116,134101,197278,724114,78020
771,9506,9506,202159,0.000015,0.002237,844778,3320987,21257908,30104232,6297465,132885,134959,224633,748670,631645,90600,99336,68276,755534,103580,112934,140369,204351,731960,247506,2463936,2463960,3538712,2769637,2463936,390384,1722428272,20460406,27984516,613370,1181424887,1803329672,1922477956,7530558051,1211999211,82012,241641,221459,744073,187145,69863,132773,222311,738310,85983,134478,132606,196124,723830,81793
772,9506,9506,202161,0.000015,0.002237,855244,3330312,21217614,30383771,6366895,134027,134298,235696,748299,630604,89173,99049,70061,757537,103640,112340,141543,209494,735523,249477,2463960,2463984,3538744,2769661,2463960,415681,1721079166,19191973,29108625,607453,1184187505,1813081619,1908008590,7531018968,1216333446,89989,241034,213129,740192,192907,75836,131987,226602,754453,87796,138575,133670,200718,731948,80891
773,9506,9506,202506,0.000015,0.002241,812261,3215144,20516916,28951923,6289705,127643,130238,224763,713656,602099,90026,100394,64262,723565,99250,111909,135784,186704,706124,236407,2468100,2468124,3544264,2774122,2468100,388276,1657513966,18506661,25542787,590333,1130585238,1737649327,1833756642,7240539384,1175184809,78988,232354,226853,711472,184842,73165,127455,223703,706944,86354,130552,128406,192372,709130,76367
774,9506,9506,205477,0.000014,0.002274,862157,3439378,22088738,30841976,6510034,136684,138103,232402,765660,656167,89169,101686,68464,777622,104438,117488,141599,212446,769894,256535,2503752,2503776,3591800,2812559,2503752,460832,1774182715,20257890,29421770,622201,1213473765,1875252386,1967191815,7802854596,1229476459,88317,250297,214063,761454,191970,75946,136313,232458,758059,87179,138948,135875,209472,744386,80382
775,9506,9506,208885,0.000014,0.002312,879331,3451650,22472931,31406050,6659467,137936,140054,235968,776045,666816,94010,104476,69470,786429,105810,116366,143056,216289,777771,258396,2544648,2544672,3646328,2856641,2544648,438710,1889005171,20173688,28004324,624467,1212349165,1820706919,1994686866,7889618226,1235596874,85115,256898,250141,771972,194581,81493,138319,251950,775035,89640,140748,137648,220307,759199,81969
776,9506,9506,228162,0.000013,0.002525,964010,3684779,25197621,34672102,7097249,148486,147727,242038,831549,709499,102392,113597,74846,826748,112939,127090,166267,219339,819006,285519,2775972,2775996,3954760,3106316,2775972,429511,2147417414,24281559,31758289,649109,1281290385,1955947993,2125520629,8356632977,1258908763,97272,284125,250107,807795,210709,94022,148925,258424,819000,97839,151672,149754,219209,796577,90507
777,9506,9506,241989,0.000012,0.002678,1027799,3896754,29375135,39297463,7685116,160917,161825,267437,884987,755379,104177,120041,80448,903069,119854,134079,168812,238471,882952,297830,2941896,2941920,4175992,3285335,2941896,522490,2295296624,27701908,36227465,755194,1361340256,2050290468,2241425281,8989662444,1317175765,103864,308697,250199,882886,220010,88139,158865,269259,880060,105982,162481,163967,237353,862325,97014
778,9506,9506,252825,0,0.002798,1095005,4110093,30910204,41682627,8041979,167462,171163,279225,932218,797015,111414,125529,97334,941386,126990,144359,176588,259885,929754,328328,3071928,3071952,4349416,3425639,3071928,578683,2475005230,28997633,38474985,799828,1429352464,2177044195,2323372627,9354821032,1354299642,114284,327688,254377,918572,243632,96805,168383,279189,925622,111936,171118,169722,247365,900621,103327
779,9506,9506,274654,0,0.003039,1218715,4139646,34730010,46888355,8671819,184489,184991,305561,1005852,858169,118468,140812,98663,1013286,138317,152343,190817,286271,989529,332770,3333876,3333900,4698680,3708236,3333876,617364,2863696516,31913233,44760566,865509,1509239362,2272185224,2506420215,10008941778,1416868597,120319,366507,277885,1000432,242727,102374,182965,303086,992485,118890,184886,182406,279482,979340,111900
780,9506,9506,298259,0,0.003301,1270112,4863868,40582468,53933051,9458176,198354,201115,340070,1090339,927038,129176,153475,113093,1101225,148837,168457,208190,311911,1069004,365447,3617136,3617160,5076360,4014077,3617136,708623,3260365948,39675473,47963714,942542,1636103444,2497135811,2691368125,10787379391,1471678161,134582,408584,303261,1079939,253581,114773,197755,330445,1075927,132262,201512,198269,305450,1055633,119433
781,9506,9506,319563,0,0.003536,1488375,5509013,44437392,59297428,9980315,210550,213147,335770,1150509,972844,145597,158551,118562,1161372,159475,179985,222076,326169,1130023,391700,3872784,3872808,5417224,4290113,3872784,760099,3641156543,43682853,55523562,939307,1726932957,2652206717,2807367611,11321395944,1516213002,144567,440410,342841,1139276,279650,134995,209198,348956,1133325,140389,216939,211515,327708,1109871,130907
782,9506,9506,352370,0,0.003899,1723326,6091571,53795415,69386568,11010954,232165,234155,378945,1258073,1062589,153972,176599,156938,1271881,175374,198097,249969,359021,1251970,437326,4266468,4266492,5942136,4715010,4266468,876167,4349909976,46740472,64316575,1077971,1914675095,2912166384,3078724896,12485772051,1599111254,164300,495525,355839,1244217,286202,136714,230672,379145,1247464,157585,235269,231656,362866,1226242,145314
791,8205,8205,66886,0,0.000994,294967,895882,5860586,8162682,2106474,44739,44579,70404,216129,223274,30132,33743,39321,224459,33284,40495,54892,81422,232163,90159,835456,835480,1332760,997172,835456,112883,312295941,4719820,7419051,181951,447379854,714903696,764308034,2266625473,713380071,23748,58569,67444,213610,84392,19292,44475,75597,216654,26543,44653,44092,65957,215213,25016
793,210,225,1050,0.755556,0.022222,5526,11190,47729,52090,38837,707,713,767,2775,4041,451,474,208,2591,486,755,1066,1250,3474,2159,13504,13528,14424,7174,13504,2129,134947,56931,68382,2891,178687,288515,321366,763452,186339,496,1480,883,2991,1899,254,719,350,2779,412,723,727,332,2781,406
794,372,486,2232,0.756173,0.012346,11195,23229,87011,102472,77090,1459,1488,1529,5883,8550,897,968,388,5384,988,1416,2102,2350,6562,3300,28732,28756,30768,15360,28732,4163,540247,116011,122643,5606,713498,1401813,1542351,3247819,622876,971,2983,1685,6914,3993,485,1573,713,5860,1033,1482,1468,667,5830,771
795,602,931,4214,0.755639,0.007519,21486,46122,176382,245897,142180,2735,2775,3046,10941,16024,1605,1819,761,10149,1843,2612,3897,4296,12427,5837,54296,54320,58432,29795,54296,7468,1862475,192018,205992,10589,2104076,3523687,4092029,9372776,2155595,1490,6023,1863,11702,7600,936,2955,1340,10986,1510,2791,2791,1332,11026,1418
796,912,1632,7296,0.754902,0.004902,41155,84564,309650,352908,245959,4709,4923,6786,19097,27709,2723,3124,1404,15675,3138,4578,6588,8430,21484,10944,94084,94108,101784,58179,94084,13479,5465220,296782,323947,18468,5627427,13322111,14530133,28427952,6733601,2717,9770,5879,18358,13367,1532,4876,3945,18979,2821,4807,4737,3532,19021,2593
797,3192,8856,38304,0.75271,0.001355,196065,512713,1711324,1938129,1243719,24878,25810,44599,99051,146859,15352,16587,19042,73277,16627,24900,34685,50516,109531,53001,495076,495100,544632,317328,495076,92030,150129266,1392664,1497380,113254,98184300,194872138,218483286,468823517,166271958,15122,26531,43233,78545,71596,10682,25327,40678,99256,15929,25193,26091,32014,98743,15018
798,6330,22275,94950,0.751852,0.000673,537474,1373851,4444921,4921008,3036946,65084,63977,103574,246466,368892,46615,50188,33164,191821,50072,68432,89073,117935,276071,132380,1228504,1228528,1362624,793824,1228504,248686,953801148,3042232,3238520,287800,475473109,946230683,1072986976,2286425957,949648732,37997,66937,114260,194675,177930,26598,64525,111403,246865,40317,63467,62487,76429,246905,34771
799,15240,72600,304800,0.751102,0.000275,1915641,4724844,14629377,15860134,9667396,210569,206974,479078,792673,1182083,166021,163346,140381,584208,161927,228418,298299,466421,869877,414720,3948004,3948028,4418424,2574224,3948004,1070409,10183680522,9643399,10474704,1288272,3665110613,7300609293,8280699973,17380309009,5666147824,143392,220391,457291,612308,574724,109984,204607,438645,790651,143837,211276,203293,309510,790023,121700
808,4350,4350,121074,1,0.006398,710404,1914605,3132030,3536761,4009101,82651,82761,84673,309651,371625,55648,62294,13369,235700,62441,67963,82949,78130,315684,157395,1470292,1470316,675720,359622,1470292,324250,530296102,2331465,2654450,436851,309120932,464243526,473243023,1422880516,286056924,49476,172033,39257,309150,111960,39209,78629,37884,306474,49745,80367,78631,30571,307300,51240
810,4720,4720,20042,0.006077,0.0009,103722,282824,1767771,2373097,653137,12916,13926,25808,62411,77918,8381,8748,12814,65016,8834,13483,20209,27996,70047,31362,259388,259412,470116,331712,259388,35478,41276602,1625230,2177922,57504,110634408,186506152,199640656,427839305,178338437,8072,20141,27912,68899,39257,5857,13469,23518,63440,8580,13269,13122,23445,62855,7594
814,3242,3242,294276,0.000526,0.027998,1625857,4748941,54822848,72100142,9283408,195152,197129,424704,1080656,865218,125876,151409,307260,1101818,149638,149879,203530,477998,1059148,357837,3544284,3544308,4810240,3847532,3533880,936975,2650326813,39927387,51045857,967997,486732812,689718481,807372362,3556665366,341013176,141950,542309,393047,1060817,243777,114879,193589,403631,1071219,136235,193561,192721,415427,1052425,126205
