Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSC Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSC InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSC Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSC Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSC Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSC Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSC Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSC Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSC Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSC Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time
136,87,87,314,1,0.041485,1984,4889,17082,17983,11953,331,430,591,1112,1813,430,160,81,1142,170,521,791,632,1313,2504,4120,4144,5108,2600,4120,1092,23394,18324,18986,4027,18104,41347,38272,105227,20198,541,421,130,1192,1092,140,360,140,1182,210,331,410,120,1092,150
136,87,87,314,1,0.041485,3907,3987,16952,17853,11101,341,331,581,1142,1833,410,161,70,1183,161,471,722,782,1343,2405,4120,4144,5108,2600,4120,1042,22502,19456,19947,3947,18455,33473,37931,94337,19817,381,371,171,1152,1122,70,290,241,1172,140,381,340,90,1182,141
137,878,878,4163,1,0.0054,22212,47369,170661,170861,126518,2746,2975,2895,10540,15319,1984,1723,611,8927,1733,3176,3877,5100,12924,5811,53472,53496,55308,30557,53472,7494,1755042,164218,169327,11902,3522106,5456585,5968064,13292271,3811990,17694,9108,2234,8937,7684,1533,2765,1172,10660,1643,2776,2785,1002,10440,1332
137,878,878,4163,1,0.0054,22462,43522,164499,173605,145242,2635,2715,3767,10459,15459,1883,1713,621,8836,1724,2775,3878,4218,12433,6573,53472,53496,55308,30557,53472,11512,1767415,163547,162835,10460,3516435,5462766,5695894,13217521,4375948,1783,9087,1242,9187,7755,681,2886,1453,10389,1633,2655,2725,1643,10410,1322
137,878,878,4163,1,0.0054,23083,43462,168266,181921,140403,2625,2695,2976,10520,16050,1874,1773,612,9017,1804,2805,4498,4178,12503,6492,53472,53496,55308,30557,53472,7955,1747177,173856,172113,11121,3488423,5519673,6095052,13244573,4545045,1633,3075,2575,15489,7454,772,2805,1102,10690,1302,2695,2705,1843,10881,1333
137,878,878,4163,1,0.0054,23795,45696,171802,178054,131928,2745,2805,3176,10921,16471,1964,1784,691,8967,1803,2896,4478,4449,13736,6472,53472,53496,55308,30557,53472,8667,1776071,177793,170360,12203,3780460,6239022,5925264,14239899,4489771,1713,3246,1292,9267,7925,1603,3246,1743,11001,2064,2826,2786,1092,10880,1613
137,878,878,4163,1,0.0054,29806,45375,174217,180057,135945,2756,2755,3607,10850,16070,1954,1783,751,9217,1804,3086,3897,4338,12854,6552,53472,53496,55308,30557,53472,8155,1825434,175940,169919,11952,3671366,5857026,6076076,14320340,4499068,2935,3296,2835,9397,7895,742,2876,1442,10730,1443,2795,2876,812,10720,1403
138,918,918,4151,1,0.004926,20629,53170,182753,198101,125856,3566,3597,4479,11382,17202,3376,1723,642,11000,1744,4218,5711,6693,13936,8116,53488,53512,57020,31934,53488,9268,1750183,187713,200036,12594,3656488,5789930,6400545,14244548,4233711,21199,10900,2945,11251,9969,1323,3748,1302,11872,1362,3737,3937,1092,11341,1372
138,918,918,4151,1,0.004926,22392,50284,177292,190568,150452,3557,3377,5240,11391,17563,3286,1784,631,11041,1733,4188,5731,5881,15299,8476,53488,53512,57020,31934,53488,10058,1744963,189365,191539,13174,3702554,5992009,6117193,14303097,4821414,3417,12664,1323,11281,10009,671,3697,2084,13776,1743,3627,3798,1784,11492,1473
138,918,918,4151,1,0.004926,23584,51467,179486,186910,140955,3347,3456,4358,11541,17303,3306,1733,702,11040,1743,4118,5501,5410,13936,8356,53488,53512,57020,31934,53488,10550,1709857,187401,193433,12664,3675084,5955711,6576425,14219350,4344859,3427,4198,2875,17893,9578,722,3487,1162,11922,1312,3517,3747,2194,11592,1433
138,918,918,4151,1,0.004926,21962,51657,179156,188553,124713,3527,3506,4499,11602,17493,3377,1734,641,11081,1693,4118,5671,5550,14076,8736,53488,53512,57020,31934,53488,9397,1713434,191058,193263,13164,3758840,6399153,6190661,14710572,4479502,3467,4338,1302,11552,9718,1472,3076,2174,11962,1272,3547,3707,992,11642,1573
138,918,918,4151,1,0.004926,30537,51186,180429,190948,123782,3427,3286,5129,11442,17383,3476,1703,691,11161,1703,3928,5921,5670,14598,8096,53488,53512,57020,31934,53488,9317,1718433,187882,197911,13015,3680463,5926857,6082770,14296605,4245583,3366,4278,8727,11492,9829,671,3767,1342,12023,1363,3667,3587,831,11802,1323
139,992,992,8868,1,0.009012,40857,111660,300113,303570,298380,5740,5921,5891,22813,29576,3016,3968,752,17082,3877,5230,6692,7714,26680,11291,110388,110412,79144,44544,110388,13385,4938824,253786,272871,20088,6424259,10188760,12605323,31130048,6558942,3156,14968,3306,19296,11792,2815,5771,1683,23574,3677,5861,5831,1663,22833,2906
139,992,992,8868,1,0.009012,39815,103665,278382,307857,306895,5750,6182,6993,23013,30016,2966,3807,782,17162,3848,4879,6793,7134,26590,13836,110388,110412,79144,44544,110388,13786,4777290,250239,264616,24015,6486907,12469519,12009546,30840756,7252002,2796,15329,2014,19927,11822,1553,5741,2534,22672,3717,5710,5811,1764,22903,3006
139,992,992,8868,1,0.009012,42229,104176,275767,308920,332363,5771,5701,5851,23223,29726,2925,3787,922,18555,3857,4809,7193,7164,27773,13085,110388,110412,79144,44544,110388,14056,4884241,252724,260318,17052,6486807,12412521,12601586,30827291,6530378,2886,8126,2915,27001,11612,1543,5801,1533,22802,2896,5760,6032,2685,22773,2895
139,992,992,8868,1,0.009012,38662,105137,277110,308999,277571,5861,5800,5981,22913,29936,2995,3827,781,18796,3797,4799,7204,7103,28363,12103,110388,110412,79144,44544,110388,13596,5025025,257733,265288,20098,6577016,12751868,12183251,31655203,6645585,3727,7985,1763,19687,11662,3427,5831,2785,23054,2865,5861,5801,1253,23243,3807
139,992,992,8868,1,0.009012,46216,102762,276478,309500,280366,5821,5801,6783,23003,29926,2936,3847,832,18816,3807,4959,7103,6973,28002,11571,110388,110412,79144,44544,110388,14307,4887728,257403,266069,18845,6467230,12251990,12184203,31296721,6434969,2846,8105,2595,20057,11752,1573,6072,1744,23264,2905,6151,5821,1062,23014,2895
140,1176,1176,9864,1,0.007132,44844,155792,352952,401663,325941,7715,7754,9047,27111,36278,6322,4258,972,24305,4289,8115,10430,12594,29044,17172,123076,123100,91224,50132,123076,21631,7302217,289212,325070,28764,9252955,15234154,17400618,37809116,9502012,7754,23815,6372,27983,18524,1783,7875,2003,27711,3517,7825,8245,1944,27632,3286
140,1176,1176,9864,1,0.007132,47800,143729,328486,385513,356348,7634,8045,14277,27181,36459,6222,4168,932,24637,4248,8166,10340,10039,28945,18285,123076,123100,91224,50132,123076,22041,7462847,295594,325781,28964,9230363,15280962,16480922,37828602,10093562,7013,22432,2114,28042,18434,1663,8005,4869,27091,3897,7805,8316,2755,27291,3326
140,1176,1176,9864,1,0.007132,55133,150222,343535,400591,351319,7464,7724,8917,27472,36439,6131,4148,1062,24406,4379,7925,10751,11341,28794,18755,123076,123100,91224,50132,123076,30016,7262913,289683,331462,27853,9222639,15639023,17766243,38429971,9357832,7053,14547,7113,36579,17533,1603,7935,2866,27281,3206,7644,8416,5600,27231,3246
140,1176,1176,9864,1,0.007132,50064,145463,336791,402816,338585,7575,8236,11291,27221,37260,6201,4208,922,24656,4197,8085,11040,12243,29034,18966,123076,123100,91224,50132,123076,18875,7351329,293230,319910,29044,9263124,16096662,16697349,38835491,9424046,7504,14317,2114,27561,18274,4227,7775,6161,27442,3226,7764,8025,1944,27491,4208
140,1176,1176,9864,1,0.007132,56146,146645,337473,382858,320161,7575,7454,12744,27312,37090,6202,4218,1002,24736,4177,8536,10670,10189,33062,18144,123076,123100,91224,50132,123076,19447,7267841,305413,328305,28364,9232106,15623965,16206758,37688400,9451127,6772,14567,3597,28073,18384,1683,8225,2034,27611,3337,8105,7935,1162,27401,3276
141,183,183,1069,0.060515,0.031921,5640,15209,112151,161694,37330,1263,1242,1974,4769,5059,1203,481,1232,4729,461,1493,2124,2945,5029,7674,13564,13588,22168,14031,12712,3437,134002,89407,100829,3707,165650,227507,300494,731131,128070,7033,3577,1734,5631,3327,200,1292,1442,4939,451,1332,1353,1273,4718,411
141,183,183,1069,0.060515,0.031921,21992,14487,110027,161132,52108,1283,1202,1884,4679,4929,1222,481,1222,4758,461,1492,1883,2154,4989,7114,13564,13588,22168,14031,12712,3416,125796,85681,104025,3347,154630,236283,265158,760897,199985,1393,2685,1493,7584,3146,210,1343,1232,5060,421,1222,1392,1362,4709,371
141,183,183,1069,0.060515,0.031921,6232,14356,111609,163296,40616,1112,1273,1864,4749,4900,1193,521,1262,4809,461,1433,2014,2084,5320,6873,13564,13588,22168,14031,12712,3396,126738,86212,103514,3126,151914,218029,313738,753403,143629,1433,1854,1523,6111,2605,191,1292,1283,4698,370,1202,1342,1412,5230,371
141,183,183,1069,0.060515,0.031921,6102,14407,112571,160592,37410,1323,1313,1863,4729,5060,1253,481,1252,4809,461,1433,1964,2144,5520,6782,13564,13588,22168,14031,12712,3106,141606,87023,101671,22062,153748,270237,263534,808426,147005,1493,1933,1503,4779,3056,201,1352,1383,4929,351,1312,1382,1242,5140,381
