Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSF1 Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSF1 InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSF1 Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSF1 Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSF1 Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSF1 Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSF1 Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSF1 Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSF1 Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSF1 Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,12082,14226,48820,53218,31257,2355,2354,2385,3096,4849,1272,521,261,3266,501,1352,1834,1953,3567,13636,3992,4016,4980,2538,3992,2324,63136,56103,59570,3476,45875,120351,81279,240512,44171,1122,1462,511,3366,3766,80,60,50,3506,60,1533,1663,330,3296,431,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,6923,13635,48960,53489,31117,2325,2344,2365,3226,4629,1172,471,281,3326,471,1272,2344,2114,3917,6462,3992,4016,4980,2538,3992,1964,64058,80498,60561,3337,36837,68536,120932,240893,43630,1072,1192,501,3206,2845,80,51,60,3476,60,1122,1222,330,3296,441,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,7073,13294,51285,54900,35285,2365,2355,2365,3286,4899,1252,480,260,3316,501,1513,1944,2244,4018,7504,3992,4016,4980,2538,3992,2084,69668,56584,57115,12142,34693,109271,80538,380619,42699,1523,1202,400,3376,2935,91,50,50,3477,60,1223,1563,341,3306,481,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,12593,11582,49451,52857,33531,2344,2374,5410,3306,4748,1222,451,241,3396,481,1372,12483,1813,14276,9127,3992,4016,4980,2538,3992,2455,65100,58598,102058,60240,36908,69568,86860,365642,37419,1572,1031,761,3276,3897,60,60,60,3396,60,1172,1393,290,3276,481,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,36016,75058,184078,222899,162929,12894,12914,12974,15147,20307,6592,2224,651,16170,2274,6401,8516,9968,18794,17291,24164,24188,20536,11064,24164,16972,940699,342870,379848,17502,354902,4156879,10766183,21847808,441742,23333,7454,2906,19115,15268,80,60,50,14998,70,5981,6031,891,15559,2134,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,60100,65982,180972,237717,224001,12863,12894,13064,14868,20368,5610,2204,751,18164,2284,6752,8506,8916,18634,15198,24164,24188,20536,11064,24164,13685,881580,390518,358088,17032,439748,6243874,4260790,15469036,442553,6161,15117,2214,23763,14897,70,50,60,14867,60,6302,6542,6322,17302,1933,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,39152,64218,190701,212681,184650,12873,12884,12964,15038,20177,5610,2204,621,15809,2184,8316,8857,8065,18564,13996,24164,24188,20536,11064,24164,10620,924319,347078,363317,16320,427335,4311022,5913467,13975601,439608,6101,6061,2514,21719,11912,60,50,50,14977,60,5710,5751,1082,15328,5711,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,37169,64208,186031,210888,165704,12884,12904,12944,15148,20438,5740,2184,591,16440,2264,6722,8155,7985,18614,12763,24164,24188,20536,11064,24164,12123,943264,346196,355954,46816,410013,5549648,4275697,16648193,435871,5931,6211,1262,15699,12594,50,50,50,14858,50,7974,5941,942,15870,1753,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,41867,63867,206229,217149,164933,12883,12874,14707,15669,20448,5540,2204,751,15909,2204,6101,8646,8235,18114,12904,24164,24188,20536,11064,24164,15418,956848,361024,380329,47187,406537,4345956,4492956,15267936,441952,6001,6271,8836,15579,12964,70,50,51,15468,170,5951,6472,762,15919,1923,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,2184,7003,24485,25196,11801,851,771,1062,1362,2284,711,241,200,1433,250,1042,1192,1382,1964,5501,1180,1204,2080,1123,1180,2725,15889,20187,27149,1633,21349,12723,24665,39072,15879,781,901,311,1583,2004,90,60,60,1352,60,992,761,180,1382,350,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,2575,4298,20017,23393,10238,731,701,771,1253,1853,591,180,201,1222,250,631,1523,1112,1383,3076,1180,1204,2080,1123,1180,912,14577,20238,24525,972,65511,21700,16290,38661,11471,731,551,331,1303,1723,60,60,60,1353,60,672,471,240,1312,951,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,2204,3667,20107,22271,14126,681,702,701,1072,1543,451,220,140,1112,251,551,1422,751,1333,2224,1180,1204,2080,1123,1180,691,13685,22551,21900,1192,11591,10870,20968,35505,15058,401,371,231,1132,1262,70,50,60,1092,60,581,721,211,1082,712,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,2234,3346,20287,23614,12332,731,702,731,992,1703,411,181,261,1022,190,561,621,691,1482,2064,1180,1204,2080,1123,1180,822,12934,22100,20939,1182,12813,37109,17302,43300,11721,290,381,210,1062,1182,81,50,60,1182,60,421,441,160,1001,200,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,2334,2876,17783,21369,11321,721,811,711,972,2164,391,160,150,1002,220,551,942,681,1282,2134,1180,1204,2080,1123,1180,802,12313,22081,21138,1132,9578,11311,25878,38611,9447,281,340,491,971,1172,70,60,60,1092,60,381,541,150,1042,170,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,3236,8406,27461,29805,13394,1042,1041,1472,1883,2925,1042,241,200,1924,521,1392,1603,2866,2455,8105,1496,1520,2612,1406,1496,3987,29474,26078,30425,2114,25257,18915,42398,71412,19977,1082,1683,350,2966,2525,81,60,60,1923,50,1492,1112,220,1894,390,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,3467,5500,24014,34503,12503,952,881,982,1573,2694,891,251,200,1743,261,1002,1512,1442,2034,3636,1496,1520,2612,1406,1496,1042,19876,28973,29755,1182,22642,95515,24405,53949,17101,821,912,321,1743,2324,50,60,50,1693,60,1813,1122,271,1944,330,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,2675,5851,26088,27230,13134,892,852,962,1583,2355,561,200,191,1532,251,1243,1242,1142,2054,3427,1496,1520,2612,1406,1496,912,25487,25807,30607,1603,17151,16961,34162,54110,17703,721,751,291,1763,1572,80,50,60,1353,60,941,641,220,1703,420,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,2916,4879,24725,26348,14808,892,872,972,1463,2204,791,211,150,1303,250,1483,731,772,1753,2986,1496,1520,2612,1406,1496,1673,29114,28983,31197,1412,18023,26759,25677,69708,13114,641,891,481,2635,1543,60,50,60,1382,60,440,621,200,1323,230,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,2865,4158,23554,25357,12864,892,862,1683,1473,2174,752,241,181,1272,311,732,671,931,2474,4879,1496,1520,2612,1406,1496,1132,19035,29264,45423,1223,13715,17291,27511,58418,11421,441,561,230,1623,1402,141,60,60,2234,60,642,421,171,1333,240,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,7334,16189,58929,67995,34323,2334,2364,2524,3978,6372,1863,481,340,3957,521,2224,2835,3076,4519,11020,4040,4064,6404,3389,4040,5099,102949,68096,75899,4839,40775,158451,273533,397681,46365,2014,2094,631,4067,4949,90,60,50,3887,60,2134,1974,471,3787,591,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,14928,14216,62985,64969,30025,2374,2324,2374,3646,5921,1974,451,351,4007,511,1863,2685,2555,4118,9147,4040,4064,6404,3389,4040,2715,103390,80297,74157,4208,38812,205488,194427,386681,48579,1613,1814,752,3917,4499,70,60,50,3937,70,1973,1854,581,3686,421,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,7654,13194,79657,65029,31418,2334,2354,2335,3837,6132,1583,471,310,3857,481,1973,2454,2554,4418,9968,4040,4064,6404,3389,4040,2635,71672,62384,74276,3967,36107,154874,241825,409172,41476,1463,1693,1002,3857,3997,81,60,50,3797,60,1513,1242,461,3667,451,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,7724,13134,58347,63927,34895,2324,2325,2365,3697,6122,1713,431,321,3727,491,1774,2254,2415,4609,8536,4040,4064,6404,3389,4040,2605,102318,66632,70279,16510,35194,210066,191692,451159,38601,1442,1472,561,3898,3887,70,61,60,3716,60,1593,2014,431,3707,431,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,23393,12493,57305,63878,35205,2334,2334,2334,3737,5961,1563,451,330,6202,491,1774,2214,2294,4348,7654,4040,4064,6404,3389,4040,3236,73334,71200,74036,14707,34574,163461,184830,410444,40435,1402,1403,691,5741,4148,80,50,60,3817,60,1583,1513,331,3767,461,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,21299,44262,157389,210748,95676,7214,7253,7664,11832,17071,5360,1292,652,12323,1342,6222,8436,7945,12774,10900,12416,12440,15852,8130,12416,13335,424750,173749,189188,14727,160725,1206778,1410892,2967142,208924,24375,6021,2434,12463,13375,80,51,50,12083,70,5731,5661,1122,11962,1773,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,22912,42137,155666,180542,117817,7253,7183,7594,11681,16811,5390,1272,621,12112,1343,5941,7924,7514,12764,10900,12416,12440,15852,8130,12416,9037,415283,174150,186383,14056,171385,1314396,1386027,2941735,211720,5189,11932,1843,21049,13455,90,50,60,11872,60,5731,5600,1192,11852,1072,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,25868,41767,145858,191041,111766,7143,7183,7614,11731,16570,5250,1253,621,12052,1333,6031,8556,7184,13154,11802,12416,12440,15852,8130,12416,6873,404253,174811,188907,13074,142942,1217978,1487083,2928892,205507,5570,5550,2254,17842,10650,90,50,50,11941,60,5730,4639,1092,11992,1162,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,24264,42599,157670,184328,97359,7163,7243,7534,11592,15068,5480,1283,651,12252,1342,5821,7985,7374,12964,10849,12416,12440,15852,8130,12416,8826,402800,171024,182555,15318,140979,1340874,1409641,3157603,204546,5621,6021,1232,12433,12303,91,60,61,11722,60,5631,5470,912,12172,1102,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,25387,35785,132564,161096,86229,6381,6412,6682,10609,14857,4789,1122,551,10850,1202,5040,7403,6903,11190,9137,12416,12440,15852,8130,12416,9457,363669,157048,170253,36587,115131,1090794,1318713,2695072,176394,4929,5380,9588,11060,11852,70,50,50,10780,100,5269,4408,692,10830,932,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,27480,48249,220105,234031,102668,8225,8666,9607,16310,22772,7804,1402,1002,16430,1453,8326,11050,11040,18234,13715,14172,14196,23648,13183,14172,17683,659833,226666,254648,19646,219333,3214166,3424773,6291151,159914,36527,8385,3206,17061,18544,81,60,60,16109,71,8185,8065,1382,16730,1543,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,39693,47838,195620,235333,139206,8135,9357,9848,16390,22741,7594,1402,972,16481,1262,8306,10609,10550,17973,14647,14172,14196,23648,13183,14172,12092,913328,229051,251291,20308,141841,3085590,3544153,5647978,168559,7243,18173,4027,31889,18213,91,60,60,16020,61,8145,7855,1994,19205,1292,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,30396,42458,173950,226797,113900,7033,7584,8346,14396,20007,6752,1233,882,14707,1283,7213,9588,9067,16100,12623,14172,14196,23648,13183,14172,8486,554038,208944,224963,18464,118759,2988982,3183430,5514143,140799,7113,7143,3967,23714,15058,80,50,50,14386,61,7053,6703,1823,14497,1292,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,27730,42448,173759,213352,92821,7224,7494,8506,14176,23833,6802,1252,861,14717,1312,7123,9457,9227,16480,11832,14172,14196,23648,13183,14172,11752,553577,217450,216317,52917,118408,2870645,3006294,5597386,144787,5631,7313,1653,15318,18484,71,50,51,14106,60,7654,6892,1252,14627,1303,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,35585,59629,174611,233439,112767,7924,8876,8867,14727,20147,7003,2244,841,14847,1302,7404,10439,9377,15870,11541,14172,14196,23648,13183,14172,14496,562554,209024,236094,52837,118448,2713696,3142886,5416313,138465,6622,7894,15929,17542,15939,71,50,50,14817,120,7253,6622,2264,19385,1162,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,86629,161908,682375,650255,285104,23203,24295,33281,45173,72754,22191,3857,2986,45884,3917,23543,31598,30796,50703,38410,46344,46368,77508,45239,46344,50312,5402067,655935,843691,52837,423769,32156481,37198516,61553871,483709,103560,24575,11270,47227,72012,70,50,50,44412,60,22542,22771,4248,44983,10278,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,95115,180151,550281,665954,408601,23222,23984,26539,45323,66081,21880,3847,2926,45353,3978,23433,34603,29435,49881,40875,46344,46368,77508,45239,46344,43160,5339341,713752,789862,59971,384276,32546487,36400088,60927249,441241,23323,56664,10329,80438,51816,70,50,50,44061,50,22752,23033,10239,45594,3386,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,102518,144355,568595,720835,351416,23342,23683,26638,45213,66492,22131,3867,3225,46014,3937,23483,31879,29825,50903,40134,46344,46368,77508,45239,46344,47397,5335033,720574,745860,54481,409192,31811346,37749077,63846013,464394,23854,22532,13225,74787,51926,121,50,50,48800,70,22551,23954,10449,45814,3076,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,100113,144025,572732,702210,290875,23242,24014,26869,45343,67494,31528,3907,3516,45624,4027,24175,30947,29364,51645,39743,46344,46368,77508,45239,46344,46786,5525623,649564,731093,56183,464864,32482469,36585389,68589088,463752,21770,22792,11802,47597,52687,80,50,51,44932,50,23423,22581,4388,45514,3727,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,129899,142091,570278,627383,341237,23213,24175,27540,45423,67394,22511,3857,3055,45864,3897,23243,31217,29504,50603,37138,46344,46368,77508,45239,46344,48810,5360851,661505,754877,54510,466237,31656672,36586481,67125159,438927,23814,23874,45274,46545,52647,70,50,50,45093,221,22962,21850,3677,46285,3376,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,98401,188667,701259,678988,313136,35865,27300,30205,51144,75940,24515,4238,4108,51625,4288,26168,34434,36517,68396,44091,51068,51092,85824,50188,51068,73916,6914877,718200,909992,59790,453012,41488650,47089972,86130242,526227,116163,27571,11952,59048,58508,70,50,50,49852,70,27551,25758,4619,50854,4107,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,158411,154254,867985,792676,438035,25587,26529,29774,50313,75960,24695,4258,3596,70689,4318,25947,34914,33692,55812,44973,51068,51092,85824,50188,51068,47357,6879021,742454,782318,65711,457040,42308997,47877198,80185488,488127,25367,105554,11130,89504,88653,80,50,50,49491,50,26408,25977,33502,51054,3647,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,114351,176214,644013,776627,386119,25516,26619,29795,49822,76090,24746,4368,3477,51615,4298,26198,35425,33421,55802,45714,51068,51092,85824,50188,51068,53018,6687889,742745,789381,60782,476175,39861850,46499657,78795313,494899,27010,25247,16751,83033,57326,70,50,51,48930,70,24745,25748,11191,50353,3416,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,109160,214084,718370,741142,316201,25557,26529,31588,56644,77101,24545,5049,3697,50102,4297,26498,34483,32961,57806,43791,51068,51092,85824,50188,51068,50873,6690434,707660,779943,68786,507151,40577555,46578773,76742401,494308,27180,25426,20608,53829,56655,110,50,60,49150,70,25507,26028,4508,50853,4188,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,135589,154564,640807,783690,330477,27310,31528,30356,50763,77432,24706,4248,3867,51014,4297,26018,35015,33191,56334,41637,51068,51092,85824,50188,51068,53539,7403525,735482,831798,61713,653451,41584866,47253272,80528709,534432,26589,26078,58638,52407,59529,70,100,50,51255,721,25256,25627,4027,51415,3487,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,148143,213603,705697,697652,321801,26308,27250,36677,50913,74798,27621,4368,14307,50262,4428,27761,34573,33732,56454,44030,52544,52568,86828,50748,52544,73655,7139950,745710,876701,100295,523953,41520818,46715183,79183617,838019,123747,27631,11341,53488,61273,70,50,50,76580,70,43400,26619,5420,50573,4118,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,116384,161557,608287,698794,456839,26298,27140,30767,51003,74437,24575,4358,3456,50873,4428,25867,34383,33120,74467,44091,52544,52568,86828,50748,52544,47678,7133969,1133553,806902,68285,469593,42481113,48820643,79920171,517481,26518,56604,18063,98241,57515,100,50,50,50393,50,25997,25978,12403,51645,3557,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,116284,158251,716256,799258,390949,26339,26859,30036,49892,74397,24816,11010,3586,52296,4419,28763,56254,35315,56193,45694,52544,52568,86828,50748,52544,53879,7245354,788359,846696,61934,492165,39816998,45942473,82544924,567402,26879,25497,22331,80999,57976,80,50,51,49571,60,26329,25707,12213,60011,3557,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,111124,158131,621061,750660,323645,26429,27079,30516,49571,75369,24605,4478,3647,51585,4428,29464,34313,32269,57115,43800,52544,52568,86828,50748,52544,51805,7038684,736604,771598,62845,517361,43364516,47718918,78971547,519926,26299,25788,8326,52086,62465,101,50,50,60481,50,25397,25687,4528,51184,4097,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,151148,175452,653010,838120,447542,26309,27150,32029,50563,75098,24505,4368,4479,57255,4419,25988,35866,32831,55823,41706,52544,52568,86828,50748,52544,56684,6971782,748675,831849,61994,572442,41098803,46574355,82972389,527420,27160,26999,54931,56404,61222,80,50,51,51184,341,25907,24855,3997,56614,3546,
21.000000, 1723.000000, 1723.000000, 4117.000000, 0.517803, 0.001387,98150,138855,757823,746582,342850,27831,28662,28653,38972,63086,15649,4698,3687,39392,4739,17362,23594,25988,44753,34353,56300,56324,92304,54593,56300,62344,7783653,812894,1306751,42759,392641,46204003,54638543,97845781,459995,105734,19716,12252,41026,66862,70,50,50,37519,70,15709,16090,4739,39422,4288,
21.000000, 1723.000000, 1723.000000, 4117.000000, 0.517803, 0.001387,98611,138465,654192,765126,499458,27781,28001,28763,39503,62896,15518,4688,3837,39232,4739,17473,24845,23573,45924,34663,56300,56324,92304,54593,56300,35025,7813828,1174037,964903,56364,367365,48237601,54620199,94407763,459073,15138,49341,11461,83854,45874,80,60,51,37488,50,16200,15959,13094,39883,3707,
21.000000, 1723.000000, 1723.000000, 4117.000000, 0.517803, 0.001387,102097,136050,684588,787978,426824,27802,28041,31377,39273,62996,15739,4698,4018,38812,4749,16971,23684,23282,47767,39523,56300,56324,92304,54593,56300,59329,7827944,854249,1128554,43721,403351,46917836,54323443,99186964,432124,16219,16700,23944,66733,45544,80,50,50,36778,71,15508,16010,10609,39773,3737,
21.000000, 1723.000000, 1723.000000, 4117.000000, 0.517803, 0.001387,98281,138174,663209,755768,476495,45123,45634,28673,38781,63156,15659,4699,3857,70910,4699,17332,32320,22812,46175,30857,56300,56324,92304,54593,56300,35024,7841940,958762,900505,47758,473139,48523556,55047354,101022879,603078,15177,16760,6462,40384,45393,70,50,50,37699,50,15779,15880,4789,58116,4037,
21.000000, 1723.000000, 1723.000000, 4117.000000, 0.517803, 0.001387,130750,134287,677125,783450,485422,27761,28242,50253,47267,76160,15860,4708,4158,39062,5540,17011,23623,23293,47116,48770,56300,56324,92304,54593,56300,36467,8146359,807784,918157,48228,456348,47217096,54030135,90956410,676403,16260,65650,13354,39653,46696,80,60,50,38230,360,19806,15949,4318,39853,3878,
22.000000, 5300.000000, 5300.000000, 13571.000000, 0.526558, 0.000483,323715,570739,2291962,2425728,1119607,91268,92761,94434,154985,196091,52917,15228,13415,129718,15278,56514,78053,84185,151468,132373,184056,184080,287508,170152,184056,191271,76922632,3163534,3457223,150868,1691268,483985636,575150549,1068417151,1842887,55662,74737,42869,131963,148744,70,50,50,119700,60,49861,53889,14787,129087,20918,
22.000000, 5300.000000, 5300.000000, 13571.000000, 0.526558, 0.000483,330187,497835,2141365,2762988,1125718,91458,92360,94694,129248,195540,52336,15238,14647,128506,15459,65410,82732,77874,149415,99834,184056,184080,287508,170152,184056,124799,76759853,2974175,2970549,363708,1554727,461985810,550572316,1046875095,1753663,53859,147050,62735,130129,148032,100,50,50,119831,60,50744,54460,37348,130049,12082,
22.000000, 5300.000000, 5300.000000, 13571.000000, 0.526558, 0.000483,334475,488848,2195775,2913824,1363165,92460,92270,103150,144105,195560,53017,15218,13315,128587,15308,56554,79236,82993,152761,100986,184056,184080,287508,170152,184056,154023,76351793,2836752,3306276,144635,1496280,459623248,550153616,1000480711,1691929,55733,55643,42178,213181,148183,70,50,50,119490,100,50302,54691,32069,128797,11782,
22.000000, 5300.000000, 5300.000000, 13571.000000, 0.526558, 0.000483,405986,490401,2220190,2557008,1194986,91368,92180,94704,131531,196521,52657,15258,20187,128827,15398,60200,77713,102599,147902,98611,184056,184080,287508,170152,184056,127514,76736631,2847843,2965610,148664,1669928,470770212,548921571,1039724575,1591124,54069,56033,25237,130871,209505,110,50,50,123457,100,50803,53338,20758,131612,21700,
22.000000, 5300.000000, 5300.000000, 13571.000000, 0.526558, 0.000483,410935,491563,2147366,2524279,1148411,91337,92680,105204,139306,198585,52736,15358,15879,129698,15288,56594,79847,78454,153872,95485,184056,184080,287508,170152,184056,125200,76241951,2768758,3318328,147030,1563874,460302376,549142207,1006285999,2053724,54450,57385,62184,129628,148864,80,50,60,121012,351,52627,52967,14467,130931,11791,
23.000000, 48.000000, 48.000000, 224.000000, 0.058730, 0.097222,4939,12012,76250,107177,27341,1754,1753,1863,3476,3867,1132,391,1051,3356,441,1393,1834,2504,3907,8335,2884,2908,4940,3086,2884,3436,46846,52126,67574,3396,41456,29966,44792,113148,54640,1302,1402,1242,3546,3196,80,60,50,3636,60,1573,1042,1042,3627,581,
23.000000, 48.000000, 48.000000, 224.000000, 0.058730, 0.097222,15238,9959,70740,101026,24194,1764,1744,1843,3206,3737,1062,380,962,3386,370,1292,1532,1843,3607,5850,2884,2908,4940,3086,2884,1803,37559,55622,66071,2425,47898,38941,33542,113499,49370,922,1172,1001,3396,2725,70,60,60,3226,51,1022,1292,1022,3226,371,
23.000000, 48.000000, 48.000000, 224.000000, 0.058730, 0.097222,4738,8906,67774,98591,24475,1723,1733,1783,3276,3446,922,391,711,3386,9959,1092,1563,1532,3747,5089,2884,2908,4940,3086,2884,1583,47838,51715,67654,2284,35755,26949,40555,110263,47838,1072,1072,842,3346,1994,90,61,60,3206,60,891,892,951,3446,321,
23.000000, 48.000000, 48.000000, 224.000000, 0.058730, 0.097222,4689,9236,119420,95205,36988,1753,1754,1773,3196,3507,1022,420,651,3236,371,1052,1162,1342,3957,5140,2884,2908,4940,3086,2884,1623,48419,56884,66993,14277,30616,36286,43040,135258,77162,661,942,792,3356,2084,60,50,60,3236,60,961,882,691,3245,331,
23.000000, 48.000000, 48.000000, 224.000000, 0.058730, 0.097222,15288,7674,69268,156557,48559,1724,1773,1863,3357,3356,971,381,741,13865,431,972,1282,1373,3627,5089,2884,2908,4940,3086,2884,1663,37499,58117,67063,13805,66753,48750,32229,116304,69117,822,902,871,3386,2354,80,60,50,3416,60,942,692,881,3637,331,
24.000000, 66.000000, 66.000000, 2211.000000, 0.076737, 0.507576,56904,91538,1130337,1232415,221457,16681,16740,16671,44702,18304,3767,2875,2605,24996,2935,4138,5100,7825,25878,39773,26800,26824,35460,23691,26800,10289,592579,507453,648131,14887,335487,310831,330126,1976251,532268,3367,10069,4599,24756,7484,81,60,60,71221,90,4990,4519,5120,25798,3316,
24.000000, 66.000000, 66.000000, 2211.000000, 0.076737, 0.507576,60451,72733,818354,1204473,266419,16681,16701,16721,24495,18023,3827,2875,2585,25076,2926,4619,5369,7333,26389,59750,26800,26824,35460,23691,26800,19686,555811,521599,629156,13505,483078,481765,329756,1567791,519935,3196,9637,4128,25026,7524,90,50,60,24185,60,4548,4448,4138,25236,2254,
24.000000, 66.000000, 66.000000, 2211.000000, 0.076737, 0.507576,55062,64018,2946113,1078432,194738,16671,14837,14807,24665,17412,3827,2555,2314,22691,2605,3647,29584,6972,26008,29845,26800,26824,35460,23691,26800,8045,540383,456289,638573,13425,293109,307696,338272,1925939,550762,2795,8415,3937,22191,7604,170,60,50,21609,60,4217,4518,3877,25987,1983,
24.000000, 66.000000, 66.000000, 2211.000000, 0.076737, 0.507576,49461,65310,752302,1170581,197252,14827,14867,14897,21871,16100,3356,2555,2345,22361,2595,3787,4519,6582,23132,27080,26800,26824,35460,23691,26800,8105,547997,466247,560910,15718,287088,282760,293028,1410642,458983,2835,8446,4599,22060,6603,140,50,50,21851,51,4057,3998,7584,22522,2053,
24.000000, 66.000000, 66.000000, 2211.000000, 0.076737, 0.507576,59268,70931,710886,1125017,202092,14817,14858,15298,21480,16020,3396,2514,2344,27640,2595,3837,4448,6452,22702,26879,26800,26824,35460,23691,26800,8696,482547,461187,586568,15478,262192,313426,291656,1419298,477167,3306,8716,3717,25277,6832,80,50,50,20989,70,3958,3907,3597,22271,2214,
25.000000, 112.000000, 112.000000, 376.000000, 0.004464, 0.029974,8746,17482,95967,134597,42057,2926,2935,2986,3887,5240,1022,582,811,4358,611,1393,1813,2985,4859,8415,4964,4988,9600,5932,4964,3907,100625,83603,108880,4248,27271,154965,256020,481716,32450,1011,1393,1242,3967,5009,80,50,60,3857,60,1432,1072,1062,3957,641,
25.000000, 112.000000, 112.000000, 376.000000, 0.004464, 0.029974,27060,14647,90997,131432,36627,2926,2886,2965,3566,4919,991,551,702,3897,601,1142,1633,1814,4368,7353,4964,4988,9600,5932,4964,2765,87070,90436,106285,5450,27391,246393,189217,508194,30536,862,1132,912,3827,3016,60,51,60,3697,60,1022,1052,1102,4008,531,
25.000000, 112.000000, 112.000000, 376.000000, 0.004464, 0.029974,8255,14687,92359,131923,38491,2885,2895,2935,3686,5160,961,551,681,3727,621,1132,1754,1864,4559,7334,4964,4988,9600,5932,4964,2535,92150,84014,109501,3466,27901,154684,222599,470294,29905,902,1002,1132,3957,3016,80,50,60,3766,61,992,952,932,3747,490,
