Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSF1 Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSF1 InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSF1 Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSF1 Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSF1 Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSF1 Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSF1 Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSF1 Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSF1 Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSF1 Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,14487,23073,58738,65009,45904,1683,1502,2044,4077,6362,1633,371,290,4358,661,2044,2434,7825,31397,9608,5600,5624,5516,2672,5600,3557,121213,95685,147992,5050,79386,379317,260588,877934,104482,1824,1783,1072,4388,4148,70,60,61,5871,71,1903,1754,511,4167,581,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,9427,17913,59950,64148,51555,1172,1453,2054,4148,6492,1563,370,280,4338,671,4378,7884,4859,5090,8295,5600,5624,5516,2672,5600,3646,95595,96006,99192,4408,80327,237997,352598,844392,93081,1583,1733,601,4308,3126,70,50,60,4168,61,1643,1263,401,4398,561,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,9197,17753,58136,63046,49622,1523,1443,1914,4077,6221,1593,461,231,4308,651,1903,2665,2524,5781,7644,5600,5624,5516,2672,5600,3296,104883,94814,96898,13755,78694,317243,289492,950056,93091,1673,1643,401,4268,3306,70,60,60,3907,60,1553,1423,371,4067,541,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,15148,15709,58398,62144,47518,1472,1162,1924,6201,6281,1583,381,441,4257,791,1934,4919,7744,5039,7754,5600,5624,5516,2672,5600,3927,98782,118898,100064,13745,78895,246293,282759,873315,87721,1563,1683,471,4187,3827,60,51,60,4077,60,1933,1272,251,4138,541,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,43760,61693,338462,337380,241473,7815,6642,8396,19196,32440,5781,1903,1273,19866,2565,8185,9598,8806,22611,12272,16172,16196,17872,9026,16172,14607,1126781,327532,325217,19055,199006,1603647,1747642,3953725,226537,28041,6322,3286,13705,13985,101,60,60,18474,130,8626,39593,1583,19396,2555,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,29033,96357,181233,194126,175904,5640,6041,7174,13505,21098,6913,872,701,13766,1844,6422,8736,8396,16040,12844,16172,16196,17872,9026,16172,11621,1014344,221777,273472,15900,217700,1668346,1736381,4338573,273342,6352,12312,3066,23012,13925,90,60,60,19045,71,6412,6312,2555,13585,1473,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,28312,53227,171064,194457,140839,5120,4719,6181,11892,18745,6171,772,661,12062,1513,5661,7684,7193,14247,12223,16172,16196,17872,9026,16172,11101,509887,178427,192003,13545,129117,1464731,2045479,3507225,194017,5780,5329,4999,19186,11431,70,50,50,11511,60,5601,5580,1362,12052,1322,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,27671,52607,160945,172978,115492,4989,4829,6121,12443,18775,5040,781,631,12312,1543,5770,7333,7263,14356,10840,16172,16196,17872,9026,16172,9758,549089,178177,190581,14577,129879,1560758,1527737,3659485,194056,4960,5410,1192,12623,11952,80,50,50,11621,50,5330,5160,861,12083,1253,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,30646,49160,190370,174661,114210,4919,3888,6282,11751,18504,5771,872,611,11922,1503,5570,8686,7424,15648,10289,16172,16196,17872,9026,16172,11070,512983,182275,220806,12823,131953,1418877,1507130,3898664,188537,5440,5400,10209,12202,11912,80,51,50,13004,150,5540,4609,842,13495,1293,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,13335,32429,82081,92219,78885,2294,2454,2815,6071,9257,2224,521,330,6322,982,2544,3797,4108,33361,12102,8364,8388,7248,3527,8364,6902,175914,142822,149454,6993,137253,542797,1282977,2633840,173699,2454,2635,922,6572,5891,80,61,51,5931,60,2625,2365,471,6201,1052,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,20538,30205,78694,87631,66652,2204,2124,3777,5791,9999,2244,521,331,6072,972,2595,3527,9818,46315,12763,8364,8388,7248,3527,8364,9096,168309,141830,152911,7473,138755,782117,560209,2023178,168269,2234,2465,761,6311,5319,80,60,50,21409,60,2715,2395,672,6242,1272,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,14667,29874,79356,90486,68376,1954,2104,2695,5850,8736,2164,491,271,6141,992,5390,11000,5620,7614,11551,8364,8388,7248,3527,8364,4498,163481,141530,149024,6903,136040,524483,727868,2006146,168990,2374,2334,731,6331,4528,80,60,60,5841,60,7824,2285,611,6102,742,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,14387,30226,80998,89855,71251,2094,2104,2745,5770,9167,2144,691,280,6091,952,2645,3497,4939,7924,12613,8364,8388,7248,3527,8364,4949,169622,143784,143584,19265,138214,728288,569977,2253731,173378,2274,2374,490,6122,4689,80,60,60,5571,60,2545,2344,421,6081,902,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,20147,26329,80047,86119,70039,2204,1713,2755,6091,8736,2114,551,271,6091,982,2785,8115,10018,7874,10660,8364,8388,7248,3527,8364,5150,163992,144556,152110,17121,136841,617635,554649,1983335,168750,2414,2364,1412,6221,5119,81,61,61,6802,80,2414,2194,471,19576,901,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,24936,65871,149324,164052,128236,4088,4198,4959,11141,15999,4288,851,491,11471,1683,4588,6311,7514,14306,21469,15348,15372,13160,6856,15348,11561,462901,293529,286807,14697,262071,1862573,4100285,8654293,326800,16701,5220,2464,12082,9688,80,50,60,10679,70,4759,4488,691,10990,1433,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,54070,85698,261441,298468,284052,3646,4268,6552,15128,14196,5871,761,952,17522,1463,6963,5511,9678,18223,34253,15348,15372,13160,6856,15348,15208,607556,479140,471145,14186,377294,4144535,2414707,5878392,415804,4949,11321,2634,21519,14447,91,50,60,14677,70,7224,6482,1453,16781,1313,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,25036,50763,137383,150877,125130,3306,3627,4328,10158,14176,3827,761,450,10489,1503,4037,5400,5400,12523,19966,15348,15372,13160,6856,15348,7524,388484,250821,236404,10740,242336,1693161,2289948,5907235,283150,4167,4128,2325,13906,8125,81,50,50,9427,70,3817,3917,751,9808,1162,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,22702,49441,150296,145617,113809,3576,3697,4388,9788,14326,5631,892,431,10208,1493,4548,5340,5590,15979,19075,15348,15372,13160,6856,15348,11110,402871,224773,229713,12613,224122,2342885,1721764,6872679,283591,4418,6151,1493,10339,11451,90,50,60,16701,50,4137,3897,652,9959,1142,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,27761,47698,133135,143875,112005,3616,2695,4308,9908,13976,3637,752,441,10109,1503,4098,6232,5290,13134,15498,15348,15372,13160,6856,15348,9157,401217,246102,237407,11171,222959,1641036,1857624,6159829,278021,4238,4008,6482,9958,8365,70,60,50,9618,221,4118,3697,511,9848,1413,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,7053,18434,56454,61483,38381,1543,1472,2074,3366,5761,1663,301,320,3557,571,1713,2585,2995,4248,9839,3992,4016,4980,2538,3992,4709,76711,56023,77242,4328,41577,73996,134026,250711,52266,1623,1883,501,3737,4037,91,60,60,3436,60,1824,1683,370,3466,691,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,13174,21350,94554,58528,58878,1493,1293,2414,4859,5671,1983,311,301,3477,531,1723,2244,2334,4318,9427,3992,4016,4980,2538,3992,2665,76691,61493,94484,4298,40294,127233,88293,248717,61663,1383,1653,661,5060,3837,100,60,60,4749,90,1733,1653,1593,3577,471,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,8716,16149,55753,59039,35024,1272,1253,1843,3517,5520,1893,351,301,3536,521,1582,2264,2204,4318,8566,3992,4016,4980,2538,3992,3016,67564,54971,65080,3967,38010,105354,208203,296766,48850,1182,1493,832,3386,3396,90,60,60,3367,60,1513,1373,351,3376,481,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,7644,15428,54891,58858,39863,1192,1242,1903,3316,5540,1352,371,261,3286,541,1512,2214,2505,4548,7614,3992,4016,4980,2538,3992,2604,71391,59730,60111,13165,36928,115302,101857,430572,50032,972,1403,441,3306,3787,80,60,60,3166,70,1663,1372,420,3286,481,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,13705,13464,65781,64569,43911,1683,1102,1523,3356,5390,1853,601,251,3457,551,1533,2384,2144,5871,7805,3992,4016,4980,2538,3992,3497,67855,63357,79075,12072,36798,88372,96687,269184,42618,1453,1352,831,3296,3887,80,60,60,4999,60,1512,1783,330,3326,481,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,34513,84685,186042,252784,188316,5690,7674,6663,15208,23002,6782,1153,661,15578,2274,6131,10299,11120,19325,16020,24164,24188,20536,11064,24164,18775,913399,343942,426714,16861,364640,4455097,11642564,20648523,444106,22752,7895,3035,19415,15468,80,50,50,14116,60,6202,7974,1332,15018,2344,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,52597,69007,185921,210417,237116,5680,5541,6683,15098,24916,5741,2264,621,15479,2244,6071,9757,8686,19516,15067,24164,24188,20536,11064,24164,13264,931502,370851,409913,48869,392551,6178715,4689988,15159317,436873,5940,13274,2044,21770,13004,70,50,50,14547,50,7183,5981,3026,15518,3757,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,38841,68495,193616,212070,187524,5530,5560,6512,15048,22061,5681,1162,621,15238,2244,6141,8566,8315,19195,14807,24164,24188,20536,11064,24164,13795,850363,346197,381431,16210,380449,4440009,6129704,17829143,438977,5831,6061,4759,21339,11992,70,51,50,14056,70,6361,5911,1312,15197,1903,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,36568,68266,190310,213152,174701,5851,5651,6802,18253,26879,5660,1373,631,15057,2275,6011,7995,8316,24234,16089,24164,24188,20536,11064,24164,13364,881179,347078,369039,44261,361374,6318581,4770636,19838315,468530,5660,6171,1333,15779,12623,80,60,50,13996,50,6382,6452,2305,15529,1864,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,48830,77643,194637,255820,213001,6742,5861,7263,15088,22672,5750,1372,631,18314,2244,5821,8686,8325,19235,12874,24164,24188,20536,11064,24164,17102,990871,380419,367716,44792,360393,5131229,4796273,15423051,430741,7234,6732,9928,18504,13365,80,51,60,14125,281,7023,7294,782,14937,2014,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,2324,6612,25397,27110,13084,832,801,1102,1582,2705,772,150,210,1413,281,1022,1272,1413,1863,5419,1180,1204,2080,1123,1180,2785,16771,21830,24966,1553,21400,12463,24866,35816,16160,862,1042,290,1523,2074,80,60,60,1482,60,1112,741,210,1483,401,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,2985,5180,21680,25056,11190,601,592,811,1282,2214,601,250,201,1413,311,832,1293,1041,1623,3367,1180,1204,2080,1123,1180,1212,15509,22822,24255,1263,44312,22081,16751,35495,12834,602,651,381,1432,1823,90,60,70,1473,60,722,521,261,1242,220,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,2314,4388,23052,23754,12423,351,411,611,1112,1843,460,181,221,1272,300,611,1463,862,1463,3186,1180,1204,2080,1123,1180,822,15939,24145,23644,1222,11701,11912,23283,34924,17582,521,441,290,1202,1473,80,60,60,1152,70,541,872,230,1152,421,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,2334,3767,21680,23153,13425,281,301,621,1062,1663,430,141,130,962,251,591,902,711,1372,2515,1180,1204,2080,1123,1180,941,15228,22412,22471,1232,12983,17983,17182,43289,9978,541,471,220,1212,1342,60,60,60,1082,71,441,631,170,961,240,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,2475,3356,19236,22041,13044,291,261,541,952,1593,331,120,131,1012,220,571,731,671,1292,2675,1180,1204,2080,1123,1180,951,13385,23383,22151,1242,10009,11572,26278,38581,9247,371,421,240,952,1512,70,60,60,1022,60,491,411,171,922,210,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,3426,7844,31738,33060,14908,1051,1072,1482,2064,3076,1062,160,231,2084,311,1403,2144,1653,2524,6181,1496,1520,2612,1406,1496,3316,31448,28383,45554,2094,27911,20007,40334,55912,21239,1212,1302,381,1983,2715,80,60,60,1893,60,1603,1162,290,2154,390,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,5661,7584,42248,52085,22101,861,682,1353,2234,3897,1092,261,260,2665,420,1312,1823,1473,2835,4628,1496,1520,2612,1406,1496,2134,30025,40163,46496,2485,30526,57706,33682,86880,22642,861,1373,561,2395,3016,80,60,60,1713,70,1172,762,451,1833,420,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,4288,7323,44362,46986,23703,711,831,1132,2384,4127,891,250,381,2414,431,1122,1964,1743,2695,4739,1496,1520,2612,1406,1496,1774,38019,41907,47818,1894,22993,27090,51394,85096,23153,861,1362,531,2174,2415,110,60,70,2184,70,992,1202,401,2325,341,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,4469,6872,39973,45062,25527,932,882,1282,2114,3987,992,311,340,2534,281,1162,1503,1603,2534,4439,1496,1520,2612,1406,1496,2004,34533,45955,42037,2414,26839,43429,40765,111765,19245,822,1072,401,2304,2515,110,60,70,2184,80,952,952,381,2384,320,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,4518,32280,41115,43981,24165,941,591,1082,2294,3817,902,241,341,2264,481,901,1293,1653,3026,4228,1496,1520,2612,1406,1496,2224,30927,47277,45945,1673,21259,28633,40404,92760,19406,802,952,470,2224,2685,80,60,60,2304,80,1032,931,280,2154,370,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,7544,17973,69959,80267,42949,1843,2084,2524,4027,7204,2004,311,381,5310,882,2414,3166,3677,6723,11752,4040,4064,6404,3389,4040,6241,97700,76179,104542,5079,50082,168840,263194,412628,48479,2244,2324,751,4167,5250,120,71,70,3957,60,2444,2344,882,5751,751,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,21239,21710,71892,76951,40354,1693,1713,2916,5580,9207,2274,571,371,5591,612,2134,4709,2825,4829,10630,4040,4064,6404,3389,4040,3286,112818,108840,113288,4679,41045,227348,243447,459084,50794,1753,2624,1072,5820,6692,110,60,60,5560,90,2475,2014,1072,3987,622,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,9637,15719,67073,71251,39532,1503,1723,2375,3998,6893,2325,300,360,4098,521,2134,2725,2765,5099,10529,4040,4064,6404,3389,4040,2926,74257,66872,79856,5340,40274,314718,320909,407990,44251,1914,1933,1092,3938,4459,80,60,61,3767,60,2415,1533,501,4038,531,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,11401,21069,110092,111195,64890,1923,2024,2645,5059,9597,2314,521,591,5360,801,2354,3246,3547,6421,11542,4040,4064,6404,3389,4040,4459,126923,107828,109963,22120,52747,302686,297456,684137,55231,1763,2444,842,5169,6372,81,61,60,5500,80,2655,2034,762,5109,651,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,23023,19195,109301,114290,63908,2003,1613,2715,5119,10380,2144,551,641,5490,761,2544,3497,3456,6181,10790,4040,4064,6404,3389,4040,5501,123557,114510,113819,20447,51845,260228,286086,641168,49842,1974,2405,992,5370,7193,110,70,70,5039,120,2785,1873,571,5349,762,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,25197,47317,190830,210377,121302,5831,5821,7294,12263,19255,5761,711,701,17882,1422,6893,9117,8706,17603,11120,12416,12440,15852,8130,12416,14486,427686,186163,201620,13725,161356,1410381,1458861,3171878,293099,36437,6722,7483,12593,14066,81,70,61,12213,60,7884,7303,1152,13304,1934,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,26499,45804,171284,190220,144706,5901,5290,7203,11972,19175,5651,721,712,12613,1392,6633,8575,8186,13986,11812,12416,12440,15852,8130,12416,10759,454154,186302,197924,14126,273432,1404611,1502722,3087463,225825,5731,13565,2184,23132,14016,90,60,60,11993,70,6422,6011,1543,12092,1112,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,27641,51545,197102,200618,122385,4819,5240,7073,12192,19115,5881,731,912,12824,1393,6231,8916,7895,14526,11441,12416,12440,15852,8130,12416,7764,407589,186402,217620,15268,158391,1292485,1653990,3093034,229763,5930,6372,2514,20658,12493,81,60,60,11842,70,6301,5010,1252,12643,1292,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,23373,38621,143564,159764,90707,4849,6411,6191,10359,16260,5009,641,591,10389,1152,5510,8185,7033,12152,9428,12416,12440,15852,8130,12416,8556,354422,152621,180111,13414,125341,1179728,1307403,3327444,189468,5751,5420,1212,10779,13375,80,50,50,12153,50,5220,5850,1313,10159,1393,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,25487,36537,159954,169311,101907,4779,3447,6061,10229,15649,4879,601,591,10499,1162,5239,7173,6752,11671,8716,12416,12440,15852,8130,12416,9618,383645,187775,187815,34463,116985,1115480,1199344,2654268,176674,5140,5289,9938,10550,11471,70,60,50,9999,91,5079,4548,701,10229,1072,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,27139,71181,212160,238228,111755,7694,7354,9457,19626,23924,7604,751,1021,16270,1452,8726,11080,13675,18223,16009,14172,14196,23648,13183,14172,22962,655314,227368,254758,17823,189118,2986127,3588424,6101112,173239,37609,10720,4178,22021,18734,90,60,60,15849,80,8315,8105,1533,16200,1482,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,29113,48470,201280,240001,144836,6772,6883,9497,15969,21450,7644,661,1032,16280,1292,8766,9588,10480,18033,14647,14172,14196,23648,13183,14172,12362,792056,230303,253155,17051,146469,3166209,3530488,5433795,179470,7955,17843,13866,31288,18113,90,50,50,15769,60,7965,7764,7664,16390,1242,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,29124,46075,179960,224913,116554,6081,6572,8566,14407,21119,6743,661,902,14246,1302,7514,9808,9307,16781,12042,14172,14196,23648,13183,14172,9137,510188,208333,257032,14346,119710,2698860,3344476,5472116,154403,7313,7213,5019,24485,15208,70,50,60,14036,60,8205,6332,3627,40415,2334,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,26950,43280,175873,223100,98552,6752,6431,8496,14397,22932,6843,661,892,14366,1282,7564,9648,9468,16921,13715,14172,14196,23648,13183,14172,11471,512742,201751,216748,52726,120341,2925696,3316875,5660131,138284,37178,7293,1834,14847,15809,70,50,50,13755,80,7725,6882,1923,14356,1162,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,33131,41225,183648,230423,103911,8165,5530,8726,14968,21379,6882,662,912,26008,1323,7514,9839,20056,15939,11882,14172,14196,23648,13183,14172,13876,562394,234060,264657,50522,120030,2720960,3345117,5556691,139176,7394,7474,15349,14767,16069,70,50,50,14186,231,7584,5560,1112,14316,1232,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,85978,167538,674550,630819,337039,22011,21580,26188,46115,69808,22301,1954,3006,45944,4008,25947,31728,33091,51625,38410,46344,46368,77508,45239,46344,50182,5011920,652850,792737,52617,423408,31773837,36758216,61951060,478630,104251,26779,10971,54300,52146,70,50,50,58096,61,24044,22852,4589,46145,3617,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,94644,148663,566882,694977,405586,22111,20809,35676,45464,68927,22412,1964,3086,46315,3907,24285,31357,30035,51344,39894,46344,46368,77508,45239,46344,42508,4803978,663800,700217,56323,383846,32129781,36256545,62791114,445909,23033,46135,11210,86048,51715,80,50,50,44171,50,22561,23112,9457,44973,3226,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,100375,148543,592309,736714,402129,21509,21249,26398,45694,68717,22180,1974,3066,46285,3927,23964,35455,29755,51024,39082,46344,46368,77508,45239,46344,46145,4779823,735141,719923,54861,418880,31541871,37148093,60003622,439056,25176,22552,12163,80999,51114,91,50,50,44322,90,22151,23032,10840,44201,3266,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,96798,148603,596546,671735,297437,21851,21039,26308,45884,70420,22461,1964,3135,45493,3897,24464,30476,29074,52707,40284,46344,46368,77508,45239,46344,45815,4840725,640486,707991,53218,466477,32010391,35628451,61758987,442553,21119,22672,8195,46806,51664,170,50,50,44853,50,22481,23563,4238,44211,3847,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,120121,149134,583672,630719,311192,21811,20698,27981,46446,69448,21930,1964,3476,55762,4048,24626,34193,29524,52126,37589,46344,46368,77508,45239,46344,50222,4813275,660073,770786,50653,433937,31009883,35739094,60231521,446250,24005,23573,53248,45494,52376,70,50,50,45223,491,22812,23143,3877,45915,3286,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,104161,234160,743216,719101,339755,24425,24014,29435,51505,76851,24465,2174,3586,50393,4298,26729,35696,42558,56744,50864,51068,51092,85824,50188,51068,105314,5920350,747153,925120,59609,510308,38628213,48659846,80167465,532919,117927,32911,21028,62024,57756,70,50,50,49441,70,24695,26308,9167,49531,4769,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,104512,161276,623145,740791,447041,24775,22892,28843,50242,89985,25537,2164,3286,50803,4298,26869,35526,33772,56895,45303,51068,51092,85824,50188,51068,47908,5791312,739890,788919,63025,462710,38142801,45238650,74894426,526387,24775,55522,11912,88893,57095,70,51,50,50603,60,24896,25677,11401,49381,3547,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,109171,159844,641900,768683,443606,24385,23353,28702,51654,76401,24475,2154,3767,50703,4288,27070,35175,33011,57937,42929,51068,51092,85824,50188,51068,47978,5779340,744107,789761,57165,466447,38745678,46245200,75088492,494850,28192,25477,14547,78484,56274,111,50,70,49852,60,24886,25166,11642,51634,3507,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,106265,160455,618837,751902,328263,24716,24044,28433,51485,77483,24675,2194,3687,51114,4278,27510,32700,33231,57486,43069,51068,51092,85824,50188,51068,51394,5803284,729030,763283,60421,509637,38930728,44564502,80559766,491363,23092,25466,6261,50834,57045,70,50,50,49471,60,24725,26118,9939,49782,3807,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,140028,159092,665303,756600,337420,24405,22552,30226,51746,77081,24265,2265,3677,51345,4298,26429,35135,33652,57395,42298,51068,51092,85824,50188,51068,52747,5846704,758744,799218,56664,543088,38629896,44963094,73205061,555130,26519,26870,51114,50793,65179,80,50,51,50763,161,24755,24525,3907,49271,3467,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,118517,198194,736974,707570,338031,24595,24174,29804,52136,77412,24595,2244,3627,51645,4428,27240,36016,34694,57847,43439,52544,52568,86828,50748,52544,76431,6476821,728969,856324,63407,509105,39736840,48467403,80984967,601215,117156,27611,13415,52607,58597,70,71,50,63366,60,24705,26790,5400,49671,3847,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,144065,162940,910233,960706,461769,24886,23483,43840,52396,77171,24765,2274,3366,51124,5239,27220,34814,33281,57416,43670,52544,52568,86828,50748,52544,58347,6512948,756139,798888,63647,509797,41987606,47818601,80570315,529092,27050,65630,11972,98040,57586,70,50,50,49851,60,25026,25838,14296,50673,3607,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,133325,163000,685179,817372,408230,24595,23744,33241,51264,91127,24665,2234,3486,51254,4428,27160,35516,34383,59520,45313,52544,52568,86828,50748,52544,65681,6303113,784532,798908,62725,496241,40707333,48141965,78291538,564507,29014,30847,17102,91959,57406,80,50,50,53989,90,24755,26058,12433,49771,3496,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,108249,164823,639255,857295,342649,27741,23743,30616,51654,78073,27701,2224,3527,57666,4458,27290,34804,32890,62675,44692,52544,52568,86828,50748,52544,60952,7174924,834473,1086236,64058,559078,41874398,47706255,79735952,527209,26568,28753,11241,58939,62826,70,50,50,49851,812,28032,28513,5180,55963,6091,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,150136,164893,696841,883173,351275,24785,23113,32620,52347,78424,24876,2244,4188,54119,5250,27290,35566,32920,57054,45393,52544,52568,86828,50748,52544,53699,6364916,911525,1205455,58056,561742,42262611,48344136,81230008,549219,26950,27971,52316,51144,59470,70,50,50,50854,281,25717,25857,3887,50433,3887,
21.000000, 1723.000000, 1723.000000, 4117.000000, 0.517803, 0.001387,94925,144345,804338,782197,428688,15719,15348,22080,40364,66872,15809,2394,3747,38300,4729,17242,23423,27130,46285,29564,56300,56324,92304,54593,56300,61133,6839599,816080,1019253,43170,482567,44598434,52196646,90947184,459284,105935,19286,13014,40885,47327,80,51,50,36968,60,15929,16630,5380,42138,4228,
21.000000, 1723.000000, 1723.000000, 4117.000000, 0.517803, 0.001387,96988,146259,727236,824545,494098,15739,14547,19827,39823,66502,16580,2404,3887,39092,4739,17142,23242,24255,47398,31437,56300,56324,92304,54593,56300,37058,6922180,868255,886579,53739,387422,46194006,52249092,89704279,461789,16099,48298,12373,77853,46496,81,50,50,37539,50,21600,15589,12944,39693,3967,
21.000000, 1723.000000, 1723.000000, 4117.000000, 0.517803, 0.001387,100585,178208,914621,836166,800110,15538,14006,23723,39563,70650,15869,5290,7023,41827,9007,27731,24425,26118,46666,31959,56300,56324,92304,54593,56300,44431,11855064,804719,909281,54971,525636,44444611,53795042,90339407,549981,18254,23273,15869,87080,46135,140,50,60,51284,150,20809,15789,12302,53568,5350,
21.000000, 1723.000000, 1723.000000, 4117.000000, 0.517803, 0.001387,97379,254538,1280423,765817,645657,15709,16971,25136,40044,67123,21249,2395,3928,39192,8686,18645,29695,23543,47968,30596,56300,56324,92304,54593,56300,62194,7387084,1029963,1316650,55702,440349,51788676,58623446,98107230,556021,18013,22051,8085,54180,75178,80,51,60,50012,90,16020,21589,8045,39813,6191,
