Matrix Number, Sparsity, Redundancy, CSF1 Size, CSF2 Size, CSF3 Size
1877, 19, 78, 423852, 547632, 370398
1878, 19, 79, 427228, 552680, 373835
1879, 19, 80, 424356, 551140, 372981
1880, 19, 81, 425356, 553120, 374048
1881, 19, 82, 427644, 556136, 376370
1882, 19, 83, 424300, 553696, 375144
1883, 19, 84, 427060, 557556, 377651
1884, 19, 85, 426388, 557436, 377669
1885, 19, 86, 426556, 559968, 379599
1886, 19, 87, 426244, 559644, 379742
1887, 19, 88, 422932, 557420, 378335
1888, 19, 89, 424052, 559284, 379498
1889, 19, 90, 424532, 560220, 380321
1890, 19, 91, 423748, 561564, 381284
1891, 19, 92, 424780, 561848, 381460
1892, 19, 93, 424052, 563980, 383596
1893, 19, 94, 422060, 561640, 382094
1894, 19, 95, 424444, 564568, 383604
1895, 19, 96, 424532, 565868, 384655
1896, 19, 97, 425196, 567496, 386147
1897, 19, 98, 424292, 567396, 386029
1898, 19, 99, 424324, 568604, 386939
1899, 19, 100, 429108, 574940, 391366
1900, 20, 1, 405004, 240512, 72235
1901, 20, 2, 404900, 248460, 79974
1902, 20, 3, 405132, 256576, 92469
1903, 20, 4, 404508, 264264, 106428
1904, 20, 5, 404564, 272292, 122357
1905, 20, 6, 401700, 278828, 133343
1906, 20, 7, 405020, 288496, 146011
1907, 20, 8, 405092, 296428, 156006
1908, 20, 9, 401908, 302708, 164225
1909, 20, 10, 403956, 311540, 173135
1910, 20, 11, 403604, 318860, 180236
1911, 20, 12, 404204, 326696, 188443
1912, 20, 13, 403764, 333604, 194576
1913, 20, 14, 403364, 340708, 201692
1914, 20, 15, 403436, 347512, 207934
1915, 20, 16, 403484, 354240, 213403
1916, 20, 17, 405156, 361580, 219901
1917, 20, 18, 403652, 366796, 224736
1918, 20, 19, 402012, 372160, 229677
1919, 20, 20, 404004, 378612, 234722
1920, 20, 21, 402644, 383068, 238706
1921, 20, 22, 403548, 389744, 244019
1922, 20, 23, 404556, 395352, 249004
1923, 20, 24, 402668, 399880, 252704
1924, 20, 25, 403140, 404524, 256832
1925, 20, 26, 401484, 408952, 260765
1926, 20, 27, 406892, 415600, 265541
1927, 20, 28, 403540, 418396, 268442
1928, 20, 29, 403396, 422212, 271648
1929, 20, 30, 404468, 426860, 274986
1930, 20, 31, 406036, 431444, 278843
1931, 20, 32, 402412, 432240, 279971
1932, 20, 33, 404884, 438068, 284239
1933, 20, 34, 401500, 439704, 286011
1934, 20, 35, 405756, 446256, 290913
1935, 20, 36, 405396, 450524, 294171
1936, 20, 37, 407076, 454444, 297370
1937, 20, 38, 403476, 453444, 297197
1938, 20, 39, 401228, 455952, 299538
1939, 20, 40, 407156, 463020, 304248
1940, 20, 41, 404724, 463748, 305179
1941, 20, 42, 403148, 465016, 306491
1942, 20, 43, 404436, 468676, 309187
1943, 20, 44, 402388, 470132, 310759
1944, 20, 45, 403092, 474004, 313935
1945, 20, 46, 404044, 475656, 314886
1946, 20, 47, 402700, 477336, 316678
1947, 20, 48, 404236, 481008, 319226
1948, 20, 49, 407404, 484488, 321357
1949, 20, 50, 404932, 485836, 323063
1950, 20, 51, 404900, 487772, 324429
1951, 20, 52, 406996, 491444, 327172
1952, 20, 53, 405164, 491464, 327657
1953, 20, 54, 405052, 494056, 329683
1954, 20, 55, 408692, 499228, 333193
1955, 20, 56, 404588, 497768, 333090
1956, 20, 57, 402588, 497208, 332461
1957, 20, 58, 404116, 501124, 335591
1958, 20, 59, 403900, 501952, 336086
1959, 20, 60, 405692, 503992, 337895
1960, 20, 61, 404588, 506136, 339797
1961, 20, 62, 406388, 508684, 341067
1962, 20, 63, 405380, 509572, 342395
1963, 20, 64, 406276, 512204, 344044
1964, 20, 65, 403028, 511116, 343865
1965, 20, 66, 401636, 511404, 344254
1966, 20, 67, 401044, 510588, 343776
1967, 20, 68, 404796, 515992, 347340
1968, 20, 69, 402492, 514160, 346275
1969, 20, 70, 403700, 518412, 349293
1970, 20, 71, 406252, 521536, 351573
1971, 20, 72, 401932, 517864, 349446
1972, 20, 73, 405564, 523208, 353017
1973, 20, 74, 403244, 523392, 353781
1974, 20, 75, 401996, 522488, 353019
1975, 20, 76, 404884, 526396, 355812
1976, 20, 77, 403212, 525336, 354935
1977, 20, 78, 406636, 530552, 358949
1978, 20, 79, 404292, 527636, 357316
1979, 20, 80, 404684, 530744, 358976
1980, 20, 81, 404948, 531484, 360305
1981, 20, 82, 402060, 528592, 357871
1982, 20, 83, 407340, 535504, 363078
1983, 20, 84, 404772, 534332, 361992
1984, 20, 85, 399308, 528984, 358631
1985, 20, 86, 402572, 534176, 362907
1986, 20, 87, 406964, 539596, 366025
1987, 20, 88, 405428, 539340, 366455
1988, 20, 89, 406740, 541140, 367236
1989, 20, 90, 403780, 538484, 365900
1990, 20, 91, 401812, 538348, 366083
1991, 20, 92, 404892, 541496, 367886
1992, 20, 93, 404796, 541624, 368134
1993, 20, 94, 402748, 541104, 368077
1994, 20, 95, 404460, 543960, 369992
1995, 20, 96, 407412, 547852, 372636
1996, 20, 97, 404788, 545940, 371385
1997, 20, 98, 404748, 547352, 372483
1998, 20, 99, 403308, 544760, 371141
1999, 20, 100, 403292, 545120, 370926
2000, 21, 1, 383804, 229912, 69496
2001, 21, 2, 387100, 239560, 77283
2002, 21, 3, 385380, 246700, 90102
2003, 21, 4, 386116, 255068, 105131
2004, 21, 5, 389932, 264976, 118844
2005, 21, 6, 384860, 270440, 131484
2006, 21, 7, 385972, 278948, 142574
2007, 21, 8, 382220, 284968, 151836
2008, 21, 9, 385748, 294524, 160765
2009, 21, 10, 386044, 302344, 169563
2010, 21, 11, 385172, 309532, 176622
2011, 21, 12, 384556, 316664, 184234
2012, 21, 13, 385228, 324088, 190894
2013, 21, 14, 383268, 329684, 196286
2014, 21, 15, 382076, 335880, 201568
2015, 21, 16, 382524, 342816, 207935
2016, 21, 17, 384980, 350140, 214167
2017, 21, 18, 386292, 356980, 219496
2018, 21, 19, 384580, 361676, 223636
2019, 21, 20, 385652, 368300, 229274
2020, 21, 21, 383308, 372192, 233008
2021, 21, 22, 383540, 377188, 237409
2022, 21, 23, 385308, 384048, 242527
2023, 21, 24, 387940, 390444, 247808
2024, 21, 25, 387004, 393904, 250806
2025, 21, 26, 382468, 396076, 253167
2026, 21, 27, 385316, 401276, 257091
2027, 21, 28, 384852, 405788, 261157
2028, 21, 29, 386916, 410836, 264389
2029, 21, 30, 385764, 414252, 267766
2030, 21, 31, 388660, 419436, 271833
2031, 21, 32, 387108, 421996, 274030
2032, 21, 33, 386204, 425112, 276427
2033, 21, 34, 386132, 427788, 278726
2034, 21, 35, 384388, 430908, 281668
2035, 21, 36, 385180, 434048, 283700
2036, 21, 37, 385428, 437300, 286814
2037, 21, 38, 387804, 442024, 290030
2038, 21, 39, 388164, 445468, 292853
2039, 21, 40, 386652, 446424, 293958
2040, 21, 41, 384028, 448032, 295453
2041, 21, 42, 384612, 450164, 297321
2042, 21, 43, 384612, 451948, 298438
2043, 21, 44, 386732, 457496, 302865
2044, 21, 45, 385684, 457740, 303443
2045, 21, 46, 384948, 459972, 304978
2046, 21, 47, 382052, 460436, 305909
2047, 21, 48, 384060, 463784, 308004
2048, 21, 49, 385124, 466460, 310562
2049, 21, 50, 383916, 467184, 311375
2050, 21, 51, 384348, 470240, 313766
2051, 21, 52, 382036, 470548, 314110
2052, 21, 53, 386020, 474796, 316865
2053, 21, 54, 386156, 475584, 317586
2054, 21, 55, 386068, 478212, 320033
2055, 21, 56, 385836, 480624, 321537
2056, 21, 57, 386748, 482544, 323377
2057, 21, 58, 384028, 481648, 322765
2058, 21, 59, 384740, 484244, 324787
2059, 21, 60, 384180, 484884, 325510
2060, 21, 61, 383372, 485592, 325989
2061, 21, 62, 382220, 485720, 326640
2062, 21, 63, 388180, 492316, 330903
2063, 21, 64, 384276, 490036, 329529
2064, 21, 65, 385764, 493356, 332016
2065, 21, 66, 382356, 491516, 331217
2066, 21, 67, 385076, 495140, 333434
2067, 21, 68, 387860, 500020, 337338
2068, 21, 69, 382804, 494532, 333595
2069, 21, 70, 383396, 497828, 335876
2070, 21, 71, 384908, 500392, 337833
2071, 21, 72, 387988, 504396, 340590
2072, 21, 73, 384580, 501508, 338698
2073, 21, 74, 385524, 505068, 341584
2074, 21, 75, 385812, 504988, 341237
2075, 21, 76, 387620, 508516, 343814
2076, 21, 77, 383788, 504984, 341497
2077, 21, 78, 383668, 506724, 342698
2078, 21, 79, 384772, 508548, 344310
2079, 21, 80, 387804, 513080, 347582
2080, 21, 81, 382964, 508124, 344347
2081, 21, 82, 383620, 509524, 345381
2082, 21, 83, 387724, 515600, 349812
2083, 21, 84, 385332, 513508, 348147
2084, 21, 85, 385700, 514780, 349382
2085, 21, 86, 384012, 513592, 348737
2086, 21, 87, 384596, 515044, 349599
2087, 21, 88, 386084, 516924, 350868
2088, 21, 89, 385076, 518060, 352262
2089, 21, 90, 387132, 521488, 354811
2090, 21, 91, 384668, 518664, 352298
2091, 21, 92, 386740, 521580, 354024
2092, 21, 93, 385788, 521504, 354688
2093, 21, 94, 384468, 521276, 354438
2094, 21, 95, 384484, 521964, 355140
2095, 21, 96, 385444, 523076, 356025
2096, 21, 97, 385068, 523856, 356727
2097, 21, 98, 383268, 522732, 356024
2098, 21, 99, 385956, 526060, 358311
2099, 21, 100, 382820, 522724, 355935
2100, 22, 1, 366996, 221508, 67427
2101, 22, 2, 368260, 230140, 75598
2102, 22, 3, 365980, 237000, 88299
2103, 22, 4, 367844, 245932, 102963
2104, 22, 5, 369756, 254888, 118222
2105, 22, 6, 369556, 262780, 129804
2106, 22, 7, 368284, 270016, 140113
2107, 22, 8, 367956, 277756, 149048
2108, 22, 9, 365468, 284344, 157191
2109, 22, 10, 369196, 293808, 166100
2110, 22, 11, 367124, 300212, 172958
2111, 22, 12, 370228, 308828, 180463
2112, 22, 13, 367124, 314340, 186059
2113, 22, 14, 367772, 321592, 192245
2114, 22, 15, 366692, 327292, 197850
2115, 22, 16, 367980, 334392, 203815
2116, 22, 17, 366780, 340480, 209208
2117, 22, 18, 367820, 346360, 214488
2118, 22, 19, 369772, 353264, 219729
2119, 22, 20, 368284, 357328, 223608
2120, 22, 21, 364652, 360568, 226705
2121, 22, 22, 369908, 369300, 233255
2122, 22, 23, 369396, 373524, 236964
2123, 22, 24, 369492, 378116, 240476
2124, 22, 25, 369228, 381960, 243849
2125, 22, 26, 366868, 385156, 247037
2126, 22, 27, 366804, 389588, 250415
2127, 22, 28, 366668, 392880, 253475
2128, 22, 29, 369180, 398680, 257828
2129, 22, 30, 366732, 400304, 259120
2130, 22, 31, 365492, 402772, 261630
2131, 22, 32, 363444, 404596, 263202
2132, 22, 33, 365644, 410248, 267777
2133, 22, 34, 369084, 415752, 271623
2134, 22, 35, 365052, 416680, 273142
2135, 22, 36, 364556, 418016, 274173
2136, 22, 37, 370852, 425564, 279336
2137, 22, 38, 370116, 427852, 281491
2138, 22, 39, 366492, 427168, 281732
2139, 22, 40, 366484, 430684, 284055
2140, 22, 41, 366436, 432468, 285585
2141, 22, 42, 367892, 436908, 289090
2142, 22, 43, 365252, 436660, 289366
2143, 22, 44, 368588, 441800, 293143
2144, 22, 45, 368572, 444128, 295208
2145, 22, 46, 367140, 443732, 294493
2146, 22, 47, 369876, 448204, 297652
2147, 22, 48, 366876, 448632, 298605
2148, 22, 49, 370652, 453384, 301873
2149, 22, 50, 370212, 456020, 304230
2150, 22, 51, 366372, 453604, 302925
2151, 22, 52, 370780, 459240, 306827
2152, 22, 53, 368540, 459496, 307355
2153, 22, 54, 367892, 460348, 308013
2154, 22, 55, 367092, 461388, 308866
2155, 22, 56, 366836, 462516, 309887
2156, 22, 57, 367324, 464528, 311408
2157, 22, 58, 368588, 466992, 313263
2158, 22, 59, 370212, 470548, 315922
2159, 22, 60, 367628, 468336, 314559
2160, 22, 61, 365116, 467800, 314474
2161, 22, 62, 366916, 471708, 317133
2162, 22, 63, 365396, 471428, 317164
2163, 22, 64, 368348, 474840, 319487
2164, 22, 65, 369244, 476968, 321354
2165, 22, 66, 364244, 473956, 319631
2166, 22, 67, 368012, 478424, 322710
2167, 22, 68, 369860, 480980, 324617
2168, 22, 69, 368356, 480460, 324276
2169, 22, 70, 369124, 483524, 326285
2170, 22, 71, 367972, 482860, 326225
2171, 22, 72, 367604, 483708, 327092
2172, 22, 73, 365020, 482168, 326271
2173, 22, 74, 366460, 484432, 327495
2174, 22, 75, 369964, 489568, 331231
2175, 22, 76, 366252, 486016, 328896
2176, 22, 77, 366596, 488372, 330685
2177, 22, 78, 366684, 488184, 330675
2178, 22, 79, 365212, 486608, 329512
2179, 22, 80, 366196, 489716, 331642
2180, 22, 81, 368676, 493452, 334575
2181, 22, 82, 366700, 493096, 334590
2182, 22, 83, 368676, 494140, 335427
2183, 22, 84, 367804, 495704, 336260
2184, 22, 85, 366908, 494328, 335527
2185, 22, 86, 364932, 493492, 334932
2186, 22, 87, 367996, 496808, 337619
2187, 22, 88, 368756, 498004, 338438
2188, 22, 89, 366700, 497792, 338191
2189, 22, 90, 366132, 497772, 338242
2190, 22, 91, 367428, 499268, 339481
2191, 22, 92, 368308, 501852, 341270
2192, 22, 93, 367436, 501952, 341696
2193, 22, 94, 363716, 497620, 338609
2194, 22, 95, 370372, 505676, 344158
2195, 22, 96, 365324, 500944, 341072
2196, 22, 97, 366396, 503256, 342755
2197, 22, 98, 368644, 506780, 345392
2198, 22, 99, 366124, 503112, 342668
2199, 22, 100, 365316, 503636, 343109
2200, 23, 1, 352788, 214404, 65619
2201, 23, 2, 351668, 221844, 73690
2202, 23, 3, 354220, 231120, 86870
2203, 23, 4, 351820, 237920, 101665
2204, 23, 5, 348644, 244332, 115365
2205, 23, 6, 352700, 254344, 127296
2206, 23, 7, 350612, 261180, 137089
2207, 23, 8, 349892, 268636, 146058
2208, 23, 9, 355260, 279016, 155252
2209, 23, 10, 348004, 282908, 161469
2210, 23, 11, 351380, 292044, 169364
2211, 23, 12, 347268, 296868, 174823
2212, 23, 13, 355948, 308480, 183594
2213, 23, 14, 353196, 313888, 188760
2214, 23, 15, 354868, 321188, 194984
2215, 23, 16, 351348, 325308, 199420
2216, 23, 17, 352652, 331952, 204666
2217, 23, 18, 353532, 338128, 209867
2218, 23, 19, 351668, 342764, 213871
2219, 23, 20, 351820, 347800, 218078
2220, 23, 21, 351508, 352924, 222764
2221, 23, 22, 352804, 357308, 226756
2222, 23, 23, 353452, 362856, 230635
2223, 23, 24, 349124, 365068, 233657
2224, 23, 25, 349764, 369100, 236329
2225, 23, 26, 350428, 373400, 240083
2226, 23, 27, 352588, 379808, 245153
2227, 23, 28, 352524, 383008, 247630
2228, 23, 29, 350204, 385328, 249645
2229, 23, 30, 351852, 389096, 252545
2230, 23, 31, 352772, 393588, 256172
2231, 23, 32, 351116, 395456, 257893
2232, 23, 33, 355092, 400980, 261795
2233, 23, 34, 351852, 402152, 263035
2234, 23, 35, 349460, 403756, 264984
2235, 23, 36, 348684, 405448, 266384
2236, 23, 37, 352580, 411052, 270456
2237, 23, 38, 351788, 413144, 272308
2238, 23, 39, 352468, 416060, 274310
2239, 23, 40, 353068, 418776, 276523
2240, 23, 41, 352612, 421252, 278521
2241, 23, 42, 348316, 419384, 278005
2242, 23, 43, 351196, 424256, 281455
2243, 23, 44, 351004, 427008, 283618
2244, 23, 45, 352076, 429080, 285052
2245, 23, 46, 350228, 429532, 285500
2246, 23, 47, 353132, 434416, 289386
2247, 23, 48, 351812, 435356, 290299
2248, 23, 49, 353700, 438956, 293119
2249, 23, 50, 351100, 437432, 292037
2250, 23, 51, 349108, 437948, 292645
2251, 23, 52, 350148, 439964, 294154
2252, 23, 53, 352612, 444516, 297349
2253, 23, 54, 351804, 445016, 298047
2254, 23, 55, 349492, 445092, 298384
2255, 23, 56, 349836, 445984, 299126
2256, 23, 57, 351188, 449148, 301660
2257, 23, 58, 352692, 451196, 302833
2258, 23, 59, 352788, 451492, 302860
2259, 23, 60, 351884, 453456, 304771
2260, 23, 61, 350324, 452804, 304638
2261, 23, 62, 354084, 457540, 307722
2262, 23, 63, 351380, 457348, 308087
2263, 23, 64, 353740, 459984, 309417
2264, 23, 65, 353548, 460672, 310766
2265, 23, 66, 353052, 462368, 312011
2266, 23, 67, 353644, 463112, 312667
2267, 23, 68, 353388, 464448, 313397
2268, 23, 69, 352244, 464044, 313547
2269, 23, 70, 350628, 463708, 313365
2270, 23, 71, 353252, 466732, 315181
2271, 23, 72, 354556, 469472, 317531
2272, 23, 73, 351780, 467300, 316081
2273, 23, 74, 352716, 470112, 318364
2274, 23, 75, 351452, 470136, 318557
2275, 23, 76, 353476, 472892, 319985
2276, 23, 77, 350820, 470956, 319125
2277, 23, 78, 350012, 469864, 318143
2278, 23, 79, 352100, 474964, 322098
2279, 23, 80, 351676, 474072, 321500
2280, 23, 81, 350292, 473068, 320819
2281, 23, 82, 350916, 474796, 322216
2282, 23, 83, 350908, 475760, 323113
2283, 23, 84, 352500, 479044, 325183
2284, 23, 85, 351436, 478280, 324901
2285, 23, 86, 349204, 476220, 323245
2286, 23, 87, 351924, 479732, 326063
2287, 23, 88, 349500, 477384, 324502
2288, 23, 89, 351156, 479516, 325894
2289, 23, 90, 355676, 486080, 330310
2290, 23, 91, 349692, 479192, 326149
2291, 23, 92, 349892, 480572, 326914
2292, 23, 93, 353252, 485228, 330362
2293, 23, 94, 350844, 482328, 328083
2294, 23, 95, 351140, 484116, 329282
2295, 23, 96, 350660, 483708, 329488
2296, 23, 97, 350324, 484876, 330405
2297, 23, 98, 350228, 484980, 330450
2298, 23, 99, 351292, 487472, 332217
2299, 23, 100, 351572, 487324, 331817
2300, 24, 1, 336172, 206096, 63680
2301, 24, 2, 338228, 215124, 73547
2302, 24, 3, 336844, 222424, 87334
2303, 24, 4, 337324, 230672, 102059
2304, 24, 5, 339084, 239536, 115204
2305, 24, 6, 336852, 246396, 125934
2306, 24, 7, 339300, 255476, 136168
2307, 24, 8, 334820, 261060, 143610
2308, 24, 9, 337204, 269932, 152830
2309, 24, 10, 336780, 277312, 159135
2310, 24, 11, 335068, 283392, 165780
2311, 24, 12, 338076, 292472, 173153
2312, 24, 13, 335796, 297404, 178455
2313, 24, 14, 335532, 303816, 183744
2314, 24, 15, 336876, 311248, 190480
2315, 24, 16, 338324, 317868, 195238
2316, 24, 17, 337772, 322904, 199836
2317, 24, 18, 337404, 328592, 204355
2318, 24, 19, 337756, 334016, 209463
2319, 24, 20, 338316, 339864, 214091
2320, 24, 21, 339508, 345636, 218851
2321, 24, 22, 336388, 347580, 220759
2322, 24, 23, 335356, 352088, 224863
2323, 24, 24, 338972, 358024, 229188
2324, 24, 25, 338292, 361004, 231711
2325, 24, 26, 338452, 366188, 235864
2326, 24, 27, 339364, 370644, 239640
2327, 24, 28, 338044, 372704, 241334
2328, 24, 29, 338724, 376356, 244269
2329, 24, 30, 337436, 378656, 246315
2330, 24, 31, 337212, 381328, 248695
2331, 24, 32, 338980, 385764, 251768
2332, 24, 33, 337172, 387764, 253955
2333, 24, 34, 337084, 390032, 255760
2334, 24, 35, 335468, 393128, 258528
2335, 24, 36, 336532, 395428, 260188
2336, 24, 37, 339156, 400420, 263762
2337, 24, 38, 336892, 402000, 265591
2338, 24, 39, 337388, 402864, 265980
2339, 24, 40, 338660, 406636, 269097
2340, 24, 41, 338660, 409468, 271223
2341, 24, 42, 339332, 411980, 273393
2342, 24, 43, 336244, 411356, 273032
2343, 24, 44, 336396, 413600, 274914
2344, 24, 45, 337068, 416104, 276542
2345, 24, 46, 336652, 418112, 278443
2346, 24, 47, 338124, 420664, 280214
2347, 24, 48, 334716, 418824, 279294
2348, 24, 49, 336540, 421784, 281812
2349, 24, 50, 336324, 423748, 283080
2350, 24, 51, 337700, 426740, 285439
2351, 24, 52, 337756, 428576, 286820
2352, 24, 53, 340380, 432064, 289419
2353, 24, 54, 338460, 431552, 289114
2354, 24, 55, 340148, 435476, 291962
2355, 24, 56, 336796, 433240, 290551
2356, 24, 57, 337884, 434864, 291721
2357, 24, 58, 337844, 437284, 293844
2358, 24, 59, 339036, 439616, 295584
2359, 24, 60, 336036, 437532, 294167
2360, 24, 61, 337308, 439504, 295782
2361, 24, 62, 339884, 443648, 298452
2362, 24, 63, 338364, 443352, 298435
2363, 24, 64, 337540, 442476, 298235
2364, 24, 65, 338276, 446204, 300969
2365, 24, 66, 338332, 447528, 302116
2366, 24, 67, 340148, 448972, 302965
2367, 24, 68, 337188, 448404, 302897
2368, 24, 69, 336788, 448796, 303177
2369, 24, 70, 336332, 448864, 303255
2370, 24, 71, 335484, 448904, 303153
2371, 24, 72, 337228, 451240, 305304
2372, 24, 73, 339148, 454344, 307377
2373, 24, 74, 335644, 452144, 306125
2374, 24, 75, 338212, 455924, 308611
2375, 24, 76, 335860, 453892, 307261
2376, 24, 77, 336636, 455808, 308848
2377, 24, 78, 340164, 460620, 312287
2378, 24, 79, 336300, 456448, 309344
2379, 24, 80, 337924, 458220, 310606
2380, 24, 81, 334052, 454900, 308617
2381, 24, 82, 336660, 458956, 311350
2382, 24, 83, 336860, 460392, 312453
2383, 24, 84, 336644, 460636, 312572
2384, 24, 85, 335732, 460132, 312400
2385, 24, 86, 336172, 462320, 314168
2386, 24, 87, 336756, 462796, 314334
2387, 24, 88, 337316, 465300, 316264
2388, 24, 89, 337692, 464968, 316100
2389, 24, 90, 337596, 466168, 316927
2390, 24, 91, 335148, 462984, 314567
2391, 24, 92, 336468, 465780, 316922
2392, 24, 93, 338732, 469496, 319307
2393, 24, 94, 337716, 469628, 319611
2394, 24, 95, 338284, 469488, 319554
2395, 24, 96, 337204, 469124, 319350
2396, 24, 97, 340780, 473976, 322970
2397, 24, 98, 337524, 471212, 321006
2398, 24, 99, 336620, 470328, 320538
2399, 24, 100, 338844, 473456, 322491
2400, 25, 1, 323404, 199712, 61946
2401, 25, 2, 327020, 209520, 71410
2402, 25, 3, 324556, 216288, 84751
2403, 25, 4, 323316, 223660, 99417
2404, 25, 5, 323916, 231960, 111737
2405, 25, 6, 322500, 239172, 123337
2406, 25, 7, 324212, 247892, 133045
2407, 25, 8, 325228, 256056, 141681
2408, 25, 9, 323980, 263064, 148949
2409, 25, 10, 324508, 270680, 156555
2410, 25, 11, 324676, 278052, 163205
2411, 25, 12, 322716, 283672, 168694
2412, 25, 13, 324692, 291476, 175020
2413, 25, 14, 326340, 298676, 180997
2414, 25, 15, 326284, 305120, 186999
2415, 25, 16, 325116, 310000, 191444
2416, 25, 17, 324076, 315352, 196082
2417, 25, 18, 322252, 319584, 200453
2418, 25, 19, 323612, 325160, 204553
2419, 25, 20, 326044, 331448, 209495
2420, 25, 21, 324884, 335868, 213206
2421, 25, 22, 324404, 339372, 216490
2422, 25, 23, 327028, 345892, 220663
2423, 25, 24, 322372, 347420, 223093
2424, 25, 25, 324100, 351636, 226223
2425, 25, 26, 324196, 355708, 229711
2426, 25, 27, 324708, 359188, 232321
2427, 25, 28, 324244, 362356, 235223
2428, 25, 29, 323612, 365376, 237621
2429, 25, 30, 324388, 368956, 240494
2430, 25, 31, 324404, 370556, 241984
2431, 25, 32, 324252, 375232, 245568
2432, 25, 33, 322316, 375992, 246529
2433, 25, 34, 325292, 381216, 250390
2434, 25, 35, 323492, 382100, 251219
2435, 25, 36, 324820, 386052, 254275
2436, 25, 37, 324908, 389048, 256679
2437, 25, 38, 325716, 391164, 258420
2438, 25, 39, 320820, 388732, 257234
2439, 25, 40, 321732, 392492, 260116
2440, 25, 41, 322972, 395232, 261877
2441, 25, 42, 322836, 397916, 264441
2442, 25, 43, 322580, 399340, 265384
2443, 25, 44, 323140, 401164, 267015
2444, 25, 45, 326788, 406156, 270374
2445, 25, 46, 322756, 404444, 269449
2446, 25, 47, 325356, 407888, 271985
2447, 25, 48, 324668, 409496, 273490
2448, 25, 49, 326900, 414140, 276757
2449, 25, 50, 323884, 412056, 275424
2450, 25, 51, 327636, 416764, 279042
2451, 25, 52, 321492, 412372, 275919
2452, 25, 53, 324164, 417140, 279407
2453, 25, 54, 322292, 415500, 278609
2454, 25, 55, 327044, 422124, 283257
2455, 25, 56, 323772, 420152, 282165
2456, 25, 57, 324084, 421940, 283539
2457, 25, 58, 321212, 419640, 281941
2458, 25, 59, 326908, 426624, 286851
2459, 25, 60, 321836, 423392, 284874
2460, 25, 61, 324716, 428352, 288548
2461, 25, 62, 322804, 426508, 287246
2462, 25, 63, 324436, 429124, 289273
2463, 25, 64, 326308, 432564, 291537
2464, 25, 65, 322284, 429432, 289713
2465, 25, 66, 322924, 431592, 291536
2466, 25, 67, 323436, 433200, 292486
2467, 25, 68, 324900, 436188, 294808
2468, 25, 69, 322620, 433048, 292594
2469, 25, 70, 321940, 433580, 293289
2470, 25, 71, 323260, 435248, 294308
2471, 25, 72, 322396, 436512, 295493
2472, 25, 73, 325260, 440624, 298423
2473, 25, 74, 323252, 438844, 296910
2474, 25, 75, 323188, 439276, 297717
2475, 25, 76, 323788, 440456, 298360
2476, 25, 77, 326476, 444704, 301394
2477, 25, 78, 327556, 446084, 302400
2478, 25, 79, 323204, 441836, 299574
2479, 25, 80, 324492, 444688, 301573
2480, 25, 81, 324188, 445368, 302409
2481, 25, 82, 324532, 445468, 302423
2482, 25, 83, 325564, 448592, 304565
2483, 25, 84, 326196, 449092, 305020
2484, 25, 85, 321780, 444812, 302144
2485, 25, 86, 324300, 447968, 304410
2486, 25, 87, 325436, 450080, 305883
2487, 25, 88, 323204, 447076, 303726
2488, 25, 89, 325684, 452284, 307795
2489, 25, 90, 325212, 451912, 307361
2490, 25, 91, 323852, 450232, 306460
2491, 25, 92, 325700, 453572, 308696
2492, 25, 93, 322124, 449904, 306343
2493, 25, 94, 324044, 453184, 308526
2494, 25, 95, 326412, 456696, 311233
2495, 25, 96, 326404, 456252, 310690
2496, 25, 97, 322556, 453192, 308689
2497, 25, 98, 325556, 456260, 311071
2498, 25, 99, 323988, 455372, 310506
2499, 25, 100, 324076, 455520, 310529
2500, 26, 1, 310692, 193356, 60413
2501, 26, 2, 313444, 202732, 70288
2502, 26, 3, 310884, 209452, 84069
2503, 26, 4, 313124, 218572, 98801
2504, 26, 5, 311580, 225784, 110731
2505, 26, 6, 314372, 235092, 121441
2506, 26, 7, 311788, 241632, 130780
2507, 26, 8, 308660, 247676, 138714
2508, 26, 9, 310092, 256048, 146493
2509, 26, 10, 312460, 264488, 153458
2510, 26, 11, 310724, 270804, 160261
2511, 26, 12, 313412, 278972, 166811
2512, 26, 13, 310524, 284016, 171704
2513, 26, 14, 312588, 291568, 178028
2514, 26, 15, 310716, 296528, 182643
2515, 26, 16, 312164, 302500, 187435
2516, 26, 17, 309788, 306880, 191594
2517, 26, 18, 308500, 310564, 194833
2518, 26, 19, 311220, 317740, 200443
2519, 26, 20, 311972, 322580, 204063
2520, 26, 21, 314372, 328588, 208943
2521, 26, 22, 311604, 331276, 211549
2522, 26, 23, 308508, 333200, 213713
2523, 26, 24, 310012, 338256, 217701
2524, 26, 25, 308724, 340716, 219811
2525, 26, 26, 311164, 346152, 223774
2526, 26, 27, 311100, 349896, 226830
2527, 26, 28, 313028, 354956, 230806
2528, 26, 29, 309388, 354040, 230610
2529, 26, 30, 310084, 357852, 233769
2530, 26, 31, 311652, 362332, 237257
2531, 26, 32, 313492, 366236, 240123
2532, 26, 33, 312468, 368684, 242069
2533, 26, 34, 312492, 371136, 244147
2534, 26, 35, 312236, 373048, 245861
2535, 26, 36, 311604, 375124, 247237
2536, 26, 37, 310324, 376580, 248878
2537, 26, 38, 310996, 378972, 250994
2538, 26, 39, 311132, 381032, 252604
2539, 26, 40, 308132, 380628, 252499
2540, 26, 41, 313172, 386684, 256572
