Matrix Number, Sparsity, Redundancy, CSF1 Size, CSF2 Size, CSF3 Size
143, 2, 44, 4004044, 2384032, 978298
144, 2, 45, 4004020, 2392020, 992822
145, 2, 46, 4004020, 2400020, 1010110
146, 2, 47, 4004028, 2408008, 1024410
147, 2, 48, 4003996, 2415992, 1043317
148, 2, 49, 4004028, 2424008, 1054789
149, 2, 50, 4003988, 2431988, 1066329
150, 2, 51, 4004012, 2440016, 1077659
151, 2, 52, 4003988, 2447988, 1094349
152, 2, 53, 4003996, 2456000, 1105520
153, 2, 54, 4003980, 2463944, 1120997
154, 2, 55, 4003996, 2471984, 1134328
155, 2, 56, 4003972, 2479916, 1150091
156, 2, 57, 4003996, 2487944, 1159429
157, 2, 58, 4004004, 2495916, 1170313
158, 2, 59, 4004004, 2503908, 1183252
159, 2, 60, 4004012, 2511856, 1193438
160, 2, 61, 4004036, 2519956, 1205202
161, 2, 62, 4004044, 2527872, 1218043
162, 2, 63, 4004012, 2535856, 1233997
163, 2, 64, 4004076, 2543904, 1246901
164, 2, 65, 4004012, 2551736, 1255304
165, 2, 66, 4004076, 2559808, 1265204
166, 2, 67, 4004028, 2567712, 1276769
167, 2, 68, 4004076, 2575784, 1285413
168, 2, 69, 4004044, 2583712, 1296388
169, 2, 70, 4004092, 2591688, 1306588
170, 2, 71, 4004044, 2599496, 1320520
171, 2, 72, 4004100, 2607492, 1334369
172, 2, 73, 4004044, 2615464, 1340917
173, 2, 74, 4004076, 2623496, 1352882
174, 2, 75, 4004052, 2631332, 1359542
175, 2, 76, 4004052, 2639340, 1368616
176, 2, 77, 4004020, 2647036, 1377512
177, 2, 78, 4004012, 2655104, 1389408
178, 2, 79, 4004060, 2662888, 1400144
179, 2, 80, 4003964, 2670880, 1410201
180, 2, 81, 4004060, 2678584, 1420324
181, 2, 82, 4003964, 2686488, 1430167
182, 2, 83, 4004020, 2694596, 1438640
183, 2, 84, 4003988, 2702196, 1447344
184, 2, 85, 4004004, 2710372, 1456947
185, 2, 86, 4003972, 2718044, 1465092
186, 2, 87, 4003980, 2725672, 1474073
187, 2, 88, 4003988, 2733380, 1483625
188, 2, 89, 4003980, 2741344, 1492936
189, 2, 90, 4004004, 2749388, 1499785
190, 2, 91, 4003980, 2757472, 1508618
191, 2, 92, 4004020, 2765028, 1517564
192, 2, 93, 4004012, 2772696, 1525524
193, 2, 94, 4004068, 2780468, 1533875
194, 2, 95, 4003980, 2788096, 1542124
195, 2, 96, 4004100, 2795972, 1551672
196, 2, 97, 4003980, 2803936, 1561396
197, 2, 98, 4004100, 2811188, 1568064
198, 2, 99, 4004028, 2819216, 1575716
199, 2, 100, 4004068, 2826316, 1582884
200, 3, 1, 2672100, 1374060, 355533
201, 3, 2, 2668420, 1380220, 361073
202, 3, 3, 2669796, 1388908, 367245
203, 3, 4, 2673732, 1398876, 373737
204, 3, 5, 2677916, 1408968, 380260
205, 3, 6, 2664908, 1410464, 384634
206, 3, 7, 2673580, 1422800, 391761
207, 3, 8, 2669940, 1428980, 397351
208, 3, 9, 2672844, 1438432, 404129
209, 3, 10, 2672396, 1446208, 410668
210, 3, 11, 2671316, 1453668, 418026
211, 3, 12, 2668644, 1460332, 425612
212, 3, 13, 2663188, 1465604, 433500
213, 3, 14, 2666564, 1475292, 443740
214, 3, 15, 2666324, 1483172, 453798
215, 3, 16, 2674740, 1495380, 464931
216, 3, 17, 2672268, 1502144, 477350
217, 3, 18, 2669740, 1508880, 489669
218, 3, 19, 2672412, 1518216, 504501
219, 3, 20, 2669852, 1524936, 516953
220, 3, 21, 2668260, 1532140, 531478
221, 3, 22, 2666036, 1539028, 544441
222, 3, 23, 2665612, 1546816, 560087
223, 3, 24, 2672012, 1558008, 576572
224, 3, 25, 2674612, 1567316, 589493
225, 3, 26, 2676908, 1576464, 605191
226, 3, 27, 2672740, 1582380, 619680
227, 3, 28, 2669940, 1588980, 635288
228, 3, 29, 2670524, 1597272, 649443
229, 3, 30, 2665828, 1602924, 662101
230, 3, 31, 2671604, 1613812, 678982
231, 3, 32, 2676252, 1624136, 693032
232, 3, 33, 2670436, 1629212, 705334
233, 3, 34, 2669516, 1636768, 719961
234, 3, 35, 2670204, 1645096, 732035
235, 3, 36, 2669084, 1652528, 746754
236, 3, 37, 2671412, 1661700, 761390
237, 3, 38, 2672252, 1670064, 773488
238, 3, 39, 2665764, 1674828, 786012
239, 3, 40, 2674396, 1687136, 796761
240, 3, 41, 2667348, 1691588, 808510
241, 3, 42, 2674924, 1703344, 820038
242, 3, 43, 2668804, 1708276, 831913
243, 3, 44, 2666380, 1715040, 843363
244, 3, 45, 2670756, 1725156, 856482
245, 3, 46, 2671972, 1733748, 866582
246, 3, 47, 2673308, 1742344, 877575
247, 3, 48, 2664980, 1746108, 886687
248, 3, 49, 2667420, 1755264, 899516
249, 3, 50, 2676388, 1767700, 909533
250, 3, 51, 2672204, 1773496, 917923
251, 3, 52, 2670596, 1780524, 928751
252, 3, 53, 2677284, 1791908, 940175
253, 3, 54, 2665860, 1794076, 947494
254, 3, 55, 2675300, 1806532, 958328
255, 3, 56, 2669980, 1811848, 966993
256, 3, 57, 2670420, 1819996, 976981
257, 3, 58, 2670052, 1827668, 985790
258, 3, 59, 2672748, 1836832, 995520
259, 3, 60, 2669340, 1842872, 1003664
260, 3, 61, 2667236, 1849420, 1008900
261, 3, 62, 2670292, 1858948, 1019946
262, 3, 63, 2680564, 1871756, 1030095
263, 3, 64, 2670876, 1874800, 1038226
264, 3, 65, 2669524, 1881724, 1046130
265, 3, 66, 2666604, 1888120, 1055395
266, 3, 67, 2670412, 1897328, 1063792
267, 3, 68, 2670956, 1905704, 1071163
268, 3, 69, 2668612, 1912148, 1078121
269, 3, 70, 2668164, 1919180, 1085918
270, 3, 71, 2667428, 1926396, 1093681
271, 3, 72, 2680476, 1940928, 1104961
272, 3, 73, 2666596, 1941556, 1109035
273, 3, 74, 2676380, 1953664, 1119283
274, 3, 75, 2670084, 1957740, 1123763
275, 3, 76, 2673060, 1966796, 1132240
276, 3, 77, 2672820, 1974524, 1141202
277, 3, 78, 2671212, 1980896, 1146324
278, 3, 79, 2665828, 1986108, 1153027
279, 3, 80, 2672044, 1996216, 1161542
280, 3, 81, 2667364, 2001348, 1168785
281, 3, 82, 2674164, 2011996, 1175698
282, 3, 83, 2674012, 2018576, 1182493
283, 3, 84, 2674596, 2026852, 1190568
284, 3, 85, 2664196, 2028644, 1193883
285, 3, 86, 2670756, 2039292, 1203402
286, 3, 87, 2671212, 2047000, 1210398
287, 3, 88, 2673044, 2054756, 1216656
288, 3, 89, 2674932, 2062700, 1224100
289, 3, 90, 2672628, 2068572, 1231242
290, 3, 91, 2670228, 2074596, 1237242
291, 3, 92, 2671788, 2082936, 1244331
292, 3, 93, 2672020, 2089972, 1250131
293, 3, 94, 2673740, 2097304, 1257338
294, 3, 95, 2672924, 2104040, 1262875
295, 3, 96, 2676804, 2112732, 1270439
296, 3, 97, 2669772, 2116336, 1275428
297, 3, 98, 2670524, 2123776, 1281680
298, 3, 99, 2666588, 2128400, 1286420
299, 3, 100, 2672540, 2137248, 1293235
300, 4, 1, 2004052, 1040036, 272027
301, 4, 2, 2004052, 1048036, 278027
302, 4, 3, 2004028, 1056024, 284024
303, 4, 4, 2004068, 1064044, 290029
304, 4, 5, 2004076, 1072048, 296198
305, 4, 6, 2004028, 1080024, 302234
306, 4, 7, 2004028, 1088024, 309488
307, 4, 8, 2004084, 1096052, 316509
308, 4, 9, 2004092, 1104056, 325081
309, 4, 10, 2004028, 1112024, 333387
310, 4, 11, 2003988, 1120004, 345194
311, 4, 12, 2004068, 1128044, 355605
312, 4, 13, 2004060, 1136040, 370337
313, 4, 14, 2004020, 1144020, 382594
314, 4, 15, 2003980, 1152000, 400235
315, 4, 16, 2004060, 1160040, 413096
316, 4, 17, 2004052, 1168036, 430193
317, 4, 18, 2003980, 1176000, 441587
318, 4, 19, 2003988, 1184004, 459169
319, 4, 20, 2004044, 1192032, 470406
320, 4, 21, 2004036, 1200028, 486867
321, 4, 22, 2003988, 1207996, 500250
322, 4, 23, 2003972, 1215996, 515250
323, 4, 24, 2004020, 1224020, 530085
324, 4, 25, 2004036, 1232012, 542352
325, 4, 26, 2004004, 1240012, 555948
326, 4, 27, 2004004, 1247996, 569563
327, 4, 28, 2004036, 1255988, 580947
328, 4, 29, 2004052, 1264004, 596263
329, 4, 30, 2004004, 1271972, 606671
330, 4, 31, 2004036, 1279924, 619054
331, 4, 32, 2004052, 1287900, 631540
332, 4, 33, 2004036, 1295868, 641762
333, 4, 34, 2004036, 1303860, 652660
334, 4, 35, 2004060, 1311824, 664022
335, 4, 36, 2004028, 1319808, 673287
336, 4, 37, 2004020, 1327604, 683962
337, 4, 38, 2004052, 1335676, 694076
338, 4, 39, 2004084, 1343628, 704443
339, 4, 40, 2004036, 1351492, 714359
340, 4, 41, 2004012, 1359272, 724019
341, 4, 42, 2004020, 1367132, 732025
342, 4, 43, 2004068, 1375108, 740717
343, 4, 44, 2004044, 1382864, 749842
344, 4, 45, 2004004, 1390788, 760013
345, 4, 46, 2003996, 1398576, 768533
346, 4, 47, 2004036, 1406300, 777231
347, 4, 48, 2004020, 1413972, 784151
348, 4, 49, 2004012, 1421920, 793970
349, 4, 50, 2004012, 1429336, 801680
350, 4, 51, 2004012, 1437216, 809449
351, 4, 52, 2004004, 1444716, 816973
352, 4, 53, 2004004, 1452412, 825220
353, 4, 54, 2004012, 1460072, 832501
354, 4, 55, 2003996, 1467344, 840340
355, 4, 56, 2003996, 1475296, 848755
356, 4, 57, 2004020, 1482356, 855627
357, 4, 58, 2004028, 1489688, 862034
358, 4, 59, 2003996, 1497352, 869095
359, 4, 60, 2004012, 1504288, 874657
360, 4, 61, 2004044, 1512240, 884315
361, 4, 62, 2004060, 1519736, 890238
362, 4, 63, 2003988, 1526172, 898658
363, 4, 64, 2004036, 1534108, 904553
364, 4, 65, 2004052, 1541132, 911099
365, 4, 66, 2004044, 1548184, 917371
366, 4, 67, 2003988, 1555500, 924888
367, 4, 68, 2004076, 1562080, 929959
368, 4, 69, 2004092, 1569384, 937454
369, 4, 70, 2004028, 1576392, 943945
370, 4, 71, 2004020, 1583020, 950089
371, 4, 72, 2004100, 1590508, 957182
372, 4, 73, 2004052, 1596924, 963015
373, 4, 74, 2004028, 1604704, 969336
374, 4, 75, 2004060, 1610832, 975532
375, 4, 76, 2004068, 1617532, 980316
376, 4, 77, 2003988, 1624956, 988477
377, 4, 78, 2004028, 1630976, 992280
378, 4, 79, 2004100, 1637948, 999594
379, 4, 80, 2003996, 1644712, 1004159
380, 4, 81, 2004004, 1650412, 1009588
381, 4, 82, 2004012, 1657152, 1015061
382, 4, 83, 2004068, 1664012, 1022716
383, 4, 84, 2003996, 1670456, 1027499
384, 4, 85, 2003996, 1677112, 1034477
385, 4, 86, 2004028, 1682344, 1037456
386, 4, 87, 2004028, 1689400, 1044101
387, 4, 88, 2003996, 1694664, 1048345
388, 4, 89, 2003996, 1700360, 1054411
389, 4, 90, 2004036, 1706908, 1058882
390, 4, 91, 2004036, 1712836, 1064423
391, 4, 92, 2004004, 1719020, 1068464
392, 4, 93, 2004004, 1725636, 1075540
393, 4, 94, 2004060, 1732192, 1081754
394, 4, 95, 2004028, 1737576, 1085387
395, 4, 96, 2004052, 1744068, 1090343
396, 4, 97, 2003980, 1749320, 1095771
397, 4, 98, 2004092, 1754712, 1099893
398, 4, 99, 2004084, 1761068, 1105792
399, 4, 100, 2004004, 1766844, 1110032
400, 5, 1, 1604892, 840456, 222132
401, 5, 2, 1610148, 851084, 228789
402, 5, 3, 1602796, 855408, 233870
403, 5, 4, 1605236, 864628, 240213
404, 5, 5, 1602476, 871248, 245992
405, 5, 6, 1597612, 876816, 251952
406, 5, 7, 1605452, 888736, 260368
407, 5, 8, 1602900, 895460, 268373
408, 5, 9, 1604228, 904124, 278774
409, 5, 10, 1604108, 912064, 290540
410, 5, 11, 1606172, 921096, 302631
411, 5, 12, 1601180, 926600, 317127
412, 5, 13, 1608220, 938120, 332107
413, 5, 14, 1606332, 945176, 346019
414, 5, 15, 1603900, 951960, 361293
415, 5, 16, 1606412, 961216, 376274
416, 5, 17, 1602580, 967300, 390933
417, 5, 18, 1602284, 975152, 404791
418, 5, 19, 1599596, 981800, 419238
419, 5, 20, 1604484, 992252, 433198
420, 5, 21, 1599556, 997780, 445516
421, 5, 22, 1609012, 1010516, 460984
422, 5, 23, 1605580, 1016760, 473102
423, 5, 24, 1604188, 1024040, 485018
424, 5, 25, 1607788, 1033824, 497332
425, 5, 26, 1602148, 1038972, 507822
426, 5, 27, 1608292, 1050044, 520055
427, 5, 28, 1603820, 1055768, 531092
428, 5, 29, 1606508, 1064992, 541515
429, 5, 30, 1605684, 1072580, 550972
430, 5, 31, 1603324, 1079256, 561193
431, 5, 32, 1606612, 1088820, 571814
432, 5, 33, 1600916, 1093844, 580283
433, 5, 34, 1604828, 1103584, 590964
434, 5, 35, 1602900, 1110556, 600081
435, 5, 36, 1604148, 1118900, 608338
436, 5, 37, 1604572, 1126848, 617217
437, 5, 38, 1604964, 1134972, 626192
438, 5, 39, 1597404, 1138864, 633276
439, 5, 40, 1609436, 1152744, 643112
440, 5, 41, 1601884, 1156408, 649590
441, 5, 42, 1598772, 1162476, 656451
442, 5, 43, 1606556, 1174328, 667261
443, 5, 44, 1603964, 1180664, 673962
444, 5, 45, 1605428, 1188740, 682113
445, 5, 46, 1599196, 1193160, 688048
446, 5, 47, 1605724, 1203584, 696469
447, 5, 48, 1603892, 1209756, 702638
448, 5, 49, 1606548, 1218684, 711407
449, 5, 50, 1609060, 1226996, 718712
450, 5, 51, 1603316, 1231628, 724801
451, 5, 52, 1605500, 1239912, 730893
452, 5, 53, 1605612, 1247120, 737091
453, 5, 54, 1601564, 1252480, 743505
454, 5, 55, 1609748, 1263884, 752288
455, 5, 56, 1605076, 1268148, 758269
456, 5, 57, 1606852, 1275988, 763433
457, 5, 58, 1599380, 1278828, 768658
458, 5, 59, 1606836, 1289988, 776786
459, 5, 60, 1608132, 1297340, 784589
460, 5, 61, 1605100, 1301856, 788174
461, 5, 62, 1605076, 1309244, 795139
462, 5, 63, 1605716, 1316356, 800683
463, 5, 64, 1603516, 1321576, 806188
464, 5, 65, 1603604, 1328036, 811872
465, 5, 66, 1601516, 1332912, 817228
466, 5, 67, 1598620, 1338216, 822874
467, 5, 68, 1602836, 1347268, 829380
468, 5, 69, 1606412, 1354856, 834382
469, 5, 70, 1604508, 1360192, 840275
470, 5, 71, 1603052, 1365216, 844567
471, 5, 72, 1600996, 1370068, 849596
472, 5, 73, 1606116, 1379676, 856282
473, 5, 74, 1599852, 1382336, 860586
474, 5, 75, 1603332, 1390004, 866485
475, 5, 76, 1607524, 1398876, 873395
476, 5, 77, 1605236, 1403308, 877083
477, 5, 78, 1604980, 1407580, 881277
478, 5, 79, 1603772, 1413096, 885914
479, 5, 80, 1606844, 1421424, 892659
480, 5, 81, 1607908, 1427788, 898118
481, 5, 82, 1600676, 1428292, 899865
482, 5, 83, 1609260, 1438880, 907332
483, 5, 84, 1605356, 1443416, 911558
484, 5, 85, 1599404, 1445464, 914998
485, 5, 86, 1596140, 1448472, 917870
486, 5, 87, 1610828, 1461488, 925632
487, 5, 88, 1605604, 1464732, 930155
488, 5, 89, 1611460, 1472628, 935197
489, 5, 90, 1606556, 1475648, 938665
490, 5, 91, 1601892, 1478252, 941984
491, 5, 92, 1606500, 1486212, 947631
492, 5, 93, 1605772, 1489760, 951451
493, 5, 94, 1598908, 1491704, 954102
494, 5, 95, 1609140, 1502668, 961113
495, 5, 96, 1611860, 1510708, 967048
496, 5, 97, 1603844, 1509628, 967720
497, 5, 98, 1611604, 1519604, 975129
498, 5, 99, 1608556, 1521856, 977552
499, 5, 100, 1603764, 1521892, 977960
500, 6, 1, 1337404, 706712, 188696
501, 6, 2, 1338084, 715052, 194781
502, 6, 3, 1339924, 723972, 201011
503, 6, 4, 1339036, 731528, 207110
504, 6, 5, 1341252, 740636, 213928
505, 6, 6, 1338012, 747016, 221031
506, 6, 7, 1340116, 756068, 230930
507, 6, 8, 1336916, 762468, 241954
508, 6, 9, 1338956, 771488, 253707
509, 6, 10, 1334684, 777352, 267553
510, 6, 11, 1334316, 785168, 282022
511, 6, 12, 1334948, 793484, 296958
512, 6, 13, 1334188, 801104, 311572
513, 6, 14, 1333892, 808956, 327004
514, 6, 15, 1337748, 818884, 342985
515, 6, 16, 1335100, 825560, 355581
516, 6, 17, 1335100, 833560, 369141
517, 6, 18, 1334676, 841332, 383240
518, 6, 19, 1339044, 851492, 395890
519, 6, 20, 1339164, 859568, 407619
520, 6, 21, 1337204, 866580, 419810
521, 6, 22, 1338132, 874980, 432008
522, 6, 23, 1333420, 880584, 443176
523, 6, 24, 1337396, 890500, 453576
524, 6, 25, 1337780, 898636, 464415
525, 6, 26, 1339284, 907348, 473888
526, 6, 27, 1339860, 915444, 483829
527, 6, 28, 1338364, 922624, 491606
528, 6, 29, 1341300, 931820, 501806
529, 6, 30, 1336948, 937540, 510145
530, 6, 31, 1335372, 944520, 519303
531, 6, 32, 1340692, 954940, 529138
532, 6, 33, 1337668, 961148, 536003
533, 6, 34, 1339548, 969624, 544209
534, 6, 35, 1338244, 976620, 551515
535, 6, 36, 1335332, 983140, 558757
536, 6, 37, 1338972, 992032, 567780
537, 6, 38, 1335124, 997876, 574504
538, 6, 39, 1334212, 1004620, 581814
539, 6, 40, 1338836, 1014396, 589878
540, 6, 41, 1336412, 1020664, 596333
541, 6, 42, 1338708, 1029300, 603978
542, 6, 43, 1336612, 1035172, 610113
543, 6, 44, 1334980, 1041884, 616344
544, 6, 45, 1335548, 1048880, 623305
545, 6, 46, 1337372, 1056896, 630290
546, 6, 47, 1336996, 1063916, 636515
547, 6, 48, 1333004, 1068544, 642195
548, 6, 49, 1335124, 1076644, 648025
549, 6, 50, 1338924, 1085248, 655691
550, 6, 51, 1339020, 1092240, 661650
551, 6, 52, 1335700, 1096932, 666888
552, 6, 53, 1343220, 1107948, 674696
553, 6, 54, 1335348, 1110012, 678873
554, 6, 55, 1340980, 1119812, 686025
555, 6, 56, 1334388, 1122420, 689333
556, 6, 57, 1339364, 1131572, 696354
557, 6, 58, 1335700, 1135812, 701709
558, 6, 59, 1335676, 1142416, 707411
559, 6, 60, 1336300, 1148120, 711381
560, 6, 61, 1336604, 1154408, 716829
561, 6, 62, 1339684, 1161844, 722927
562, 6, 63, 1342724, 1170188, 729667
563, 6, 64, 1337964, 1173248, 733223
564, 6, 65, 1337436, 1178344, 737697
565, 6, 66, 1338116, 1184828, 743110
566, 6, 67, 1339852, 1191616, 748886
567, 6, 68, 1338972, 1197576, 753837
568, 6, 69, 1339364, 1202868, 757848
569, 6, 70, 1336444, 1205616, 761465
570, 6, 71, 1335636, 1211276, 765662
571, 6, 72, 1340428, 1219976, 772562
572, 6, 73, 1336724, 1224052, 777144
573, 6, 74, 1338988, 1229256, 780910
574, 6, 75, 1338876, 1234792, 785315
575, 6, 76, 1339644, 1240520, 789755
576, 6, 77, 1338396, 1244632, 793402
577, 6, 78, 1339108, 1250244, 798170
578, 6, 79, 1337940, 1254148, 801945
579, 6, 80, 1339020, 1259848, 806174
580, 6, 81, 1334420, 1261428, 808551
581, 6, 82, 1342492, 1272264, 816198
582, 6, 83, 1339124, 1275620, 819188
583, 6, 84, 1339164, 1279136, 821928
584, 6, 85, 1337108, 1282836, 825793
585, 6, 86, 1335420, 1286432, 829314
586, 6, 87, 1337212, 1292872, 834033
587, 6, 88, 1338668, 1297464, 837128
588, 6, 89, 1340524, 1303208, 842475
589, 6, 90, 1336956, 1305016, 844105
590, 6, 91, 1339468, 1312136, 849849
591, 6, 92, 1336988, 1316424, 853427
592, 6, 93, 1338212, 1319844, 856244
593, 6, 94, 1339284, 1325204, 860486
594, 6, 95, 1339564, 1329032, 864469
595, 6, 96, 1340284, 1332608, 866651
596, 6, 97, 1341364, 1338900, 871670
597, 6, 98, 1339644, 1341328, 873803
598, 6, 99, 1335948, 1343720, 875910
599, 6, 100, 1337044, 1347548, 878741
600, 7, 1, 1148180, 612100, 165043
601, 7, 2, 1150900, 621460, 171383
602, 7, 3, 1147940, 627980, 177013
603, 7, 4, 1144220, 634120, 182667
604, 7, 5, 1153516, 646768, 191224
605, 7, 6, 1147300, 651660, 198952
606, 7, 7, 1149620, 660820, 210337
607, 7, 8, 1142388, 665204, 222666
608, 7, 9, 1144988, 674504, 236140
609, 7, 10, 1147876, 683948, 251128
610, 7, 11, 1144748, 690384, 265473
611, 7, 12, 1148316, 700168, 281799
612, 7, 13, 1146180, 707100, 295720
613, 7, 14, 1144100, 714060, 310556
614, 7, 15, 1139884, 719952, 322027
615, 7, 16, 1143196, 729568, 336623
616, 7, 17, 1144452, 738204, 348888
617, 7, 18, 1145716, 746804, 361861
618, 7, 19, 1144188, 754000, 372533
619, 7, 20, 1145628, 762736, 383945
620, 7, 21, 1141164, 768432, 393950
621, 7, 22, 1144860, 778192, 403746
622, 7, 23, 1150220, 788824, 415359
623, 7, 24, 1151372, 797208, 425001
624, 7, 25, 1149004, 803816, 433331
625, 7, 26, 1142692, 808396, 440514
