Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSF1 Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Armadillo Constructor Time,Avg Eigen InnerIterator Time,Avg CSF1 InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Armadillo InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSF1 Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Armadillo Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSF1 Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Armadillo Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSF1 Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Armadillo Memory Usage,Avg Eigen Transpose Time,Avg CSF1 Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Armadillo Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSF1 Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Avg Armadillo Matrix Multiplication Time,Avg Eigen Outer Sum Time,Avg CSF1 Outer Sum Time,Avg CSF2 Outer Sum Time,Avg CSF3 Outer Sum Time,Avg Armadillo Outer Sum Time,Avg Eigen Sum Time,Avg CSF1 Sum Time,Avg CSF2 Sum Time,Avg CSF3 Sum Time,Avg Armadillo Sum Time,Avg Eigen Norm Time,Avg CSF1 Norm Time,Avg CSF2 Norm Time,Avg CSF3 Norm Time,Avg Armadillo Norm Time
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,60700,98280,346440,424080,251000,10820,12540,28040,29720,51700,11140,1460,6600,23480,2400,12540,17200,23160,27060,27020,51068,51092,85824,50188,51068,33480,94180,532300,466020,41120,23654980,28310361,41526921,49997721,18980740,19520,19200,12940,34600,33840,2140,44220,16500,31140,3280,12900,17020,9760,26060,2860,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,59840,98880,342740,445660,246520,11160,24300,34440,21980,52560,11260,2080,3280,26580,2020,18120,17040,20700,27300,23300,52544,52568,86828,50748,52544,36460,86320,510580,529880,33500,26203702,31583782,43054544,52256403,19471461,20240,21940,21840,30040,46360,2120,13560,13840,27040,4060,15860,12060,9640,27880,9520,
21.000000, 1723.000000, 1723.000000, 4117.000000, 0.517803, 0.001387,78240,71220,333580,467160,229520,7140,9060,18920,35600,36800,7640,1640,5280,30160,2140,9720,12320,18560,25180,19640,56300,56324,92304,54593,56300,22200,73900,571840,581720,32620,21652324,27531445,38747787,45500649,26408764,15840,22360,17480,29640,32860,6380,8880,16960,21960,6700,7900,8360,9080,22060,4100,
22.000000, 5300.000000, 5300.000000, 13571.000000, 0.526558, 0.000483,241000,267980,1317060,1411380,781980,24920,30100,93440,60440,122520,23020,5860,29900,74400,9000,39380,49120,70480,86600,72560,184056,184080,287508,170152,184056,156100,276380,1803000,2519800,123920,226751781,299260888,399104097,519503007,312648129,32280,37220,75560,78780,103700,9420,43320,54760,81940,13760,29020,42620,43920,63240,9540,
23.000000, 48.000000, 48.000000, 224.000000, 0.058730, 0.097222,4940,5160,43580,61120,15720,460,580,820,1480,1900,500,180,440,1380,160,660,1180,1180,5080,4160,2884,2908,4940,3086,2884,6080,8820,29080,38440,4660,11120,18360,30000,60360,16040,620,720,680,7200,1300,120,460,480,1620,320,480,500,500,1860,280,
24.000000, 66.000000, 66.000000, 2211.000000, 0.076737, 0.507576,19880,42100,429480,617960,133960,2320,2920,4200,11700,11860,2200,1420,1500,9740,1480,3020,4020,5100,14180,18160,26800,26824,35460,23691,26800,8000,59240,362500,365880,8740,153260,251760,225120,755640,118240,2080,4760,4260,10400,5260,1320,2340,3780,11840,1520,2500,2800,3120,10680,1640,
25.000000, 112.000000, 112.000000, 376.000000, 0.004464, 0.029974,8520,8540,59100,84120,39980,520,720,1680,2100,2860,580,220,480,3720,340,740,1420,1200,2600,4740,4964,4988,9600,5932,4964,2100,13860,49200,58520,7100,88160,104680,121900,211420,95880,580,840,1320,2260,1900,200,560,1040,2240,420,600,520,860,2160,440,
26.000000, 132.000000, 132.000000, 1890.000000, 0.081038, 0.108471,32260,35840,305800,560740,146040,2080,2900,4540,9400,11960,1840,980,1820,14200,1200,2900,3740,5060,9800,15260,23212,23236,32280,21086,23212,7880,57580,243120,294860,28960,218600,367860,499620,1373060,276300,2540,4420,4200,11000,9480,1220,2060,6620,11200,1620,2500,2500,3060,11280,1980,
27.000000, 153.000000, 153.000000, 1288.000000, 0.113812, 0.055022,17480,34060,169660,243880,72000,1540,5220,3900,6920,7760,1440,580,5800,6840,840,1880,3000,3600,7720,12800,16072,16096,23272,14760,16072,5120,32820,171480,172140,16720,210060,364180,383300,1048700,250600,2120,5600,3880,7400,4820,700,1880,2300,7160,1020,1740,1940,2220,6960,1100,
28.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,31720,77040,548840,752940,286600,4480,5800,8700,19220,29660,3820,2400,3820,18820,2200,5440,7460,10460,22500,14760,51364,51388,78744,54852,51364,16500,78500,542660,798860,19080,2311460,3358780,3430100,8694980,2337560,5120,9000,9420,24800,11960,2080,4760,8600,22740,4220,5720,5120,6580,22740,3280,
29.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,38480,61480,684460,758040,229160,4340,5880,10580,22480,23000,3700,1840,4460,19040,2160,5160,8360,10400,24880,64360,51364,51388,78744,54852,51364,14680,80100,485800,575340,21520,2399320,3473900,3082220,9081480,2214500,4360,8100,10380,21700,12800,2300,5460,9480,23140,4540,4720,5340,6720,20000,3460,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.054561, 0.006083,78220,132160,1226300,1908800,511280,10160,15520,25500,39000,45320,9480,4040,9960,41860,6760,14100,17200,24100,50580,30160,88504,88528,128952,89726,88504,38220,133200,1111500,1179940,42820,15195500,18089840,23118901,45408161,12226140,13820,33900,18780,54120,29200,4200,12760,20040,62700,6180,12680,15960,21980,51580,5700,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.196275, 0.008321,89880,247520,1148560,1372280,520020,9460,14480,21460,43040,50660,13880,4920,6600,34520,6620,15660,20300,20660,55060,30780,121456,121480,164704,116586,121456,27780,177300,1136540,1369560,44020,13655480,20614760,18832680,43838301,16920640,8220,23780,25560,47660,31920,6260,11480,27060,50820,8060,12140,15620,12820,44680,7820,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.000000, 0.009817,92420,213100,2235320,2741880,944560,11460,16280,28460,46720,81340,9520,4800,10720,48320,7040,13860,44020,24780,94380,35920,143284,143308,220024,162792,143284,43520,218100,1532800,2519860,46840,17329620,24751880,24441900,66555641,17328120,13620,19380,38100,61740,30800,9600,13540,26780,66860,13120,19440,14880,46160,52140,15700,
33.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,139260,292300,2652980,3663160,1171560,29360,25740,41880,68940,111360,12120,12060,17860,77160,15040,21080,33800,41240,86060,56940,220180,220204,328120,245812,220180,73500,373860,2707740,3194340,104920,33045961,45618801,47088101,126800724,31956161,20460,38260,57800,89460,56120,11460,26160,47720,102820,15420,22380,21960,37540,93580,15100,
34.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,151780,355560,2996400,3731860,1173760,22980,28680,42160,108600,133420,19140,8740,21680,75960,17060,20840,45600,52640,102580,66880,220180,220204,328120,245812,220180,60860,486160,3197660,3695760,94660,35236521,45930682,48098221,129565945,49022961,19500,31520,55340,94060,57580,13740,27540,42680,112580,16420,26760,31220,39740,84880,21900,
35.000000, 2003.000000, 2003.000000, 42943.000000, 0.045165, 0.010704,370460,1092440,9470060,13711460,2648700,42740,63480,103700,233320,340580,46720,26240,58760,206000,31420,65160,106400,124980,231880,150700,523332,523356,724796,560565,523332,166560,1541100,8664780,10552420,253300,104869724,148681645,179272646,446944155,86580503,57580,92860,121820,203120,119020,37920,52760,102060,237160,47080,71540,58140,97660,238040,38480,
36.000000, 1806.000000, 1806.000000, 32630.000000, 0.003455, 0.010004,339820,631080,6932820,9408860,2121180,40500,44440,82200,191600,181680,36080,15000,41180,144600,20940,48620,57060,83980,239040,105560,398788,398812,578672,444012,398788,135240,854160,5804560,8175480,147300,74990480,106983360,109908640,287407501,55426340,41580,69860,79720,179580,114780,22140,41520,84920,232600,28700,37300,54240,77640,156460,25220,
1.000000, 1138.000000, 1138.000000, 2596.000000, 0.002648, 0.002005,47240,63940,336260,525020,178500,7300,9440,16920,19900,32480,7300,1240,8200,16760,1500,9180,12180,14720,22520,16820,35708,35732,77712,50623,35708,22180,60400,433280,489680,24380,9838980,13458441,14650341,25772201,10932420,25060,14220,17940,24700,23560,1580,8820,12320,22780,2540,7640,10640,16740,18920,3180,
2.000000, 494.000000, 494.000000, 1080.000000, 0.007967, 0.004426,22620,21580,166020,278700,72460,3300,3920,5520,7760,15760,3380,560,2900,9140,700,7120,8840,6780,9220,8500,14940,14964,32908,20852,14940,9360,31260,240420,225660,21860,1808400,2643720,3576540,4548580,2302940,6900,6640,10960,11660,10600,720,3820,5460,10040,900,3520,3660,4480,13020,1220,
3.000000, 662.000000, 662.000000, 1568.000000, 0.001538, 0.003578,35240,33800,227180,265280,104460,4120,4780,7100,10880,18160,4400,740,4580,10560,1000,4520,10640,10260,12980,9840,21468,21492,46236,29959,21468,16140,56440,247440,291920,33560,3748500,4749180,5011080,9194900,3958920,8860,8520,11100,13500,14620,1020,5260,7920,13100,1560,9200,4380,12040,12560,1580,
4.000000, 685.000000, 685.000000, 1967.000000, 0.004685, 0.004192,45340,37100,320020,391880,124720,5260,7460,12900,15140,24320,9060,1200,5280,15640,1100,5620,9000,9860,16340,13060,26348,26372,53212,34989,26348,17660,60040,343660,368520,43580,3417960,5182280,5934440,10011400,4773940,9460,9520,10200,17960,15500,1160,11080,6960,17720,1700,6400,5860,7240,25940,1740,
5.000000, 313.000000, 176.000000, 1557.000000, 0.861971, 0.028264,16940,34440,89540,116440,90320,1960,2080,3540,11440,10220,1500,800,280,6200,940,2620,3660,2940,6560,15100,19392,19416,13996,6409,19392,5980,32400,156320,147680,11180,868440,1120100,1022820,2091040,617840,3000,3660,2900,8000,6120,1140,2200,1240,5880,1540,2280,2280,1180,6180,1420,
6.000000, 130.000000, 130.000000, 1282.000000, 0.215690, 0.075858,14240,27920,228500,321140,91560,1460,2160,4320,7600,7120,1380,840,1380,8020,720,2800,3420,4280,8560,12800,15908,15932,22404,14296,12968,5960,56460,182840,230280,18580,182880,335860,363240,921780,204880,3220,3860,4380,9820,4900,860,1640,2280,9900,1000,1620,1960,1880,7500,980,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,7520,12680,59480,36920,29280,720,980,1840,2440,4140,880,220,220,2300,420,1480,2500,3100,8220,7340,5600,5624,5516,2672,5600,3040,12700,92360,71240,7720,277500,277760,317360,588840,191080,920,1180,840,2440,2400,580,980,600,2700,440,880,940,360,2080,440,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,15320,30200,95040,97380,84400,2240,3200,5700,6400,10440,2300,660,440,6040,780,2800,3940,4480,7540,7620,16172,16196,17872,9026,16172,7140,28780,122600,116040,8860,785380,1096100,1308980,2047560,694640,4240,4080,4440,7980,6840,620,3100,2360,6700,1080,2460,2660,1620,6480,1240,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,8740,14080,42580,44100,37700,1080,1220,2320,2820,4640,880,320,180,2940,400,1480,2740,3520,8600,8260,8364,8388,7248,3527,8364,3400,13600,97320,78840,8480,213460,343260,607840,1086760,263000,940,1500,1160,3260,2820,360,1080,620,2540,600,1100,1100,660,2920,520,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,18920,26160,82480,107740,95980,1760,2580,4300,5000,9120,1780,740,720,5420,860,2540,3780,3320,6120,15200,15348,15372,13160,6856,15348,6660,26420,187240,202620,10340,829000,1145300,2036160,3508580,1188220,3180,3800,3000,6720,6180,760,2440,1940,6080,1700,2220,2300,1660,9380,1380,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,5060,7640,30060,33020,60460,620,780,1240,1720,3140,620,140,180,1620,220,920,1460,1440,2100,5060,3992,4016,4980,2538,3992,1980,10140,33360,38140,4720,29180,58920,69280,137400,42960,720,860,480,1880,1800,260,700,500,1820,240,700,760,300,1740,320,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,20580,31280,109060,124540,115280,2500,3640,5840,12040,11840,2640,800,440,9880,1180,3780,5060,5200,8140,11780,24164,24188,20536,11064,24164,12760,36460,201240,226080,17780,2187440,3339380,5692060,8472900,3956520,4680,6300,4200,10780,8920,1000,3300,3080,8440,1840,2840,3120,2000,12020,2300,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,2540,2960,14940,15140,8440,400,400,640,820,1580,380,120,160,880,140,600,1080,860,1280,2820,1180,1204,2080,1123,1180,1200,5260,16140,18800,1280,6640,11200,15360,23800,8780,400,500,300,900,1120,100,360,240,800,120,360,380,140,780,200,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,2820,3640,16420,17200,9560,500,480,860,1000,1620,460,120,140,980,120,660,1180,1080,1480,3100,1496,1520,2612,1406,1496,1600,6580,18120,18160,1500,11480,17440,22620,28600,11240,500,640,380,1100,1320,160,520,360,1020,140,520,440,200,1020,240,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,8340,7820,38700,41960,24700,920,960,6020,2020,4080,920,240,340,2080,300,1540,1880,2020,3000,10080,4040,4064,6404,3389,4040,2940,12140,48860,57320,7960,99800,150500,177860,290080,109480,960,1180,1280,2240,3060,260,940,760,1940,360,900,1020,720,1980,460,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,16920,56560,91600,113740,67640,2660,3040,5760,5940,10260,2660,680,540,5840,800,3100,4060,4720,7620,7540,12416,12440,15852,8130,12416,8100,28400,111080,130960,11760,697380,1045460,1483840,2067520,696240,5260,4640,4900,7240,8020,920,3140,2320,6440,1120,2860,2980,1800,5600,1060,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,17380,24280,103460,110880,76980,3220,3820,8740,6920,12220,3400,460,740,7380,660,3780,4800,6280,9160,7140,14172,14196,23648,13183,14172,9520,33040,167620,188360,18080,1542660,2222000,3232500,3378340,1921720,11520,5660,5360,9440,9300,800,3840,4760,8640,1300,3720,3180,3660,8160,1120,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,51940,80720,279700,400760,165140,10540,13960,24240,19800,43260,10460,1680,2560,22620,1760,11280,14240,20940,25400,22940,46344,46368,77508,45239,46344,27020,76420,433460,540680,28340,18578421,21805381,34803802,41666703,15819381,22560,52080,14680,30260,28340,1940,11640,10640,22680,2960,10640,11840,8040,26040,2600,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,62940,105820,362300,462700,221300,11920,15320,34880,22660,42400,13980,1600,7060,24940,2040,14880,18900,21440,28440,34020,51068,51092,85824,50188,51068,37480,90860,488680,523960,40640,22664501,27714522,42493103,64911064,21501501,28700,18400,16020,33120,38020,2280,17840,18400,32000,4580,15500,13640,11700,26160,3580,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,58200,87460,364860,370580,258240,11160,13620,36180,21980,49940,11500,1560,4020,23080,2260,37920,27220,21520,28960,32560,52544,52568,86828,50748,52544,28640,87780,504860,605920,34800,22442061,25516161,41646823,51268063,22659061,19680,18720,38560,34200,38700,2000,12980,12940,27820,3900,11360,16040,9740,31660,3680,
21.000000, 1723.000000, 1723.000000, 4117.000000, 0.517803, 0.001387,58160,74720,403020,401960,226340,7180,9420,21720,18040,33260,7180,1620,3200,17460,2640,13440,13740,16700,23140,29480,56300,56324,92304,54593,56300,23780,78380,585300,528820,34880,20305521,29047802,38018222,62419184,28935702,16080,14020,13760,20880,32960,1820,9340,13300,27440,4000,7980,8940,10400,20400,3220,
22.000000, 5300.000000, 5300.000000, 13571.000000, 0.526558, 0.000483,182620,294560,1287680,1428520,819720,27840,32120,86480,57560,126580,24340,5400,21000,73140,10480,41020,46620,72140,78440,63840,184056,184080,287508,170152,184056,74300,284900,2006000,2435160,101900,231822004,295338224,407413809,512908129,313387204,28720,46380,60860,90820,104100,11280,31120,57720,86720,12380,31120,34740,59760,75400,12960,
23.000000, 48.000000, 48.000000, 224.000000, 0.058730, 0.097222,7640,5540,35480,55640,22180,480,520,720,1460,2160,480,160,400,1480,200,640,1000,1040,1860,6900,2884,2908,4940,3086,2884,5960,8440,39940,43040,3720,19000,19340,32340,66260,15920,560,680,560,1560,1400,120,500,480,1580,160,400,500,500,1460,240,
24.000000, 66.000000, 66.000000, 2211.000000, 0.076737, 0.507576,17180,38740,357160,552020,118320,2300,2500,4520,9620,10640,1640,1000,1220,10040,1220,2540,4520,4420,10300,14960,26800,26824,35460,23691,26800,5740,60140,280800,354460,8400,125520,209960,220260,659420,119580,1860,4660,3460,9840,5340,920,2760,3360,10400,1460,2540,2360,2860,8840,1840,
25.000000, 112.000000, 112.000000, 376.000000, 0.004464, 0.029974,7500,7720,52660,70120,24640,540,700,1060,1860,2920,440,280,480,1840,300,880,1360,1460,2720,4960,4964,4988,9600,5932,4964,1960,10940,58880,71940,14320,96520,114240,152860,248980,90720,540,800,1120,1740,1980,160,520,760,2280,300,560,580,840,2200,400,
26.000000, 132.000000, 132.000000, 1890.000000, 0.081038, 0.108471,21060,30340,272000,431380,143700,5180,2460,4620,8620,10620,1800,800,1600,9000,1000,2260,3540,8000,9720,15480,23212,23236,32280,21086,23212,5860,51700,204820,291940,21260,210640,354960,375780,1337680,257600,2180,4180,4180,10400,7660,840,2160,3860,9740,1540,2300,2320,6920,9620,1500,
27.000000, 153.000000, 153.000000, 1288.000000, 0.113812, 0.055022,18720,25140,168180,258980,67060,1500,2060,3620,6600,8540,1420,600,1200,7500,740,1880,3480,3640,8480,12520,16072,16096,23272,14760,16072,4700,30240,176880,187400,21580,242240,330420,353700,1063400,204100,1880,3260,6920,8360,5120,660,2300,2140,10560,1160,1960,1800,2060,7020,1140,
28.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,34840,72840,555360,804740,236620,4460,5660,12100,19220,22220,4540,1580,4060,22900,2180,8060,8700,11280,24060,15280,51364,51388,78744,54852,51364,17700,79800,562360,747940,18900,2123000,3316060,3770860,9015939,2051460,5200,12220,13100,26540,13000,4980,5100,13080,24060,5020,5400,5360,9320,21220,3420,
29.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,31080,79379,560260,837940,235620,4200,5720,14760,19940,29260,3600,1840,4160,19040,2620,6460,11120,14740,24700,18960,51364,51388,78744,54852,51364,14160,76080,515520,629240,25680,2265760,3174700,3300720,9847059,2294220,5040,8220,9980,24300,12760,2300,5240,8780,22460,4560,5700,5380,9480,24700,3440,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.054561, 0.006083,67820,139300,1002120,1434200,476980,9200,21320,47380,38540,56260,9780,3000,8520,37680,4080,14260,18280,25240,61440,26620,88504,88528,128952,89726,88504,37200,170200,804620,1339180,42540,12634219,16262699,22137719,44497199,12547679,13240,21880,20480,50700,28420,4360,12500,18380,60380,8440,11860,11940,20420,65540,7640,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.196275, 0.008321,73160,220380,958800,1510520,618080,9480,11560,22280,44020,68500,7180,4500,4860,49220,5560,10660,15020,22000,42840,27940,121456,121480,164704,116586,121456,25280,178660,979900,1413060,42080,14317660,19499819,19231759,43447599,14675279,10740,21920,19500,52480,32580,6700,16220,21740,38880,8420,12140,12360,19740,36980,9140,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.000000, 0.009817,74820,249640,1706719,2162540,696360,11180,15880,24620,48800,71300,16480,4840,8020,53440,6860,14660,24880,21340,77600,35140,143284,143308,220024,162792,143284,33860,252960,1620900,2190419,43240,14894380,22426199,23340139,57921839,17898819,9680,19540,35340,55180,27640,7660,13500,25920,63580,9520,13640,13800,20700,76200,12680,
33.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,179760,351060,2974460,3926780,1265760,16980,26000,39760,75720,125140,14620,6780,17300,95820,14900,22500,45800,43540,99020,60040,220180,220204,328120,245812,220180,63240,508860,2626740,3597140,88940,30143859,42671699,62984598,125520838,28836619,21620,37020,44360,91820,56900,12100,21580,47100,115160,14480,26100,21040,41100,94500,14760,
34.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,169820,310760,2649660,3912520,1158280,17860,29280,55540,79500,105560,12120,7800,15880,74700,10000,23260,37940,35600,89180,48100,220180,220204,328120,245812,220180,50960,447480,2689800,3512220,79640,31235039,44302899,41536239,118240278,29243959,17900,31460,39780,81340,42480,11440,26260,42460,103140,15100,23160,29120,39280,82740,13080,
35.000000, 2003.000000, 2003.000000, 42943.000000, 0.045165, 0.010704,337719,993839,8018678,10945457,2651919,48380,56780,119000,228820,232999,34660,25280,67820,188360,38480,65780,84479,104540,217840,128740,523332,523356,724796,560565,523332,137140,1352800,7678018,9112617,177280,105582053,137157185,175939184,453074558,84104218,51680,87839,128340,242039,104720,42400,50960,89580,225980,41360,57080,51940,81060,202639,37580,
36.000000, 1806.000000, 1806.000000, 32630.000000, 0.003455, 0.010004,265260,707420,6166079,8458959,2345979,34720,45080,81160,136660,176480,31980,14860,42580,147600,23160,49100,69760,84200,145520,102680,398788,398812,578672,444012,398788,103600,856060,6117219,6742479,145760,73892132,98694504,106706145,276994154,58591054,32840,59680,95760,143920,72140,23960,82880,68920,160200,34440,42360,42280,67700,187520,27320,
37.000000, 3948.000000, 3948.000000, 60882.000000, 0.042447, 0.003906,647900,1223080,10379460,13444021,3867880,61160,82200,148140,357540,364980,60240,34440,75800,296220,38580,83720,141040,136360,322960,212520,746380,746404,1063020,813779,746380,214600,1293700,10774861,13932541,282520,306866163,440811557,505400762,1192935771,290901341,60200,104220,144120,326160,163780,38540,84760,121660,301580,56640,78340,84320,114660,314380,47600,
38.000000, 4884.000000, 4884.000000, 147631.000000, 0.027921, 0.006189,1666540,3915820,30363899,40785138,9652159,188240,213940,295900,676480,694220,153740,129800,200860,703400,153900,176640,288400,351780,780459,410500,1791112,1791136,2459728,1935384,1791112,601579,3400799,30369218,38328218,743460,811731827,1181717722,1278962480,3435973479,742869186,150420,315479,364200,703120,305620,127560,186720,314440,694980,136940,190160,266380,292160,655440,134220,
1.000000, 1138.000000, 1138.000000, 2596.000000, 0.002648, 0.002005,47680,61380,419240,448920,183040,7320,11980,19800,19340,30540,7340,1140,14060,17960,1540,13400,11020,13860,22780,27300,35708,35732,77712,50623,35708,20860,58800,442100,488220,27820,10864980,12243180,14331320,24855860,10172120,31340,14700,26000,33720,22680,1380,8740,16860,19980,3120,11000,8160,10500,20500,2800,
2.000000, 494.000000, 494.000000, 1080.000000, 0.007967, 0.004426,26240,21420,166060,206820,76940,3360,4120,6160,7660,18440,3120,580,3080,9840,700,3880,5700,6000,10400,8600,14940,14964,32908,20852,14940,12640,31080,164260,196160,23220,1910740,2719220,2952920,4476980,1991780,6740,6740,8260,21760,10060,680,3640,6260,9120,1340,3740,3500,5160,11220,1200,
3.000000, 662.000000, 662.000000, 1568.000000, 0.001538, 0.003578,28120,48000,226540,274680,94100,4300,5300,8340,10900,16480,4040,760,3940,11100,880,4680,7560,7620,14160,11040,21468,21492,46236,29959,21468,13640,43420,245780,256120,29280,3371840,4570000,5391700,7861520,3955020,8640,8800,18540,15800,11740,820,5040,9160,11780,1880,4360,4560,8360,13640,1660,
4.000000, 685.000000, 685.000000, 1967.000000, 0.004685, 0.004192,38600,39400,252900,359540,114920,4980,6000,8060,12200,21940,4920,920,4900,13460,1220,6320,7700,8220,15380,12440,26348,26372,53212,34989,26348,14040,54700,297860,378980,41380,3388140,4662400,5104120,10135980,3496100,10160,8780,11180,17040,13780,1180,6100,8220,14440,1920,5700,5740,6340,16180,1680,
5.000000, 313.000000, 176.000000, 1557.000000, 0.861971, 0.028264,15900,34140,94760,108820,116580,2000,2760,4160,6420,12080,1620,900,280,5920,860,2140,3780,3480,7520,14760,19392,19416,13996,6409,19392,6000,47640,134700,128280,10720,778680,1094360,1144580,1937000,582600,2900,3940,6920,9420,4880,1240,1940,1440,7060,1640,2020,2200,1140,6280,1440,
6.000000, 130.000000, 130.000000, 1282.000000, 0.215690, 0.075858,10220,26260,186980,265720,71740,1320,1820,3780,6520,7400,1180,600,1160,6240,780,1780,2700,3200,7040,10640,15908,15932,22404,14296,12968,4660,52080,138520,172880,14920,152120,271420,302140,760740,181200,2660,3060,3320,8440,3800,520,1540,2000,7420,780,1520,1860,1640,6220,820,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,5980,10820,32620,34860,25240,780,880,1620,2060,3020,740,260,200,1900,320,1320,2440,2800,6760,7480,5600,5624,5516,2672,5600,2860,9560,54340,50840,5180,215480,271560,300280,467340,155340,740,1160,620,2120,2340,220,960,380,1800,340,900,880,300,2120,400,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,16240,31560,110700,109180,104120,2520,3160,6200,6060,11340,2400,600,320,6460,880,3040,4340,6300,7700,7120,16172,16196,17872,9026,16172,6680,48300,159500,144800,9060,792880,1146920,1427260,1966680,796120,4560,4360,3480,7340,7860,900,2980,2120,7940,1340,2580,3060,1540,6820,1140,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,9300,15300,39860,50620,45100,1000,1180,2200,2760,5140,900,380,160,2880,400,1460,2820,3520,9060,8420,8364,8388,7248,3527,8364,3540,12460,87120,87720,6360,221500,383660,532720,955120,269360,1000,1400,1020,3260,2880,400,1080,840,2600,560,940,1080,440,2740,560,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,21300,28300,80960,94300,90120,2000,2780,4300,5200,9720,1800,820,420,5580,860,3160,3860,3500,6940,15400,15348,15372,13160,6856,15348,8520,26320,211680,168160,11340,860880,1318820,1999100,3548640,1263300,3200,3440,2620,6760,5540,1000,2180,2360,5940,1340,2060,2300,1420,5860,1240,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,7100,9360,35900,38100,23620,700,820,1620,1700,3080,800,220,200,1900,360,1360,1760,1740,3140,6220,3992,4016,4980,2538,3992,2620,12280,38360,44560,5780,37400,116360,94800,155400,53080,740,1020,620,2100,2120,220,780,460,1800,400,780,960,400,2140,460,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,19960,35340,125320,147360,128080,2620,3800,7200,9040,13300,2800,860,440,7380,1140,3680,5680,4940,8460,9360,24164,24188,20536,11064,24164,9420,34620,313740,260240,21420,2534920,3087580,5185240,7678040,3950080,2920,5200,4620,9640,7820,1200,3200,3200,8440,1920,3040,3340,2740,8160,1680,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,1940,2540,12180,11340,6260,260,1760,500,640,1120,260,140,100,680,120,440,820,760,1000,2240,1180,1204,2080,1123,1180,920,4880,13240,14000,960,4680,7260,11740,16660,8480,340,400,240,740,860,140,320,160,700,120,300,320,180,720,160,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,2160,3040,15020,16080,8520,440,480,840,940,1540,400,120,120,920,120,680,1040,1060,1380,2880,1496,1520,2612,1406,1496,1260,6380,19760,18780,1420,9320,20080,18260,29540,10480,520,600,440,960,1100,120,480,180,940,120,540,500,220,1040,220,
