ID,rows,cols,nonzeros,sparsity,redundancy,size,constructor_time,scalar_time,spmv_time,spmm_time,sum_time,transpose_time,iterator_time
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 109382230, 805040, 4384375, 0, 0, 0, 768512
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 107261755, 767390, 4217299, 0, 0, 0, 708942
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 109368185, 1004976, 3925292, 0, 0, 0, 697341
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 107986506, 805730, 3993788, 0, 0, 0, 677996
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 107730706, 861363, 4170362, 0, 0, 0, 694045
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 107498020, 858528, 3978410, 0, 0, 0, 708972
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 108423870, 775064, 3833824, 0, 0, 0, 714242
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 110778085, 831097, 3708474, 0, 0, 0, 712218
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 108466648, 854570, 4470073, 0, 0, 0, 701008
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 107879911, 836737, 3762754, 0, 0, 0, 844501
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 121412796, 780696, 3966482, 0, 0, 0, 839373
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 115074273, 835055, 3685796, 0, 0, 0, 751592
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 115417253, 831489, 3594609, 0, 0, 0, 728740
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 119034554, 809688, 4045257, 0, 0, 0, 676593
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 109557421, 836868, 4152924, 0, 0, 0, 744669
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 112286247, 906327, 3930596, 0, 0, 0, 769264
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 113022451, 1044069, 3625125, 0, 0, 0, 695658
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 109740126, 892601, 3684564, 0, 0, 0, 768883
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 110131005, 779363, 3979767, 0, 0, 0, 849021
0, 50000, 50, 50000.000000, 0.000000, 0.000000, 647448.000000, 108795139, 865912, 3870726, 0, 0, 0, 726877
