Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Armadillo COnstructor Time,Avg Eigen InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Armadillo InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Armadillo Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Armadillo Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Armadillo Memory Usage,Avg Eigen Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Armadillo Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Avg Armadillo Matrix Multiplication Time,Min Eigen Constructor Time,Min CSF2 Constructor Time,Min CSF3 Constructor Time,Min Armadillo Constructor Time,Min Eigen InnerIterator Time,Min CSF2 InnerIterator Time,Min CSF3 InnerIterator Time,Min Armadillo InnerIterator Time,Min Eigen Scalar Multiplication Time,Min CSF2 Scalar Multiplication Time,Min CSF3 Scalar Multiplication Time,Min Armadillo Scalar Multiplication Time,Min Eigen Vector Multiplication Time,Min CSF2 Vector Multiplication Time,Min CSF3 Vector Multiplication Time,Min Armadillo Vector Multiplication Time,Min Eigen Memory Usage,Min CSF2 Memory Usage,Min CSF3 Memory Usage,Min Armadillo Memory Usage,Min Eigen Transpose Time,Min CSF2 Transpose Time,Min CSF3 Transpose Time,Min Armadillo Transpose Time,Min Eigen Matrix Multiplication Time,Min CSF2 Matrix Multiplication Time,Min CSF3 Matrix Multiplication Time,Min Armadillo Matrix Multiplication Time,Q1 Eigen Constructor Time,Q1 CSF2 Constructor Time,Q1 CSF3 Constructor Time,Q1 Armadillo Constructor Time,Q1 Eigen InnerIterator Time,Q1 CSF2 InnerIterator Time,Q1 CSF3 InnerIterator Time,Q1 Armadillo InnerIterator Time,Q1 Eigen Scalar Multiplication Time,Q1 CSF2 Scalar Multiplication Time,Q1 CSF3 Scalar Multiplication Time,Q1 Armadillo Scalar Multiplication Time,Q1 Eigen Vector Multiplication Time,Q1 CSF2 Vector Multiplication Time,Q1 CSF3 Vector Multiplication Time,Q1 Armadillo Vector Multiplication Time,Q1 Eigen Memory Usage,Q1 CSF2 Memory Usage,Q1 CSF3 Memory Usage,Q1 Armadillo Memory Usage,Q1 Eigen Transpose Time,Q1 CSF2 Transpose Time,Q1 CSF3 Transpose Time,Q1 Armadillo Transpose Time,Q1 Eigen Matrix Multiplication Time,Q1 CSF2 Matrix Multiplication Time,Q1 CSF3 Matrix Multiplication Time,Q1 Armadillo Matrix Multiplication Time,Median Eigen Constructor Time,Median CSF2 Constructor Time,Median CSF3 Constructor Time,Median Armadillo Constructor Time,Median Eigen InnerIterator Time,Median CSF2 InnerIterator Time,Median CSF3 InnerIterator Time,Median Armadillo InnerIterator Time,Median Eigen Scalar Multiplication Time,Median CSF2 Scalar Multiplication Time,Median CSF3 Scalar Multiplication Time,Median Armadillo Scalar Multiplication Time,Median Eigen Vector Multiplication Time,Median CSF2 Vector Multiplication Time,Median CSF3 Vector Multiplication Time,Median Armadillo Vector Multiplication Time,Median Eigen Memory Usage,Median CSF2 Memory Usage,Median CSF3 Memory Usage,Median Armadillo Memory Usage,Median Eigen Transpose Time,Median CSF2 Transpose Time,Median CSF3 Transpose Time,Median Armadillo Transpose Time,Median Eigen Matrix Multiplication Time,Median CSF2 Matrix Multiplication Time,Median CSF3 Matrix Multiplication Time,Median Armadillo Matrix Multiplication Time,Q3 Eigen Constructor Time,Q3 CSF2 Constructor Time,Q3 CSF3 Constructor Time,Q3 Armadillo Constructor Time,Q3 Eigen InnerIterator Time,Q3 CSF2 InnerIterator Time,Q3 CSF3 InnerIterator Time,Q3 Armadillo InnerIterator Time,Q3 Eigen Scalar Multiplication,Q3 CSF2 Scalar Multiplication Time,Q3 CSF3 Scalar Multiplication Time,Q3 Armadillo Scalar Multiplication Time,Q3 Eigen Vector Multiplication Time,Q3 CSF2 Vector Multiplication Time,Q3 CSF3 Vector Multiplication Time,Q3 Armadillo Vector Multiplication Time,Q3 Eigen Memory Usage,Q3 CSF2 Memory Usage,Q3 CSF3 Memory Usage,Q3 Armadillo Memory Usage,Q3 Eigen Transpose Time,Q3 CSF2 Transpose Time,Q3 CSF3 Transpose Time,Q3 Armadillo Transpose Time,Q3 Eigen Matrix Multiplication Time,Q3 CSF2 Matrix Multiplication Time,Q3 CSF3 Matrix Multiplication Time,Q3 Armadillo Matrix Multiplication Time,Max Eigen Constructor Time,Max CSF2 Constructor Time,Max CSF3 Constructor Time,Max Armadillo Constructor Time,Max Eigen InnerIterator Time,Max CSF2 InnerIterator Time,Max CSF3 InnerIterator Time,Max Armadillo InnerIterator Time,Max Eigen Scalar Multiplication Time,Max CSF2 Scalar Multiplication Time,Max CSF3 Scalar Multiplication Time,Max Armadillo Scalar Multiplication Time,Max Eigen Vector Multiplication Time,Max CSF2 Vector Multiplication Time,Max CSF3 Vector Multiplication Time,Max Armadillo Vector Multiplication Time,Max Eigen Memory Usage,Max CSF2 Memory Usage,Max CSF3 Memory Usage,Max Armadillo Memory Usage,Max Eigen Transpose Time,Max CSF2 Transpose Time,Max CSF3 Transpose Time,Max Armadillo Transpose Time,Max Eigen Matrix Multiplication Time,Max CSF2 Matrix Multiplication Time,Max CSF3 Matrix Multiplication Time,Max Armadillo Matrix Multiplication Time
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,6672,23925,35226,30627,10,3656,3647,5590,20,11762,11611,20,1894,4588,4739,3576,12416,11742,8130,12416,8045,53991,61796,7223,41829,910618,958818,66064,6672,23925,35226,30627,10,3656,3647,5590,20,11762,11611,20,1894,4588,4739,3576,12416,11742,8130,12416,8045,53991,61796,7223,41829,910618,958818,66064,6672,23925,35226,30627,10,3656,3647,5590,20,11762,11611,20,1894,4588,4739,3576,12416,11742,8130,12416,8045,53991,61796,7223,41829,910618,958818,66064,6672,23925,35226,30627,10,3656,3647,5590,20,11762,11611,20,1894,4588,4739,3576,12416,11742,8130,12416,8045,53991,61796,7223,41829,910618,958818,66064,6672,23925,35226,30627,10,3656,3647,5590,20,11762,11611,20,1894,4588,4739,3576,12416,11742,8130,12416,8045,53991,61796,7223,41829,910618,958818,66064,6672,23925,35226,30627,10,3656,3647,5590,20,11762,11611,20,1894,4588,4739,3576,12416,11742,8130,12416,8045,53991,61796,7223,41829,910618,958818,66064,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,8446,32661,51226,33793,20,4849,5099,7384,20,16771,16741,20,2695,6092,6603,4629,14172,17003,13183,14172,12133,68539,82685,10229,42660,1878503,2016252,50945,8446,32661,51226,33793,20,4849,5099,7384,20,16771,16741,20,2695,6092,6603,4629,14172,17003,13183,14172,12133,68539,82685,10229,42660,1878503,2016252,50945,8446,32661,51226,33793,20,4849,5099,7384,20,16771,16741,20,2695,6092,6603,4629,14172,17003,13183,14172,12133,68539,82685,10229,42660,1878503,2016252,50945,8446,32661,51226,33793,20,4849,5099,7384,20,16771,16741,20,2695,6092,6603,4629,14172,17003,13183,14172,12133,68539,82685,10229,42660,1878503,2016252,50945,8446,32661,51226,33793,20,4849,5099,7384,20,16771,16741,20,2695,6092,6603,4629,14172,17003,13183,14172,12133,68539,82685,10229,42660,1878503,2016252,50945,8446,32661,51226,33793,20,4849,5099,7384,20,16771,16741,20,2695,6092,6603,4629,14172,17003,13183,14172,12133,68539,82685,10229,42660,1878503,2016252,50945,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,30417,102552,154720,106249,20,16100,16030,24365,20,53340,54773,20,8666,19827,20348,13896,46344,55698,45239,46344,38853,226284,262432,31449,136907,21192289,23576922,162725,30417,102552,154720,106249,20,16100,16030,24365,20,53340,54773,20,8666,19827,20348,13896,46344,55698,45239,46344,38853,226284,262432,31449,136907,21192289,23576922,162725,30417,102552,154720,106249,20,16100,16030,24365,20,53340,54773,20,8666,19827,20348,13896,46344,55698,45239,46344,38853,226284,262432,31449,136907,21192289,23576922,162725,30417,102552,154720,106249,20,16100,16030,24365,20,53340,54773,20,8666,19827,20348,13896,46344,55698,45239,46344,38853,226284,262432,31449,136907,21192289,23576922,162725,30417,102552,154720,106249,20,16100,16030,24365,20,53340,54773,20,8666,19827,20348,13896,46344,55698,45239,46344,38853,226284,262432,31449,136907,21192289,23576922,162725,30417,102552,154720,106249,20,16100,16030,24365,20,53340,54773,20,8666,19827,20348,13896,46344,55698,45239,46344,38853,226284,262432,31449,136907,21192289,23576922,162725,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,33493,112942,181370,117541,20,17874,17783,27181,20,60213,62848,20,9548,22182,22813,15189,51068,61644,50188,51068,43371,255019,291607,35397,161884,26323964,29061730,179917,33493,112942,181370,117541,20,17874,17783,27181,20,60213,62848,20,9548,22182,22813,15189,51068,61644,50188,51068,43371,255019,291607,35397,161884,26323964,29061730,179917,33493,112942,181370,117541,20,17874,17783,27181,20,60213,62848,20,9548,22182,22813,15189,51068,61644,50188,51068,43371,255019,291607,35397,161884,26323964,29061730,179917,33493,112942,181370,117541,20,17874,17783,27181,20,60213,62848,20,9548,22182,22813,15189,51068,61644,50188,51068,43371,255019,291607,35397,161884,26323964,29061730,179917,33493,112942,181370,117541,20,17874,17783,27181,20,60213,62848,20,9548,22182,22813,15189,51068,61644,50188,51068,43371,255019,291607,35397,161884,26323964,29061730,179917,33493,112942,181370,117541,20,17874,17783,27181,20,60213,62848,20,9548,22182,22813,15189,51068,61644,50188,51068,43371,255019,291607,35397,161884,26323964,29061730,179917,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,34886,108463,168937,113693,20,17483,17092,26219,20,57998,61025,20,9227,21700,22642,14728,52544,62468,50748,52544,41928,249708,290775,34826,152917,26726950,31880417,183163,34886,108463,168937,113693,20,17483,17092,26219,20,57998,61025,20,9227,21700,22642,14728,52544,62468,50748,52544,41928,249708,290775,34826,152917,26726950,31880417,183163,34886,108463,168937,113693,20,17483,17092,26219,20,57998,61025,20,9227,21700,22642,14728,52544,62468,50748,52544,41928,249708,290775,34826,152917,26726950,31880417,183163,34886,108463,168937,113693,20,17483,17092,26219,20,57998,61025,20,9227,21700,22642,14728,52544,62468,50748,52544,41928,249708,290775,34826,152917,26726950,31880417,183163,34886,108463,168937,113693,20,17483,17092,26219,20,57998,61025,20,9227,21700,22642,14728,52544,62468,50748,52544,41928,249708,290775,34826,152917,26726950,31880417,183163,34886,108463,168937,113693,20,17483,17092,26219,20,57998,61025,20,9227,21700,22642,14728,52544,62468,50748,52544,41928,249708,290775,34826,152917,26726950,31880417,183163,
21.000000, 1723.000000, 1723.000000, 4117.000000, 0.517803, 0.001387,32761,117330,178034,130905,21,13405,13465,23504,20,55795,59341,20,6412,18525,19857,10750,56300,66459,54593,56300,35968,278272,314199,31189,139592,31703855,36518235,155331,32761,117330,178034,130905,21,13405,13465,23504,20,55795,59341,20,6412,18525,19857,10750,56300,66459,54593,56300,35968,278272,314199,31189,139592,31703855,36518235,155331,32761,117330,178034,130905,21,13405,13465,23504,20,55795,59341,20,6412,18525,19857,10750,56300,66459,54593,56300,35968,278272,314199,31189,139592,31703855,36518235,155331,32761,117330,178034,130905,21,13405,13465,23504,20,55795,59341,20,6412,18525,19857,10750,56300,66459,54593,56300,35968,278272,314199,31189,139592,31703855,36518235,155331,32761,117330,178034,130905,21,13405,13465,23504,20,55795,59341,20,6412,18525,19857,10750,56300,66459,54593,56300,35968,278272,314199,31189,139592,31703855,36518235,155331,32761,117330,178034,130905,21,13405,13465,23504,20,55795,59341,20,6412,18525,19857,10750,56300,66459,54593,56300,35968,278272,314199,31189,139592,31703855,36518235,155331,
22.000000, 5300.000000, 5300.000000, 13571.000000, 0.526558, 0.000483,114274,386756,621606,425068,20,46217,44603,75772,20,173666,184796,30,21630,60924,63669,36077,184056,208008,170152,184056,116308,1215861,1133406,98665,656020,405045651,389433208,595878,114274,386756,621606,425068,20,46217,44603,75772,20,173666,184796,30,21630,60924,63669,36077,184056,208008,170152,184056,116308,1215861,1133406,98665,656020,405045651,389433208,595878,114274,386756,621606,425068,20,46217,44603,75772,20,173666,184796,30,21630,60924,63669,36077,184056,208008,170152,184056,116308,1215861,1133406,98665,656020,405045651,389433208,595878,114274,386756,621606,425068,20,46217,44603,75772,20,173666,184796,30,21630,60924,63669,36077,184056,208008,170152,184056,116308,1215861,1133406,98665,656020,405045651,389433208,595878,114274,386756,621606,425068,20,46217,44603,75772,20,173666,184796,30,21630,60924,63669,36077,184056,208008,170152,184056,116308,1215861,1133406,98665,656020,405045651,389433208,595878,114274,386756,621606,425068,20,46217,44603,75772,20,173666,184796,30,21630,60924,63669,36077,184056,208008,170152,184056,116308,1215861,1133406,98665,656020,405045651,389433208,595878,
23.000000, 48.000000, 48.000000, 224.000000, 0.058730, 0.097222,1543,10700,19046,8987,20,1093,1062,1372,10,1903,1984,21,491,1433,1503,5550,2884,4379,3086,2884,1403,16932,21130,4338,15288,39935,38232,17874,1543,10700,19046,8987,20,1093,1062,1372,10,1903,1984,21,491,1433,1503,5550,2884,4379,3086,2884,1403,16932,21130,4338,15288,39935,38232,17874,1543,10700,19046,8987,20,1093,1062,1372,10,1903,1984,21,491,1433,1503,5550,2884,4379,3086,2884,1403,16932,21130,4338,15288,39935,38232,17874,1543,10700,19046,8987,20,1093,1062,1372,10,1903,1984,21,491,1433,1503,5550,2884,4379,3086,2884,1403,16932,21130,4338,15288,39935,38232,17874,1543,10700,19046,8987,20,1093,1062,1372,10,1903,1984,21,491,1433,1503,5550,2884,4379,3086,2884,1403,16932,21130,4338,15288,39935,38232,17874,1543,10700,19046,8987,20,1093,1062,1372,10,1903,1984,21,491,1433,1503,5550,2884,4379,3086,2884,1403,16932,21130,4338,15288,39935,38232,17874,
24.000000, 66.000000, 66.000000, 2211.000000, 0.076737, 0.507576,9358,209953,312145,72886,20,8326,7955,6202,20,10570,10039,20,1492,9167,9067,33553,26800,36444,23691,26800,3577,189295,208201,6382,104355,548529,527680,193854,9358,209953,312145,72886,20,8326,7955,6202,20,10570,10039,20,1492,9167,9067,33553,26800,36444,23691,26800,3577,189295,208201,6382,104355,548529,527680,193854,9358,209953,312145,72886,20,8326,7955,6202,20,10570,10039,20,1492,9167,9067,33553,26800,36444,23691,26800,3577,189295,208201,6382,104355,548529,527680,193854,9358,209953,312145,72886,20,8326,7955,6202,20,10570,10039,20,1492,9167,9067,33553,26800,36444,23691,26800,3577,189295,208201,6382,104355,548529,527680,193854,9358,209953,312145,72886,20,8326,7955,6202,20,10570,10039,20,1492,9167,9067,33553,26800,36444,23691,26800,3577,189295,208201,6382,104355,548529,527680,193854,9358,209953,312145,72886,20,8326,7955,6202,20,10570,10039,20,1492,9167,9067,33553,26800,36444,23691,26800,3577,189295,208201,6382,104355,548529,527680,193854,
25.000000, 112.000000, 112.000000, 376.000000, 0.004464, 0.029974,2315,15249,27852,13545,21,1252,1232,1723,20,3106,3006,20,541,1813,1784,8707,4964,8182,5932,4964,2685,27441,33092,8226,8766,172874,163216,10309,2315,15249,27852,13545,21,1252,1232,1723,20,3106,3006,20,541,1813,1784,8707,4964,8182,5932,4964,2685,27441,33092,8226,8766,172874,163216,10309,2315,15249,27852,13545,21,1252,1232,1723,20,3106,3006,20,541,1813,1784,8707,4964,8182,5932,4964,2685,27441,33092,8226,8766,172874,163216,10309,2315,15249,27852,13545,21,1252,1232,1723,20,3106,3006,20,541,1813,1784,8707,4964,8182,5932,4964,2685,27441,33092,8226,8766,172874,163216,10309,2315,15249,27852,13545,21,1252,1232,1723,20,3106,3006,20,541,1813,1784,8707,4964,8182,5932,4964,2685,27441,33092,8226,8766,172874,163216,10309,2315,15249,27852,13545,21,1252,1232,1723,20,3106,3006,20,541,1813,1784,8707,4964,8182,5932,4964,2685,27441,33092,8226,8766,172874,163216,10309,
26.000000, 132.000000, 132.000000, 1890.000000, 0.081038, 0.108471,9238,144761,210946,62597,20,8175,7644,6241,20,10820,11402,20,1603,8766,8957,9537,23212,31874,21086,23212,4087,133650,168396,4879,114264,926658,973997,166833,9238,144761,210946,62597,20,8175,7644,6241,20,10820,11402,20,1603,8766,8957,9537,23212,31874,21086,23212,4087,133650,168396,4879,114264,926658,973997,166833,9238,144761,210946,62597,20,8175,7644,6241,20,10820,11402,20,1603,8766,8957,9537,23212,31874,21086,23212,4087,133650,168396,4879,114264,926658,973997,166833,9238,144761,210946,62597,20,8175,7644,6241,20,10820,11402,20,1603,8766,8957,9537,23212,31874,21086,23212,4087,133650,168396,4879,114264,926658,973997,166833,9238,144761,210946,62597,20,8175,7644,6241,20,10820,11402,20,1603,8766,8957,9537,23212,31874,21086,23212,4087,133650,168396,4879,114264,926658,973997,166833,9238,144761,210946,62597,20,8175,7644,6241,20,10820,11402,20,1603,8766,8957,9537,23212,31874,21086,23212,4087,133650,168396,4879,114264,926658,973997,166833,
27.000000, 153.000000, 153.000000, 1288.000000, 0.113812, 0.055022,6232,67877,114746,42780,20,5180,4999,4589,20,10019,10550,20,1193,6021,7033,7864,16072,21924,14760,16072,3897,87053,111028,5841,46307,718558,703980,71514,6232,67877,114746,42780,20,5180,4999,4589,20,10019,10550,20,1193,6021,7033,7864,16072,21924,14760,16072,3897,87053,111028,5841,46307,718558,703980,71514,6232,67877,114746,42780,20,5180,4999,4589,20,10019,10550,20,1193,6021,7033,7864,16072,21924,14760,16072,3897,87053,111028,5841,46307,718558,703980,71514,6232,67877,114746,42780,20,5180,4999,4589,20,10019,10550,20,1193,6021,7033,7864,16072,21924,14760,16072,3897,87053,111028,5841,46307,718558,703980,71514,6232,67877,114746,42780,20,5180,4999,4589,20,10019,10550,20,1193,6021,7033,7864,16072,21924,14760,16072,3897,87053,111028,5841,46307,718558,703980,71514,6232,67877,114746,42780,20,5180,4999,4589,20,10019,10550,20,1193,6021,7033,7864,16072,21924,14760,16072,3897,87053,111028,5841,46307,718558,703980,71514,
28.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,20819,282791,463139,134642,20,16030,16791,13585,20,29265,32511,20,3296,17683,19066,6713,51364,76084,54852,51364,9167,297518,384180,11972,134903,7223288,7389530,214032,20819,282791,463139,134642,20,16030,16791,13585,20,29265,32511,20,3296,17683,19066,6713,51364,76084,54852,51364,9167,297518,384180,11972,134903,7223288,7389530,214032,20819,282791,463139,134642,20,16030,16791,13585,20,29265,32511,20,3296,17683,19066,6713,51364,76084,54852,51364,9167,297518,384180,11972,134903,7223288,7389530,214032,20819,282791,463139,134642,20,16030,16791,13585,20,29265,32511,20,3296,17683,19066,6713,51364,76084,54852,51364,9167,297518,384180,11972,134903,7223288,7389530,214032,20819,282791,463139,134642,20,16030,16791,13585,20,29265,32511,20,3296,17683,19066,6713,51364,76084,54852,51364,9167,297518,384180,11972,134903,7223288,7389530,214032,20819,282791,463139,134642,20,16030,16791,13585,20,29265,32511,20,3296,17683,19066,6713,51364,76084,54852,51364,9167,297518,384180,11972,134903,7223288,7389530,214032,
29.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,19576,274234,399520,131838,20,15409,16030,13155,20,28633,30978,20,3246,20899,18294,6632,51364,76084,54852,51364,10430,288361,378660,11371,130074,7014988,7124323,208070,19576,274234,399520,131838,20,15409,16030,13155,20,28633,30978,20,3246,20899,18294,6632,51364,76084,54852,51364,10430,288361,378660,11371,130074,7014988,7124323,208070,19576,274234,399520,131838,20,15409,16030,13155,20,28633,30978,20,3246,20899,18294,6632,51364,76084,54852,51364,10430,288361,378660,11371,130074,7014988,7124323,208070,19576,274234,399520,131838,20,15409,16030,13155,20,28633,30978,20,3246,20899,18294,6632,51364,76084,54852,51364,10430,288361,378660,11371,130074,7014988,7124323,208070,19576,274234,399520,131838,20,15409,16030,13155,20,28633,30978,20,3246,20899,18294,6632,51364,76084,54852,51364,10430,288361,378660,11371,130074,7014988,7124323,208070,19576,274234,399520,131838,20,15409,16030,13155,20,28633,30978,20,3246,20899,18294,6632,51364,76084,54852,51364,10430,288361,378660,11371,130074,7014988,7124323,208070,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.054561, 0.006083,40145,378390,689975,223760,20,28854,29816,27752,20,66144,67937,20,7975,33804,36759,14707,88504,117309,89726,88504,34174,492113,645110,29765,1608246,28940352,30492202,3398484,40145,378390,689975,223760,20,28854,29816,27752,20,66144,67937,20,7975,33804,36759,14707,88504,117309,89726,88504,34174,492113,645110,29765,1608246,28940352,30492202,3398484,40145,378390,689975,223760,20,28854,29816,27752,20,66144,67937,20,7975,33804,36759,14707,88504,117309,89726,88504,34174,492113,645110,29765,1608246,28940352,30492202,3398484,40145,378390,689975,223760,20,28854,29816,27752,20,66144,67937,20,7975,33804,36759,14707,88504,117309,89726,88504,34174,492113,645110,29765,1608246,28940352,30492202,3398484,40145,378390,689975,223760,20,28854,29816,27752,20,66144,67937,20,7975,33804,36759,14707,88504,117309,89726,88504,34174,492113,645110,29765,1608246,28940352,30492202,3398484,40145,378390,689975,223760,20,28854,29816,27752,20,66144,67937,20,7975,33804,36759,14707,88504,117309,89726,88504,34174,492113,645110,29765,1608246,28940352,30492202,3398484,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.196275, 0.008321,39014,465393,636514,307617,20,26049,26861,28553,20,55575,57378,20,5380,38282,33413,11852,121456,154958,116586,121456,21410,549310,728577,31008,324970,36436892,37943759,377879,39014,465393,636514,307617,20,26049,26861,28553,20,55575,57378,20,5380,38282,33413,11852,121456,154958,116586,121456,21410,549310,728577,31008,324970,36436892,37943759,377879,39014,465393,636514,307617,20,26049,26861,28553,20,55575,57378,20,5380,38282,33413,11852,121456,154958,116586,121456,21410,549310,728577,31008,324970,36436892,37943759,377879,39014,465393,636514,307617,20,26049,26861,28553,20,55575,57378,20,5380,38282,33413,11852,121456,154958,116586,121456,21410,549310,728577,31008,324970,36436892,37943759,377879,39014,465393,636514,307617,20,26049,26861,28553,20,55575,57378,20,5380,38282,33413,11852,121456,154958,116586,121456,21410,549310,728577,31008,324970,36436892,37943759,377879,39014,465393,636514,307617,20,26049,26861,28553,20,55575,57378,20,5380,38282,33413,11852,121456,154958,116586,121456,21410,549310,728577,31008,324970,36436892,37943759,377879,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.000000, 0.009817,46377,521939,1001809,363472,20,36398,36218,33594,20,66535,68719,20,6763,55624,44102,14507,143284,214226,162792,143284,18765,835226,1079505,33142,314520,47537874,52735142,437911,46377,521939,1001809,363472,20,36398,36218,33594,20,66535,68719,20,6763,55624,44102,14507,143284,214226,162792,143284,18765,835226,1079505,33142,314520,47537874,52735142,437911,46377,521939,1001809,363472,20,36398,36218,33594,20,66535,68719,20,6763,55624,44102,14507,143284,214226,162792,143284,18765,835226,1079505,33142,314520,47537874,52735142,437911,46377,521939,1001809,363472,20,36398,36218,33594,20,66535,68719,20,6763,55624,44102,14507,143284,214226,162792,143284,18765,835226,1079505,33142,314520,47537874,52735142,437911,46377,521939,1001809,363472,20,36398,36218,33594,20,66535,68719,20,6763,55624,44102,14507,143284,214226,162792,143284,18765,835226,1079505,33142,314520,47537874,52735142,437911,46377,521939,1001809,363472,20,36398,36218,33594,20,66535,68719,20,6763,55624,44102,14507,143284,214226,162792,143284,18765,835226,1079505,33142,314520,47537874,52735142,437911,
33.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,72025,1151800,1641439,562124,20,66915,64982,51978,20,110888,110216,20,10690,75111,73337,23554,220180,322013,245812,220180,30237,1307953,1696732,51065,554150,107139435,111733853,815229,72025,1151800,1641439,562124,20,66915,64982,51978,20,110888,110216,20,10690,75111,73337,23554,220180,322013,245812,220180,30237,1307953,1696732,51065,554150,107139435,111733853,815229,72025,1151800,1641439,562124,20,66915,64982,51978,20,110888,110216,20,10690,75111,73337,23554,220180,322013,245812,220180,30237,1307953,1696732,51065,554150,107139435,111733853,815229,72025,1151800,1641439,562124,20,66915,64982,51978,20,110888,110216,20,10690,75111,73337,23554,220180,322013,245812,220180,30237,1307953,1696732,51065,554150,107139435,111733853,815229,72025,1151800,1641439,562124,20,66915,64982,51978,20,110888,110216,20,10690,75111,73337,23554,220180,322013,245812,220180,30237,1307953,1696732,51065,554150,107139435,111733853,815229,72025,1151800,1641439,562124,20,66915,64982,51978,20,110888,110216,20,10690,75111,73337,23554,220180,322013,245812,220180,30237,1307953,1696732,51065,554150,107139435,111733853,815229,
34.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,73228,1175846,1704166,576712,20,67767,66665,52338,20,112912,114886,20,10690,77746,76774,23083,220180,322013,245812,220180,31349,1354330,1708945,54212,559289,109969243,113694711,833293,73228,1175846,1704166,576712,20,67767,66665,52338,20,112912,114886,20,10690,77746,76774,23083,220180,322013,245812,220180,31349,1354330,1708945,54212,559289,109969243,113694711,833293,73228,1175846,1704166,576712,20,67767,66665,52338,20,112912,114886,20,10690,77746,76774,23083,220180,322013,245812,220180,31349,1354330,1708945,54212,559289,109969243,113694711,833293,73228,1175846,1704166,576712,20,67767,66665,52338,20,112912,114886,20,10690,77746,76774,23083,220180,322013,245812,220180,31349,1354330,1708945,54212,559289,109969243,113694711,833293,73228,1175846,1704166,576712,20,67767,66665,52338,20,112912,114886,20,10690,77746,76774,23083,220180,322013,245812,220180,31349,1354330,1708945,54212,559289,109969243,113694711,833293,73228,1175846,1704166,576712,20,67767,66665,52338,20,112912,114886,20,10690,77746,76774,23083,220180,322013,245812,220180,31349,1354330,1708945,54212,559289,109969243,113694711,833293,
35.000000, 2003.000000, 2003.000000, 42943.000000, 0.045165, 0.010704,172163,2936728,4776800,1284429,20,155662,154520,119745,21,244198,238648,20,26841,163937,171191,58640,523332,733490,560565,523332,64401,3428811,4937191,119244,2735761,330616990,341574652,4924447,172163,2936728,4776800,1284429,20,155662,154520,119745,21,244198,238648,20,26841,163937,171191,58640,523332,733490,560565,523332,64401,3428811,4937191,119244,2735761,330616990,341574652,4924447,172163,2936728,4776800,1284429,20,155662,154520,119745,21,244198,238648,20,26841,163937,171191,58640,523332,733490,560565,523332,64401,3428811,4937191,119244,2735761,330616990,341574652,4924447,172163,2936728,4776800,1284429,20,155662,154520,119745,21,244198,238648,20,26841,163937,171191,58640,523332,733490,560565,523332,64401,3428811,4937191,119244,2735761,330616990,341574652,4924447,172163,2936728,4776800,1284429,20,155662,154520,119745,21,244198,238648,20,26841,163937,171191,58640,523332,733490,560565,523332,64401,3428811,4937191,119244,2735761,330616990,341574652,4924447,172163,2936728,4776800,1284429,20,155662,154520,119745,21,244198,238648,20,26841,163937,171191,58640,523332,733490,560565,523332,64401,3428811,4937191,119244,2735761,330616990,341574652,4924447,
