Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time
292.000000, 398.000000, 398.000000, 3678.000000, 0.330792, 0.023219,31779,225384,261201,124740,20,12433,14967,12873,2304,1593,15499,1683,2956,15269,16711,7113,45732,57396,35277,45732,7363,248016,426123,8395,215336,6024474,7795700,337620,5480,9308,16020,6021,30,20,15078,40,2815,2164,15719,1463,
292.000000, 398.000000, 398.000000, 3678.000000, 0.330792, 0.023219,77453,171845,244870,126372,40,16861,19626,15298,2314,1773,15689,1683,3086,14857,17171,6352,45732,57396,35277,45732,33261,262112,287789,11622,160836,5962199,7743022,302165,2946,2314,15699,8546,30,20,14887,20,2896,6843,16150,2374,
293.000000, 62.000000, 62.000000, 450.000000, 0.213536, 0.117066,3777,27912,39613,21540,20,2264,2244,2064,561,491,2425,260,731,2384,2765,5039,5652,8136,4866,5652,1453,36547,43641,1804,22682,111354,125381,41226,692,791,2545,1393,40,21,2435,30,611,531,2955,341,
293.000000, 62.000000, 62.000000, 450.000000, 0.213536, 0.117066,5520,25136,38000,20668,20,3176,2314,1894,571,531,2415,241,551,1974,2715,2965,5652,8136,4866,5652,1312,40094,40665,3226,18745,119289,115112,33762,621,511,2535,1282,40,20,2335,40,591,480,2334,201,
293.000000, 62.000000, 62.000000, 450.000000, 0.213536, 0.117066,11671,29294,42388,17502,20,1983,2384,2975,381,411,3647,251,612,2194,2464,4488,5652,8136,4866,5652,1062,40665,44632,1463,18404,106866,118427,31518,551,852,3486,1082,20,20,2164,20,531,681,3076,211,
293.000000, 62.000000, 62.000000, 450.000000, 0.213536, 0.117066,7433,26980,38761,18263,20,2093,2134,2034,551,351,3526,250,992,2374,2985,2955,5652,8136,4866,5652,1552,38661,43931,7364,18784,107347,115592,30826,471,441,2455,1102,30,20,2405,30,421,370,2384,211,
293.000000, 62.000000, 62.000000, 450.000000, 0.213536, 0.117066,3406,27691,39923,17813,20,3246,2355,1893,561,431,2344,250,591,2224,2574,4729,5652,8136,4866,5652,12082,34133,41807,1743,18303,118888,104392,29605,421,490,2745,1022,20,20,2345,20,481,451,2394,201,
293.000000, 62.000000, 62.000000, 450.000000, 0.213536, 0.117066,5019,25637,37419,20408,20,2735,2254,1993,541,370,2324,431,631,2074,2875,4218,5652,8136,4866,5652,1142,37529,46857,8886,18614,149385,100635,33832,401,451,2965,1042,20,20,2254,20,431,430,2374,431,
293.000000, 62.000000, 62.000000, 450.000000, 0.213536, 0.117066,3607,25126,40003,19246,20,1943,2104,2074,490,340,3557,251,662,2415,2625,4709,5652,8136,4866,5652,1212,37919,44462,1903,19866,119950,122415,33913,711,481,2404,1603,20,20,2275,20,451,401,2435,220,
293.000000, 62.000000, 62.000000, 450.000000, 0.213536, 0.117066,3817,23213,40335,17452,20,2154,2635,2064,371,271,2515,241,681,2274,2475,3136,5652,8136,4866,5652,1743,39793,45935,1423,19286,110493,108529,32800,531,430,2475,1163,20,20,3466,20,481,460,2524,220,
293.000000, 62.000000, 62.000000, 450.000000, 0.213536, 0.117066,6643,31609,48138,21750,20,1883,2665,2254,481,270,2816,281,811,2655,2996,3506,5652,8136,4866,5652,1964,42488,52616,1333,25487,119549,125120,36397,581,501,4508,1272,30,20,2645,30,480,530,2785,450,
293.000000, 62.000000, 62.000000, 450.000000, 0.213536, 0.117066,12884,31668,34894,18684,20,2475,2695,2294,581,471,2404,291,641,2435,3817,3536,5652,8136,4866,5652,5029,46326,60010,1463,20658,137704,122325,35045,611,441,2395,1062,20,20,2414,20,471,481,2885,211,
294.000000, 782.000000, 782.000000, 7514.000000, 0.208371, 0.012287,61393,382814,612886,293480,30,32700,28282,25858,3787,3606,30796,3466,5330,29033,33211,11751,93300,130340,87397,93300,13615,741052,747805,16861,421114,24065696,24341312,579926,12744,6342,31098,10709,30,30,29124,141,7574,5560,33502,2755,
294.000000, 782.000000, 782.000000, 7514.000000, 0.208371, 0.012287,77162,429309,612776,255409,20,23784,28973,25386,3737,3587,30676,3456,5330,28482,31989,12753,93300,130340,87397,93300,14928,606004,752714,35775,369119,24303273,24694482,540664,16040,10409,32329,11501,40,20,30016,40,5500,5801,30205,3636,
294.000000, 782.000000, 782.000000, 7514.000000, 0.208371, 0.012287,68856,379577,629668,268273,20,24355,30116,26189,3466,3987,31788,3616,8495,35645,33632,12483,93300,130340,87397,93300,15218,671103,781997,24315,502263,25508489,24954870,565950,18794,136811,32470,12403,40,20,29905,311,5780,19886,34193,4608,
294.000000, 782.000000, 782.000000, 7514.000000, 0.208371, 0.012287,112828,403922,611214,256331,30,24395,29765,25447,3847,3637,30616,3617,7775,30416,34373,13214,93300,130340,87397,93300,20527,625469,721185,17802,470735,25215089,25509830,578814,4078,25016,31367,11612,30,20,28883,40,5620,5290,29945,3086,
294.000000, 782.000000, 782.000000, 7514.000000, 0.208371, 0.012287,57205,430171,629156,284242,20,33832,31057,26188,3757,3697,31879,3536,9417,32329,33091,13034,93300,130340,87397,93300,159162,617415,821220,27881,502284,26017784,25855757,567023,4598,14727,154173,12653,30,31,29634,20,6312,6803,32329,5921,
294.000000, 782.000000, 782.000000, 7514.000000, 0.208371, 0.012287,59058,370261,728880,267021,20,31618,29043,28052,3957,3997,31828,3497,6071,31999,35776,12022,93300,130340,87397,93300,14346,644415,843871,20388,500339,26049773,25531110,610773,14797,5450,177215,10890,30,20,29625,30,7714,5661,33812,2976,
294.000000, 782.000000, 782.000000, 7514.000000, 0.208371, 0.012287,57246,392332,629106,274234,20,25086,29214,25657,3787,3716,31217,4588,6091,29905,33842,12352,93300,130340,87397,93300,24024,671585,744378,30806,534462,26152832,26116035,578053,8777,5680,153251,11922,40,20,29284,30,5811,5130,30756,3135,
294.000000, 782.000000, 782.000000, 7514.000000, 0.208371, 0.012287,74397,364971,678276,268063,20,24024,28913,25377,3567,3766,30947,3647,5610,31608,32720,13725,93300,130340,87397,93300,18775,612446,792486,17683,568946,25882506,25658424,479041,5020,23423,152159,11601,30,20,29234,21,6212,5189,32139,3797,
294.000000, 782.000000, 782.000000, 7514.000000, 0.208371, 0.012287,63586,672376,637131,345666,20,24105,29514,25607,3747,4178,31448,3556,5350,29765,33451,12112,93300,130340,87397,93300,19886,613398,761530,17943,483017,26461681,25735726,696631,8646,17102,31137,11170,30,20,29084,40,5770,5590,30686,3647,
294.000000, 782.000000, 782.000000, 7514.000000, 0.208371, 0.012287,211809,397391,622063,265428,20,42959,37239,34344,3867,4088,31759,3576,5771,29715,33983,11852,93300,130340,87397,93300,70168,706659,800010,20989,349011,26446292,26157341,570649,5410,5300,31839,10339,30,20,30095,30,5540,16230,31127,4308,
295.000000, 398.000000, 398.000000, 1654.000000, 0.316209, 0.010442,15378,66182,93652,65720,20,7123,6041,7353,1403,921,6602,841,1623,7053,8035,3576,21444,32020,18182,21444,4078,148212,143994,4829,113628,3088036,2993212,135018,2424,1292,7463,4458,30,20,6763,471,1532,1113,7093,832,
295.000000, 398.000000, 398.000000, 1654.000000, 0.316209, 0.010442,17131,76521,92300,56173,20,5050,6302,7073,1353,801,6492,892,1553,6592,7284,3827,21444,32020,18182,21444,4469,120001,135278,13044,85517,3174876,3121077,95356,7284,1392,7333,6021,20,20,6141,30,1452,961,6482,972,
295.000000, 398.000000, 398.000000, 1654.000000, 0.316209, 0.010442,16250,80378,116374,66181,20,5190,6211,7164,1172,852,6502,792,3667,9407,8526,3868,21444,32020,18182,21444,3597,191992,142522,5260,141340,3157905,3086113,103290,9147,27110,10359,4678,110,20,6202,50,1593,1383,7203,2845,
295.000000, 398.000000, 398.000000, 1654.000000, 0.316209, 0.010442,24646,68937,91728,57105,20,5220,5671,7012,1313,821,6522,781,1834,6772,7645,3947,21444,32020,18182,21444,6011,127284,131903,4638,117886,3137186,3145872,127936,1262,8656,6712,4468,30,20,6161,30,1313,892,6462,781,
295.000000, 398.000000, 398.000000, 1654.000000, 0.316209, 0.010442,11972,69387,93512,63457,20,7794,6121,7073,1262,841,6693,792,1993,7023,6762,4158,21444,32020,18182,21444,29054,119751,146139,7363,110924,3254422,3099807,104041,1383,9507,30005,4478,30,20,6292,20,2033,992,7053,1463,
295.000000, 398.000000, 398.000000, 1654.000000, 0.316209, 0.010442,12333,64148,90867,58127,20,7383,6192,7073,1212,821,6682,862,2154,7244,7524,2856,21444,32020,18182,21444,3797,122936,137874,5610,109631,3163034,3005945,114611,7263,1192,27590,4849,20,20,6242,30,1753,1072,7133,752,
295.000000, 398.000000, 398.000000, 1654.000000, 0.316209, 0.010442,12674,63807,97539,63497,20,5009,5821,7073,1363,762,6913,882,1463,6673,7433,3456,21444,32020,18182,21444,3767,118507,133095,5681,120211,3328668,3026844,91498,1052,1162,27370,4388,20,20,6061,30,1432,881,6502,601,
295.000000, 398.000000, 398.000000, 1654.000000, 0.316209, 0.010442,13335,63907,107778,63256,20,5380,6232,6913,1232,761,6542,782,1533,6752,6913,3566,21444,32020,18182,21444,7203,122655,137152,4939,133917,3178162,2970671,91649,9568,3407,27751,4418,30,20,6262,30,1563,1203,6762,841,
295.000000, 398.000000, 398.000000, 1654.000000, 0.316209, 0.010442,16019,88763,101647,58037,20,4999,6412,7324,1302,852,7063,782,1483,7083,7564,4628,21444,32020,18182,21444,3476,120020,141961,6672,112937,3205983,2965651,105504,4618,4859,6872,4328,30,20,6251,30,1312,892,6492,781,
295.000000, 398.000000, 398.000000, 1654.000000, 0.316209, 0.010442,39994,67945,98642,61052,20,5209,5961,7043,1192,801,6592,782,1813,7283,7424,2955,21444,32020,18182,21444,17012,127514,133355,4469,74136,3215280,3039557,113799,1613,1032,6221,3908,80,30,6001,30,1453,2465,6572,1022,
296.000000, 62.000000, 62.000000, 202.000000, 0.219163, 0.052549,1904,11781,14757,8766,20,1122,1623,1422,431,291,1332,1022,571,1363,1864,4308,2676,4756,2628,2676,1112,25577,26097,1322,12954,64398,58267,15498,461,330,1422,1102,20,20,1282,30,421,301,1313,251,
296.000000, 62.000000, 62.000000, 202.000000, 0.219163, 0.052549,1944,10780,17211,8676,20,1312,1993,1883,361,270,1192,431,431,1192,1953,1994,2676,4756,2628,2676,751,19075,25697,2695,11502,63387,72323,13544,471,300,1293,1192,20,20,1333,20,421,300,1713,140,
296.000000, 62.000000, 62.000000, 202.000000, 0.219163, 0.052549,7874,11832,15940,8075,30,951,1182,1152,300,280,1303,150,481,1343,1533,3987,2676,4756,2628,2676,671,24465,28653,1152,10670,61783,70680,12222,350,291,1833,721,30,20,1242,20,371,251,1282,150,
296.000000, 62.000000, 62.000000, 202.000000, 0.219163, 0.052549,3657,11100,22992,8926,20,912,1543,1452,400,250,1733,141,621,1212,1513,1944,2676,4756,2628,2676,672,27630,22000,4939,10219,59690,65490,11812,281,260,1152,851,30,20,1563,20,211,160,1623,130,
296.000000, 62.000000, 62.000000, 202.000000, 0.219163, 0.052549,1683,12172,14346,8606,20,922,1142,1222,321,281,1102,130,280,1242,1313,3166,2676,4756,2628,2676,6682,15768,22431,1132,9808,66563,54470,11230,251,260,1021,701,20,20,1112,20,230,200,1052,130,
296.000000, 62.000000, 62.000000, 202.000000, 0.219163, 0.052549,2966,11281,13876,11030,20,851,1011,1152,330,221,1042,130,391,1232,1212,3466,2676,4756,2628,2676,541,20558,21360,4478,12884,55622,53859,13395,410,240,982,752,20,20,1042,20,240,161,982,151,
296.000000, 62.000000, 62.000000, 202.000000, 0.219163, 0.052549,1814,9107,16861,9618,20,1212,1392,1092,321,241,1633,140,541,1092,1313,3376,2676,4756,2628,2676,732,18835,22111,1142,10319,60702,64809,11571,320,260,1052,1052,20,20,1002,20,331,150,962,120,
296.000000, 62.000000, 62.000000, 202.000000, 0.219163, 0.052549,1803,8956,13084,8265,20,832,921,1041,281,211,961,130,310,1162,1172,1753,2676,4756,2628,2676,1202,19185,21550,901,12543,51154,52246,11110,340,230,1643,691,21,20,972,20,240,171,1002,131,
296.000000, 62.000000, 62.000000, 202.000000, 0.219163, 0.052549,3377,11200,19997,8966,20,1312,1523,1182,441,200,1633,130,401,1553,1262,1943,2676,4756,2628,2676,1603,19606,24415,832,9688,66513,52587,11351,360,250,1082,802,40,20,1583,20,241,290,1062,131,
296.000000, 62.000000, 62.000000, 202.000000, 0.219163, 0.052549,6001,10890,17362,9047,20,1362,992,1723,321,190,1082,130,340,992,1252,2825,2676,4756,2628,2676,2585,20798,31007,1203,9467,63377,56384,14547,231,190,922,652,30,30,1032,20,231,210,1042,141,
297.000000, 782.000000, 782.000000, 3382.000000, 0.210448, 0.005530,42538,256722,262102,200729,30,23443,13495,18614,2204,2134,14788,2625,2836,14547,20007,5800,43716,72316,45556,43716,11872,400376,371112,11632,244589,13615948,13468036,285304,3957,3697,20729,8466,30,20,17722,360,3587,4218,19075,1653,
297.000000, 782.000000, 782.000000, 3382.000000, 0.210448, 0.005530,30917,183638,241383,146399,20,12263,14807,14527,2194,1943,15358,1693,2985,14035,17001,7363,43716,72316,45556,43716,15709,280696,320479,23883,217720,13783867,13917603,209736,15368,7153,16260,9287,30,20,13916,41,2705,2745,14416,2625,
297.000000, 782.000000, 782.000000, 3382.000000, 0.210448, 0.005530,26308,164062,254087,230253,20,11461,18885,28122,2124,2114,22471,2295,6903,20257,16681,9347,43716,72316,45556,43716,7073,293099,577671,8496,261231,17617663,17727746,318034,21870,84435,22081,7974,30,20,13826,360,3777,4589,23352,4258,
297.000000, 782.000000, 782.000000, 3382.000000, 0.210448, 0.005530,66953,306343,459945,216698,20,49090,17682,23162,3957,2715,22782,2124,6142,20808,23944,11861,43716,72316,45556,43716,17192,530175,593962,13765,389495,19632697,18497130,373206,3426,27621,23844,13785,50,30,20758,50,5590,3566,23564,3336,
297.000000, 782.000000, 782.000000, 3382.000000, 0.210448, 0.005530,42097,354422,385518,185722,30,42618,20337,18494,4067,3055,18554,1964,5771,22451,21549,11841,43716,72316,45556,43716,77372,392402,485402,16049,345795,16768192,18119246,316702,3957,30817,77282,10760,30,30,22121,150,5661,5721,19435,3947,
297.000000, 782.000000, 782.000000, 3382.000000, 0.210448, 0.005530,41967,329276,315349,236094,30,18393,19335,18153,3938,1994,17873,2494,6452,22301,20297,10269,43716,72316,45556,43716,11711,320269,561532,14927,404193,20266012,13598886,278281,18795,4097,89074,15399,40,20,17091,40,3497,4398,20829,2845,
297.000000, 782.000000, 782.000000, 3382.000000, 0.210448, 0.005530,40384,228029,330147,193115,20,21279,20107,22171,3958,1994,25357,2495,8395,26529,22311,7123,43716,72316,45556,43716,7353,300152,403402,15669,346196,13591834,13041142,262152,1803,4548,92289,8175,50,20,19245,40,2735,4368,24094,1433,
297.000000, 782.000000, 782.000000, 3382.000000, 0.210448, 0.005530,43460,213132,312204,177496,20,19475,19205,23753,3927,2796,20588,2585,3106,20628,21048,8115,43716,72316,45556,43716,15018,308527,330348,9137,334325,13810806,13387057,174841,25366,9738,63197,14186,40,20,19005,40,4378,4288,16601,2194,
297.000000, 782.000000, 782.000000, 3382.000000, 0.210448, 0.005530,32740,216157,257834,119730,30,11241,13725,13565,2154,1944,14707,1603,2745,15047,16170,5961,43716,72316,45556,43716,7234,263394,376321,8907,268985,13382059,12795420,233910,8786,13415,14827,8125,40,20,13776,30,2654,2505,14978,1432,
297.000000, 782.000000, 782.000000, 3382.000000, 0.210448, 0.005530,88533,162569,245130,120261,21,13314,14106,13605,2555,2103,14447,1603,3456,14327,15939,5590,43716,72316,45556,43716,32901,287889,311453,9297,187675,13355981,12906905,243027,3397,2474,14958,7825,30,20,13865,40,2865,10409,15238,1683,
298.000000, 200.000000, 200.000000, 796.000000, 0.245000, 0.019900,6402,34363,50272,28522,20,2505,2605,3156,451,271,2995,431,651,3236,3245,1704,10356,17608,10020,10356,2234,60541,62024,2685,18744,678186,734600,23594,891,691,3046,2244,31,20,2304,40,1612,511,2605,471,
298.000000, 200.000000, 200.000000, 796.000000, 0.245000, 0.019900,6361,39312,50102,27710,20,2034,2245,3246,451,290,2444,401,611,3457,2985,1403,10356,17608,10020,10356,2214,53939,63687,7023,17412,750609,735822,22481,4539,711,2604,1793,20,20,2274,20,561,491,2645,331,
298.000000, 200.000000, 200.000000, 796.000000, 0.245000, 0.019900,5981,35265,50903,28662,20,2013,2304,3135,401,381,2575,401,731,3427,2875,1873,10356,17608,10020,10356,1653,55011,62896,2545,17362,708172,761700,22441,4458,11030,4378,1824,30,20,2535,40,581,481,2605,310,
298.000000, 200.000000, 200.000000, 796.000000, 0.245000, 0.019900,13625,37619,54220,30476,20,2264,2585,3386,390,300,3346,421,841,3296,3196,1834,10356,17608,10020,10356,2054,56273,65130,2856,20739,712450,819055,23343,491,4539,3427,1974,21,20,2465,20,561,451,2795,311,
298.000000, 200.000000, 200.000000, 796.000000, 0.245000, 0.019900,6111,35104,51745,28853,20,2835,2274,3125,441,380,2555,420,591,3326,3076,1393,10356,17608,10020,10356,15338,56163,69017,2554,17793,752663,718852,30476,431,4819,13856,1743,20,20,2275,20,751,551,2535,501,
298.000000, 200.000000, 200.000000, 796.000000, 0.245000, 0.019900,6171,34724,49932,28472,20,2234,2325,3115,400,261,2485,400,631,3527,2945,1373,10356,17608,10020,10356,1552,65881,62535,2895,17172,708702,694736,22722,3186,571,12834,1734,31,20,2304,20,1092,491,2475,311,
298.000000, 200.000000, 200.000000, 796.000000, 0.245000, 0.019900,5991,34814,53808,32479,30,2164,2264,3045,400,251,2515,471,611,3466,3427,1923,10356,17608,10020,10356,1743,54971,63887,3416,19756,822662,862927,23222,441,561,13024,1903,20,20,2364,20,581,441,2464,350,
298.000000, 200.000000, 200.000000, 796.000000, 0.245000, 0.019900,8716,34934,72162,31578,20,2555,2234,3196,400,321,2725,491,611,3928,3657,1843,10356,17608,10020,10356,4087,57466,63527,2604,19926,865491,821129,22160,4709,631,12934,3416,30,20,2805,20,571,561,3245,311,
298.000000, 200.000000, 200.000000, 796.000000, 0.245000, 0.019900,7874,47317,55963,29995,20,2033,2324,3176,431,251,2625,411,591,3326,3206,1483,10356,17608,10020,10356,1863,55292,65180,2665,20809,745851,697092,23203,1884,861,2685,1783,20,20,2335,20,571,451,2595,311,
298.000000, 200.000000, 200.000000, 796.000000, 0.245000, 0.019900,21720,41657,67705,29835,20,2284,2294,3136,792,271,4368,401,612,3747,5239,2033,10356,17608,10020,10356,8315,67384,64328,2685,17442,831689,845925,23634,982,811,2785,1753,20,20,3967,30,581,1633,2945,972,
299.000000, 2000.000000, 2000.000000, 7996.000000, 0.249500, 0.001999,62194,309960,464083,361224,20,32801,22762,30085,3657,2505,25036,3637,5810,30607,29705,11101,103956,176008,112222,103956,14567,714193,683386,22522,177236,88164248,86108189,220946,5981,5641,25457,16841,40,20,21960,140,6101,6682,23924,2946,
299.000000, 2000.000000, 2000.000000, 7996.000000, 0.249500, 0.001999,60281,367305,492305,266691,20,22962,22732,30446,3877,2775,24906,3607,6472,30316,28873,13745,103956,176008,112222,103956,22231,531046,614249,26088,239831,81347188,86427406,216619,34043,16841,25808,17502,40,20,35004,30,5550,9187,36948,4198,
299.000000, 2000.000000, 2000.000000, 7996.000000, 0.249500, 0.001999,67464,317244,477517,269425,20,24014,22321,30195,3767,11261,27100,3576,7374,40274,30356,12904,103956,176008,112222,103956,15689,750659,661756,26077,214575,80557015,89553041,254608,42758,135539,40705,18184,30,20,22992,130,5450,17221,24064,4448,
299.000000, 2000.000000, 2000.000000, 7996.000000, 0.249500, 0.001999,120752,311162,463251,267712,20,24485,22622,30015,3786,4879,26118,4508,13775,31428,29454,11411,103956,176008,112222,103956,16851,583763,638654,25056,203965,80491875,88246650,291005,3577,44161,25197,16511,40,30,22321,40,6201,4247,23524,3917,
299.000000, 2000.000000, 2000.000000, 7996.000000, 0.249500, 0.001999,56103,315720,463803,269556,20,27190,22281,29805,3637,10018,24275,3556,7924,30736,28453,12032,103956,176008,112222,103956,140889,538340,707691,27410,191372,81278511,84266884,264296,3106,56464,135689,17122,30,20,23112,120,6351,14878,23513,4438,
299.000000, 2000.000000, 2000.000000, 7996.000000, 0.249500, 0.001999,56845,305161,478439,260850,21,30005,22140,29825,3606,2555,24165,3536,9448,35074,31187,10770,103956,176008,112222,103956,13395,641720,675351,35204,242756,80540755,84525029,317223,39142,6062,148813,16931,30,20,27330,20,6051,5610,23353,4589,
299.000000, 2000.000000, 2000.000000, 7996.000000, 0.249500, 0.001999,56804,307275,492135,294692,30,33181,22271,30697,3626,3016,24565,3607,5710,32200,28613,15949,103956,176008,112222,103956,14998,516089,600614,28102,185291,81615701,85035728,253055,6421,17392,113949,17112,40,20,22942,30,7353,4979,23373,2956,
299.000000, 2000.000000, 2000.000000, 7996.000000, 0.249500, 0.001999,64809,309709,534723,289643,20,21189,22150,31397,3577,4869,24445,3697,12774,30426,30376,11090,103956,176008,112222,103956,29364,556082,652600,26199,286917,80850935,83422842,226957,41296,19195,127424,19887,30,20,24435,31,6161,15358,24605,3607,
299.000000, 2000.000000, 2000.000000, 7996.000000, 0.249500, 0.001999,74237,425562,498076,261822,20,30646,22100,30015,3847,2464,24475,3546,8465,31989,28682,11351,103956,176008,112222,103956,14296,539682,686502,30206,232879,81379568,83146575,270187,18033,22993,24896,16621,40,20,22071,40,5610,7003,23894,3607,
299.000000, 2000.000000, 2000.000000, 7996.000000, 0.249500, 0.001999,60832,315219,487295,289442,30,36928,22331,29654,3637,2955,24184,3546,9959,41987,31277,11210,103956,176008,112222,103956,88673,667197,627003,23563,159924,81487565,82486132,318175,5400,21360,24715,16671,140,20,22221,130,5450,18244,23823,4318,
300.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,37379,208924,368107,169953,20,22982,14797,17302,1743,1613,16390,2144,3195,18755,18374,10188,60020,109516,73789,60020,8927,477818,497504,18764,184630,21766780,26847068,151518,3677,6252,17862,8877,30,20,15007,170,3887,3677,15859,3286,
300.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,37790,237547,357197,153993,20,13104,15088,17152,1723,1562,16510,2134,3096,18384,17632,12664,60020,109516,73789,60020,12152,363448,396949,33281,140619,22680189,26497747,154083,15047,10990,20848,9928,30,20,15228,30,3296,3466,15588,3186,
300.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,34955,209906,361074,159874,20,13074,15518,17162,1694,1563,16710,2214,4699,22341,18073,10790,60020,109516,73789,60020,8886,402680,441191,13475,149114,22702060,27143092,152290,22021,83464,23874,9948,30,20,15068,250,3436,10219,18534,3486,
300.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,66652,223170,353149,161387,20,13304,15438,16911,1713,1542,16490,2204,4147,19296,20347,8055,60020,109516,73789,60020,10369,389255,428177,14246,163792,22800371,27460246,178138,1743,23302,16921,9598,30,20,15188,20,3386,3427,15718,2344,
300.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,32791,226727,356926,166946,20,16951,15678,17071,1763,5640,16580,2204,3787,19566,20057,8315,60020,109516,73789,60020,112987,367335,477347,17162,171114,23031897,27342649,178519,1963,24735,97359,9116,31,20,15819,30,4127,3958,18123,3356,
300.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,32410,216358,358950,165384,20,15458,15048,17041,1713,1553,16881,2214,10410,19276,20097,6893,60020,109516,73789,60020,9437,376592,479952,15238,182856,22716606,26756182,198204,17242,4068,93381,14787,40,20,15208,20,4267,3987,16370,1863,
300.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,34082,207742,370100,170674,20,13074,14937,17102,1753,1563,16580,2234,3056,18804,19416,10960,60020,109516,73789,60020,8265,365903,424410,18664,154885,23170430,27611834,174020,1693,12693,98050,9066,30,20,15308,20,3195,3336,15799,1903,
300.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,38040,212321,407800,174490,20,13635,15488,17372,1673,1603,16952,2244,3857,19286,18704,8055,60020,109516,73789,60020,15959,370482,436432,14737,208032,22688535,27104031,164843,22792,13625,89605,9197,30,20,15949,20,4237,4098,17873,2344,
300.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,39994,300081,373376,155356,20,14276,15087,17071,1683,1663,16300,2144,3186,18915,17893,10439,60020,109516,73789,60020,8756,364090,473401,13364,164302,22593570,27182215,204947,8946,14477,16531,8866,30,20,15238,40,3205,3356,16380,2966,
300.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,126332,219784,379498,163690,20,13705,14937,17061,1773,1583,16941,3627,4859,19276,18324,6703,60020,109516,73789,60020,49832,411406,429169,13605,128696,22603919,26165847,213512,3567,3367,16320,8626,20,20,15498,160,3226,12573,18153,3417,
301.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,37589,328804,677285,172868,30,27350,14937,17021,1723,2645,24765,2154,3496,25778,19015,10500,60020,109516,73789,60020,9227,616443,524905,21509,191863,23080545,25572616,160976,4338,5551,24896,15588,30,20,15909,271,4378,3707,16160,1924,
301.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,38220,399905,438426,272711,20,24064,18184,28843,1743,2655,16500,2906,8596,25647,26578,11691,60020,109516,73789,60020,11431,391420,619008,36857,193906,23648339,25284216,153111,19225,8035,16981,10740,30,20,15178,50,3557,5660,15699,2695,
301.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,52006,371893,645757,293760,20,24766,15388,17181,3837,2344,16761,2184,4368,29384,20798,12503,60020,109516,73789,60020,13975,666716,683487,14387,211579,23881337,26375121,157870,26218,109692,29504,12944,30,30,19896,261,4358,16891,16610,2865,
301.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,84174,224213,444948,229542,20,13695,22761,17211,1743,1833,16721,2194,7644,19015,19355,11601,60020,109516,73789,60020,10549,512432,466176,16881,221026,23982794,24532233,186232,1904,23183,24585,9207,40,20,15348,41,3266,3356,22381,2244,
301.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,34494,231155,444698,166126,20,17372,15358,17773,4458,2624,16471,3246,4088,19045,17913,13304,60020,109516,73789,60020,95746,493097,647491,16000,220074,24098867,25395311,209916,3546,24144,104682,13865,41,30,19946,40,3787,3486,16039,4649,
301.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,50563,381361,461528,270437,30,15959,15278,17152,1794,2775,17352,2214,4929,19806,18403,9578,60020,109516,73789,60020,9767,523252,538080,15719,240702,25307579,24475280,207672,16831,3566,98802,9538,40,20,15538,20,3837,3877,16059,2184,
301.000000, 961.000000, 961.000000, 4681.000000, 0.000000, 0.005069,36266,357126,477138,306103,30,24485,20638,17131,4158,6372,16430,2214,6272,20678,18765,11110,60020,109516,73789,60020,13725,414722,655394,18434,254217,23532325,25889839,173399,3066,4027,109382,12963,130,20,22231,20,3356,3367,15849,1894,
