Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time
37.000000, 3948.000000, 3948.000000, 60882.000000, 0.042447, 0.003906,497735,4095980,6459355,2082128,20,439818,265689,196201,31458,33792,266130,26839,48168,261631,306463,108319,746380,1078812,813779,746380,617014,11547649,17493891,221827,5711580,992431268,1159384059,8720382,117105,176604,270287,78895,50,20,250671,260,50493,261811,253436,35426,
40.000000, 11948.000000, 11948.000000, 80519.000000, 0.013129, 0.000564,739590,5406929,8406885,3178313,20,635097,340917,393243,93051,93461,380710,54119,120561,446431,389135,189329,1014024,1700108,1219515,1014024,216417,19398080,21955262,362206,6411997,4666924304,5356531459,9827397,95446,680031,409933,236405,30,20,366413,250,94243,270307,365512,51524,
40.000000, 11948.000000, 11948.000000, 80519.000000, 0.013129, 0.000564,773281,5846377,7836025,2856191,20,619749,359000,338432,94754,111164,383986,54921,100174,507864,392632,192283,1014024,1700108,1219515,1014024,269716,16962132,22573428,341759,6840866,4610347444,5297749135,9469829,104462,237045,395117,183387,20,20,359381,180,89905,323254,361875,37599,
40.000000, 11948.000000, 11948.000000, 80519.000000, 0.013129, 0.000564,724492,5204878,7886598,2664218,20,428708,431554,361314,109051,114961,374910,70790,99994,606415,397982,178619,1014024,1700108,1219515,1014024,332251,16385152,22757026,309409,6065952,4609134394,5306255963,9061418,99833,312504,386320,183898,40,20,373537,240,89946,290424,369610,50102,
40.000000, 11948.000000, 11948.000000, 80519.000000, 0.013129, 0.000564,1380368,5233330,7798927,2686799,20,983738,359060,330919,94313,135049,492395,87631,103831,361073,393153,192905,1014024,1700108,1219515,1014024,326761,16574450,21660279,359641,6356225,4584654431,5372015884,9251428,97459,299991,381441,193305,30,20,360082,241,91809,108910,380519,57225,
40.000000, 11948.000000, 11948.000000, 80519.000000, 0.013129, 0.000564,630229,5261944,7800410,2675779,20,757773,348701,332010,104902,98260,408231,58828,130680,439157,383575,180412,1014024,1700108,1219515,1014024,226126,17654535,26394573,368808,6332271,4621213149,5342203689,9185336,93582,408812,398433,183568,31,20,362216,40,94503,551433,385057,55973,
40.000000, 11948.000000, 11948.000000, 80519.000000, 0.013129, 0.000564,694727,5245794,7822120,2684586,30,473039,345325,342249,92801,102248,408711,62095,106035,371923,393343,184038,1014024,1700108,1219515,1014024,233930,16350839,22011486,327492,5732398,4568929893,5258329547,9125416,95054,399305,377735,181223,30,20,351707,20,91388,384527,362316,59238,
40.000000, 11948.000000, 11948.000000, 80519.000000, 0.013129, 0.000564,721837,5264077,7904411,2610870,20,747414,347549,332271,93582,106015,412558,53949,101476,604291,387111,291416,1014024,1700108,1219515,1014024,252795,16886774,22098966,380900,6737736,4584100713,5260159671,9326386,162859,335347,442113,185261,30,20,451400,40,91307,182516,366684,33362,
40.000000, 11948.000000, 11948.000000, 80519.000000, 0.013129, 0.000564,800942,5198417,7850803,2640605,20,536686,353220,334084,93542,97349,369279,86779,99232,380930,390297,191593,1014024,1700108,1219515,1014024,243267,16112420,21336645,327312,6340847,4576497275,5285781713,9101082,97630,429139,412038,192594,30,20,356135,40,91769,489861,377283,60912,
40.000000, 11948.000000, 11948.000000, 80519.000000, 0.013129, 0.000564,725443,5253468,7854390,2682802,20,568325,371633,350745,90517,83594,401779,52396,165223,470124,388594,241844,1014024,1700108,1219515,1014024,262603,16605367,20967416,314989,6877323,4594937104,5244937186,9456164,99513,291336,396589,186142,40,20,381952,130,97690,238869,375370,40595,
40.000000, 11948.000000, 11948.000000, 80519.000000, 0.013129, 0.000564,686582,5263696,7861493,2699032,20,561062,355373,332241,89805,123376,370661,62415,95555,446350,383425,199146,1014024,1700108,1219515,1014024,833071,16022525,22016935,332952,6363068,4621469570,5315342829,9447889,93251,237336,383485,185140,141,20,353449,381,88713,310511,364189,72263,
41.000000, 817.000000, 817.000000, 3835.000000, 0.000350, 0.005745,34984,187114,312204,155566,20,28192,13645,14707,3026,2063,14807,2004,2976,15879,18174,6242,49292,90772,60608,49292,10259,432345,383515,11621,121844,15766986,16797761,137803,4327,4138,15108,7945,40,20,14898,351,4749,4899,22552,1473,
41.000000, 817.000000, 817.000000, 3835.000000, 0.000350, 0.005745,35526,209736,307745,127725,20,12112,13966,15929,2275,1844,14977,1753,2865,15489,15799,8676,49292,90772,60608,49292,11992,322083,361044,30686,115893,16937657,18231597,143454,19486,11281,16801,9026,31,20,14907,131,2885,4688,15288,3045,
41.000000, 817.000000, 817.000000, 3835.000000, 0.000350, 0.005745,28873,188908,325047,132724,20,11612,14106,14887,2224,1854,15127,1783,4509,20638,16580,6913,49292,90772,60608,49292,7785,323635,367285,11862,135079,17006965,18079166,138043,23673,74387,22391,8395,30,20,13895,481,2936,7854,15969,2564,
41.000000, 817.000000, 817.000000, 3835.000000, 0.000350, 0.005745,63858,256261,325178,138805,20,14136,15889,18184,2234,2264,15037,2365,4819,15688,18173,11752,49292,90772,60608,49292,17803,348160,361725,13595,139767,16320834,17231228,141751,3968,22512,20858,11751,30,20,17953,30,2755,3095,15940,2414,
41.000000, 817.000000, 817.000000, 3835.000000, 0.000350, 0.005745,28202,230754,352949,139156,20,28132,14316,18093,2304,1853,16511,1804,3897,16701,16049,7083,49292,90772,60608,49292,93261,375009,469473,16750,118157,16953397,17466720,139657,2324,23784,85297,9628,30,20,14326,30,3657,5260,14467,2826,
41.000000, 817.000000, 817.000000, 3835.000000, 0.000350, 0.005745,28292,282179,310221,165174,20,26839,14035,14887,2234,1853,15108,1793,4358,18043,16180,9076,49292,90772,60608,49292,8505,317244,395557,13555,134938,16654999,17858941,140809,14276,3447,81950,8346,30,20,16741,20,4237,3587,14597,4739,
41.000000, 817.000000, 817.000000, 3835.000000, 0.000350, 0.005745,27972,196231,328574,243517,41,21129,18133,15128,2234,1824,15027,1793,3125,33342,17322,6662,49292,90772,60608,49292,7654,312755,367596,19957,229131,16875023,17411839,143032,2044,3557,78945,8024,31,20,18184,20,3637,3076,14406,1623,
41.000000, 817.000000, 817.000000, 3835.000000, 0.000350, 0.005745,31799,187986,359791,150928,20,12213,13965,14987,2074,2134,15147,1793,4267,15759,16110,6603,49292,90772,60608,49292,14456,377064,385559,12252,146649,17174213,17421187,140699,6111,11451,78935,8205,30,20,13875,30,3737,3577,16280,1883,
41.000000, 817.000000, 817.000000, 3835.000000, 0.000350, 0.005745,34634,257754,345145,133346,20,11912,17182,14918,2164,1883,20267,2033,2935,16100,26729,8756,49292,90772,60608,49292,7825,311363,392191,13264,171606,17250122,17021532,143464,8616,13014,15018,7995,30,20,13945,30,2965,3106,15839,1503,
41.000000, 817.000000, 817.000000, 3835.000000, 0.000350, 0.005745,112426,201911,410144,172727,31,24916,19286,21109,4248,1863,21579,1974,5470,20848,22862,6242,49292,90772,60608,49292,37248,353259,486144,13706,105103,17289856,17124071,157098,4609,10680,14787,11531,50,30,20978,51,2856,16300,20117,2946,
42.000000, 485.000000, 485.000000, 1810.000000, 0.003643, 0.007695,17532,101236,160174,67414,20,14437,7404,8085,1733,1703,7875,1272,1914,7914,9567,3787,23664,46360,29402,23664,5871,196311,189929,5911,45874,4305105,4807117,58758,3006,2214,7945,5410,30,20,7774,140,2405,2204,11271,781,
42.000000, 485.000000, 485.000000, 1810.000000, 0.003643, 0.007695,17582,108810,153883,90306,20,5951,7263,11611,1714,1553,7964,852,1823,9718,8325,4448,23664,46360,29402,23664,5089,163350,183638,17422,50062,4525921,4530900,66933,9568,2124,8245,7794,30,20,7514,40,1763,1834,7544,882,
42.000000, 485.000000, 485.000000, 1810.000000, 0.003643, 0.007695,14406,102468,207642,70670,20,6022,7594,7975,2154,1704,7814,852,4869,15137,8545,7504,23664,46360,29402,23664,4188,172827,195770,6261,44842,4513037,4553941,66722,15759,51826,12293,5220,30,20,7634,230,2325,1943,8185,2926,
42.000000, 485.000000, 485.000000, 1810.000000, 0.003643, 0.007695,28612,101456,147311,81069,20,5961,7183,8115,1784,1533,8035,852,2074,7664,9047,4338,23664,46360,29402,23664,5169,184490,194587,6733,48620,4525459,4710821,58067,1743,13034,8045,5320,30,20,7383,30,1503,1693,7915,1022,
42.000000, 485.000000, 485.000000, 1810.000000, 0.003643, 0.007695,14237,114401,152481,67204,21,12793,7454,8055,2274,1583,7794,872,2335,8135,8485,4709,23664,46360,29402,23664,41295,146580,188506,8215,43089,4626986,4535218,69668,1863,14587,38581,5100,31,20,7434,30,2815,2014,7794,1683,
42.000000, 485.000000, 485.000000, 1810.000000, 0.003643, 0.007695,15098,122976,168299,63466,20,11511,7423,8165,1773,1864,11391,842,2294,8486,11241,3877,23664,46360,29402,23664,4879,153883,195299,7754,50252,4595438,4456954,58037,9648,2184,41076,6121,30,20,7695,20,2415,2134,8506,912,
42.000000, 485.000000, 485.000000, 1810.000000, 0.003643, 0.007695,14256,103641,207572,75969,20,6031,10659,8095,1713,1422,8155,861,1773,7845,12412,3917,23664,46360,29402,23664,6041,160635,195570,9167,50874,4722562,4744312,60200,2134,3096,37449,5139,30,20,7504,30,1683,1704,7684,1012,
42.000000, 485.000000, 485.000000, 1810.000000, 0.003643, 0.007695,20858,91909,189057,70510,20,6071,7273,12473,1503,1452,11812,852,1884,7804,8385,4658,23664,46360,29402,23664,8836,159684,191301,6622,46536,4693127,4733983,59379,13525,6312,38641,5350,30,20,7343,20,2093,1863,8375,922,
42.000000, 485.000000, 485.000000, 1810.000000, 0.003643, 0.007695,19637,150667,175102,63387,20,6001,7483,8265,1723,1352,7935,851,2845,9427,8766,5280,23664,46360,29402,23664,4108,189709,208663,7183,43901,4817877,4892264,56123,6141,9187,8185,5510,30,20,7424,30,1683,1793,7905,841,
42.000000, 485.000000, 485.000000, 1810.000000, 0.003643, 0.007695,56243,116224,164542,84095,20,7865,7464,8285,1854,1533,7884,862,2204,10439,8736,4468,23664,46360,29402,23664,18374,177416,181904,6382,62235,4823678,5108401,60531,2605,1904,10790,4819,30,20,7494,30,1993,5380,11070,1242,
43.000000, 3600.000000, 3600.000000, 15100.000000, 0.061222, 0.001165,113829,689608,1098079,643783,20,63015,44562,55532,6452,6101,50763,7103,9918,59079,55371,20568,195604,358000,240051,195604,38832,1540272,1399673,48710,638043,280465049,320530064,620181,10649,16951,49270,30376,30,20,46034,241,11621,12724,48409,5390,
43.000000, 3600.000000, 3600.000000, 15100.000000, 0.061222, 0.001165,112436,786145,1097638,515728,30,46926,46505,56664,10088,5670,50743,6803,11532,59830,56524,28562,195604,358000,240051,195604,30887,1159872,1349551,36908,769374,283178898,317765852,506150,68366,35666,49150,30045,20,20,46255,30,11321,28903,48689,7564,
43.000000, 3600.000000, 3600.000000, 15100.000000, 0.061222, 0.001165,113118,673969,1093420,497284,20,44382,45153,55261,6372,15429,49822,6582,12713,70389,55892,21429,195604,358000,240051,195604,26799,1228358,1352667,32981,646719,282170334,320372614,556092,7614,317904,49370,30396,30,20,47006,151,10059,14337,48580,8365,
43.000000, 3600.000000, 3600.000000, 15100.000000, 0.061222, 0.001165,211759,669050,1099812,499588,20,43199,46546,56163,6411,17763,53288,6562,12723,58959,55893,20928,195604,358000,240051,195604,32630,1220544,1369307,37630,759836,282782199,319927206,505530,7544,16771,51975,29935,40,20,45584,41,11131,9828,48730,8025,
43.000000, 3600.000000, 3600.000000, 15100.000000, 0.061222, 0.001165,111785,669050,1137562,511099,20,52797,47838,55792,6462,5701,51384,6683,17472,69488,56203,22562,195604,358000,240051,195604,25316,1139705,1542035,38250,643383,282199277,316300428,599222,12783,104112,340777,36306,30,20,45294,100,10860,28833,46997,8956,
43.000000, 3600.000000, 3600.000000, 15100.000000, 0.061222, 0.001165,112617,660313,1098750,507203,20,47738,59319,56824,6412,5520,50743,6753,13284,69758,56544,20728,195604,358000,240051,195604,27341,1152037,1434478,44462,715546,287617528,308152769,607937,60090,15198,290244,31548,30,20,47047,40,10709,13395,47296,7183,
43.000000, 3600.000000, 3600.000000, 15100.000000, 0.061222, 0.001165,109953,661697,1158159,542417,20,44803,46055,56233,13676,12614,50523,6762,9367,73034,57175,20317,195604,358000,240051,195604,25026,1269584,1323453,51736,749908,280343545,319082802,576239,9127,32130,271008,30546,30,30,47257,40,11681,12203,49051,5330,
43.000000, 3600.000000, 3600.000000, 15100.000000, 0.061222, 0.001165,115903,656938,1098099,545422,20,44542,45945,55913,11471,6462,53529,6753,9277,60051,56954,20689,195604,358000,240051,195604,25457,1208752,1327260,34674,777319,280112652,337448035,552496,9978,32821,307275,31968,30,20,49030,50,10709,30166,47738,6242,
43.000000, 3600.000000, 3600.000000, 15100.000000, 0.061222, 0.001165,141751,946290,1102687,490272,20,41796,45824,55973,6522,5280,51274,6762,17692,61753,56063,21570,195604,358000,240051,195604,24565,1126982,1401577,38130,643583,277768542,313423879,506491,6552,99192,51485,31418,30,20,45644,100,10149,10650,48309,6051,
43.000000, 3600.000000, 3600.000000, 15100.000000, 0.061222, 0.001165,139907,682044,1172205,545773,20,50032,57545,56183,6462,6131,51024,6602,14046,61373,56614,22100,195604,358000,240051,195604,145017,1191841,1368095,34734,706398,275842180,307840025,646739,10740,11912,49501,30757,141,21,46766,30,10689,40985,52747,5670,
44.000000, 138.000000, 138.000000, 417.000000, 0.011473, 0.021897,3336,24205,35646,15669,20,1703,1974,2335,651,652,2524,241,722,2354,2395,5650,5560,11592,6759,5560,1553,40485,43310,2034,16831,258656,263304,18464,821,851,2184,2084,30,20,1934,40,661,632,2054,381,
44.000000, 138.000000, 138.000000, 417.000000, 0.011473, 0.021897,3977,36297,43821,21800,40,2875,2765,3797,611,701,2725,321,772,2715,3677,4768,5560,11592,6759,5560,1864,55131,60701,8165,23283,319537,340656,17793,4358,842,2835,1483,50,20,2745,30,852,892,2865,180,
44.000000, 138.000000, 138.000000, 417.000000, 0.011473, 0.021897,3676,26198,44422,16300,20,1864,2044,2305,411,511,2074,220,721,2124,2395,3867,5560,11592,6759,5560,1152,46986,55252,1693,14066,268624,328574,17011,3917,8175,3155,1412,20,20,1854,41,621,541,2123,200,
44.000000, 138.000000, 138.000000, 417.000000, 0.011473, 0.021897,7173,31808,37068,16651,20,1633,1924,2414,581,511,2164,250,702,2104,4098,4649,5560,11592,6759,5560,2335,42378,46005,1693,17682,273162,400246,17782,781,3787,2144,1893,31,20,2064,31,451,501,2044,190,
44.000000, 138.000000, 138.000000, 417.000000, 0.011473, 0.021897,3967,29213,40644,18834,30,3196,2274,2535,611,591,2265,271,752,2495,2464,4198,5560,11592,6759,5560,12222,44212,53588,2054,16180,334414,300403,19406,922,4247,11982,1613,31,20,2865,20,741,641,2294,441,
44.000000, 138.000000, 138.000000, 417.000000, 0.011473, 0.021897,4508,33882,36347,21930,50,2104,2285,2956,812,521,2134,511,881,2504,2955,4378,5560,11592,6759,5560,2043,41726,52467,2154,15920,271319,300553,18304,3106,942,11561,2614,30,20,2304,20,771,702,2825,291,
44.000000, 138.000000, 138.000000, 417.000000, 0.011473, 0.021897,4318,24516,38471,18745,20,2815,1903,2164,631,491,2014,241,581,2004,3096,4087,5560,11592,6759,5560,2104,39092,44792,2314,15399,322603,294221,21149,812,1012,9888,1492,20,20,1893,31,752,511,2074,190,
44.000000, 138.000000, 138.000000, 417.000000, 0.011473, 0.021897,4068,27190,46626,20658,20,1693,2094,2385,461,481,2174,230,761,2114,2404,3797,5560,11592,6759,5560,2525,42328,48078,1563,16139,290524,272731,18334,4658,712,10199,1613,30,20,2054,30,551,611,2184,211,
44.000000, 138.000000, 138.000000, 417.000000, 0.011473, 0.021897,4809,33833,40034,16630,20,1733,2014,2204,541,411,2204,210,621,2104,2415,3607,5560,11592,6759,5560,1222,41927,44773,1603,14466,346988,270287,16139,1463,651,2093,1593,30,20,1893,30,521,571,2074,190,
44.000000, 138.000000, 138.000000, 417.000000, 0.011473, 0.021897,14476,37570,42699,18164,20,1633,1893,2124,641,421,2244,241,701,2214,2665,3536,5560,11592,6759,5560,5170,43269,43781,1693,12533,343992,298158,19115,601,632,1913,1382,40,20,2104,40,511,541,2234,1773,
45.000000, 3134.000000, 3134.000000, 24156.000000, 0.020328, 0.002459,191261,1511659,2383091,1032888,20,155196,101246,97890,22972,25717,136962,10970,35976,110323,140328,71732,302412,493116,355911,302412,63567,2799005,2895233,89264,2480199,358491692,501701954,3058142,21269,71461,140658,45955,30,20,104011,270,25417,54571,142913,12122,
45.000000, 3134.000000, 3134.000000, 24156.000000, 0.020328, 0.002459,196972,1675580,2405683,872825,31,129177,112006,92720,18264,17402,137522,13204,25106,124459,151679,52196,302412,493116,355911,302412,61463,2434155,3057872,86689,2188423,360569792,508838444,2810326,71441,70700,141390,44882,40,20,107007,141,20748,70159,134447,12553,
45.000000, 3134.000000, 3134.000000, 24156.000000, 0.020328, 0.002459,188997,1525264,2343247,816040,20,95316,104172,89314,16530,18253,131261,10900,25427,124359,142552,48849,302412,493116,355911,302412,68015,2076658,3247871,95927,2095643,357428978,518473807,2944092,18584,155877,150416,62535,30,20,134067,251,21850,91097,134357,16360,
45.000000, 3134.000000, 3134.000000, 24156.000000, 0.020328, 0.002459,354732,1504716,2372702,835205,20,146820,107037,93222,17763,18644,138986,10670,37980,101176,136551,47537,302412,493116,355911,302412,56754,2229108,2603876,84004,2162375,358507450,516584274,2939424,18214,43450,137152,44122,30,20,105264,161,22401,24105,137893,22081,
45.000000, 3134.000000, 3134.000000, 24156.000000, 0.020328, 0.002459,178528,1524242,2351242,828984,20,127104,108128,90717,17813,17552,136361,10890,24756,101717,141070,47718,302412,493116,355911,302412,59580,2545840,3322678,85226,2104369,358927202,501268197,2838078,19256,127365,228891,52206,30,20,106385,30,22110,68726,129508,12904,
45.000000, 3134.000000, 3134.000000, 24156.000000, 0.020328, 0.002459,206710,1484048,2355350,867384,20,148984,109762,90516,23443,18094,132614,10900,25026,104532,140368,43791,302412,493116,355911,302412,60962,2363184,2730239,78564,2042044,359028058,530530282,2919928,90256,45594,645477,51224,30,20,107678,20,20478,25798,134928,15969,
45.000000, 3134.000000, 3134.000000, 24156.000000, 0.020328, 0.002459,196241,1477356,2400132,953313,20,113509,125971,90537,18073,24164,135700,10980,22120,127314,144505,46535,302412,493116,355911,302412,53107,2659259,2834030,89194,2426171,358139113,519794254,2933503,18203,80278,595084,51455,40,20,124870,40,22090,26709,134407,8556,
45.000000, 3134.000000, 3134.000000, 24156.000000, 0.020328, 0.002459,210768,1487244,2547163,871632,20,130290,105254,103791,16921,17141,137052,26178,28202,114190,143283,44201,302412,493116,355911,302412,66121,2291633,2704251,86089,2292284,357641348,509868919,2625627,20748,73215,749638,44672,30,31,109111,30,20398,89655,134257,13826,
45.000000, 3134.000000, 3134.000000, 24156.000000, 0.020328, 0.002459,218331,1999206,2327980,817753,20,119049,105895,95666,17983,28252,135539,10971,30956,116504,158451,51294,302412,493116,355911,302412,54139,2194895,2521285,87351,2276996,358656574,501315283,3125987,19516,85317,139015,45053,40,30,105083,140,19626,31628,137142,11491,
45.000000, 3134.000000, 3134.000000, 24156.000000, 0.020328, 0.002459,194177,1489689,2366411,857927,20,136110,106626,91268,21340,17402,137803,10730,23914,110914,138745,48179,302412,493116,355911,302412,238378,2279521,3476612,82982,2077118,359305547,521500923,3016255,21109,41166,143453,43500,30,20,104381,30,21339,73746,135249,14006,
46.000000, 3562.000000, 3562.000000, 81736.000000, 0.000370, 0.006442,805420,5947133,9892095,3578689,20,778371,301454,244058,61353,29715,342079,66262,56594,737216,323995,110063,995084,1435624,1113630,995084,150226,22072287,24790674,402590,6130049,1189537754,1229730091,6802275,65150,355103,338262,101146,30,20,314829,440,59419,360963,335176,45533,
46.000000, 3562.000000, 3562.000000, 81736.000000, 0.000370, 0.006442,694988,6694557,9708458,2749154,20,602418,300702,246373,93902,32750,331530,64799,77733,449537,378125,120832,995084,1435624,1113630,995084,225875,19167747,25880568,344804,5526730,1179376233,1230325356,6322604,47627,292819,329566,88022,140,21,322773,281,66352,359341,329906,47056,
46.000000, 3562.000000, 3562.000000, 81736.000000, 0.000370, 0.006442,773542,6079056,9848626,2907445,20,561974,304350,241423,45664,93151,328384,67965,68235,515518,333854,106165,995084,1435624,1113630,995084,329095,19868095,24910084,356786,5174202,1180337560,1232562689,6077783,51185,361034,330988,122285,30,20,309670,251,57907,451280,315020,45183,
46.000000, 3562.000000, 3562.000000, 81736.000000, 0.000370, 0.006442,1335224,5776640,9383591,2784399,40,613939,299711,244550,66102,51134,327092,98822,66533,374859,612195,134186,995084,1435624,1113630,995084,373125,17666488,24286227,271309,4782872,1182909938,1229191151,6464294,25658,455297,356506,169922,30,20,374719,251,62144,89675,317654,49141,
46.000000, 3562.000000, 3562.000000, 81736.000000, 0.000370, 0.006442,666876,5629439,10775519,2711555,20,622885,296215,288941,53508,47498,327983,70590,54560,395267,327211,106516,995084,1435624,1113630,995084,233058,17665295,26210155,373116,7649032,1168342127,1210367326,6328525,38511,433217,330587,88613,50,20,306965,200,56394,530064,311292,49671,
46.000000, 3562.000000, 3562.000000, 81736.000000, 0.000370, 0.006442,699886,5581310,9096553,2679356,20,567593,295763,254147,52717,59880,318455,63106,57616,394485,317544,107648,995084,1435624,1113630,995084,147461,20221354,22508479,257083,6191823,1156538077,1206880827,6351847,68636,351637,317614,92921,40,20,327352,30,57876,221748,314137,44973,
46.000000, 3562.000000, 3562.000000, 81736.000000, 0.000370, 0.006442,669140,5720116,9147065,2747271,20,600954,308778,241123,65550,36497,325258,56463,61563,533861,324596,110664,995084,1435624,1113630,995084,166296,19293088,28172792,329476,5961860,1155425853,1211500849,6183948,68126,336298,347579,102238,290,21,305752,50,66742,133846,583253,32370,
46.000000, 3562.000000, 3562.000000, 81736.000000, 0.000370, 0.006442,699436,5751614,9064814,2795920,20,583332,293409,243387,44091,43220,323475,71621,103881,384467,323365,132624,995084,1435624,1113630,995084,165083,18122316,27831024,314969,5124961,1151837496,1201121799,6245932,52757,492936,335076,78885,40,20,299080,171,55262,352618,309228,46095,
46.000000, 3562.000000, 3562.000000, 81736.000000, 0.000370, 0.006442,689908,5757344,9073330,2662736,20,821200,294732,239560,51394,77553,322372,53488,88853,459054,320710,132995,995084,1435624,1113630,995084,171856,20588329,24671225,351867,5578666,1160540645,1198904242,5801185,50603,375710,320078,89515,40,20,295994,260,60471,177486,321842,55943,
46.000000, 3562.000000, 3562.000000, 81736.000000, 0.000370, 0.006442,664842,5686794,9036632,2735158,20,590996,315099,239981,52136,40304,319688,52016,59720,763133,329526,117857,995084,1435624,1113630,995084,757433,17924562,24617647,302416,5666296,1153878408,1201850799,6321161,51184,213452,323164,90326,20,20,296074,241,68757,362586,310952,48960,
48.000000, 1922.000000, 1922.000000, 16129.000000, 0.006932, 0.004366,134737,1084354,1674168,643473,30,114761,70750,61102,14207,16671,74948,7434,15899,72414,76561,33131,201240,325744,236048,201240,41597,1696359,1922815,51605,821430,142625609,175185737,1123426,15759,60711,76210,31468,40,20,71001,461,14256,67524,102067,5661,
48.000000, 1922.000000, 1922.000000, 16129.000000, 0.006932, 0.004366,132063,1181141,1636749,609090,20,84405,70139,63537,14196,13124,75690,7474,16530,66793,74668,33001,201240,325744,236048,201240,45633,1437182,1810348,55943,671525,144611049,175142798,1143793,44752,50864,76260,33011,30,20,70900,30,13405,90877,72874,9127,
48.000000, 1922.000000, 1922.000000, 16129.000000, 0.006932, 0.004366,130710,1091236,1690097,549480,20,59670,69208,61763,12893,19986,74707,9728,16851,86649,75068,34744,201240,325744,236048,201240,34073,1588190,1689756,59729,823424,143189897,174068222,1120370,16090,363889,75880,32310,30,20,71101,261,13054,66312,73706,8986,
48.000000, 1922.000000, 1922.000000, 16129.000000, 0.006932, 0.004366,256742,1109720,1652327,541927,20,103160,70189,62104,14286,12893,72934,7213,18053,67625,76691,32199,201240,325744,236048,201240,39573,1528780,1662557,61673,749568,143396657,180349639,1265406,14156,25106,75148,30866,30,20,68406,280,13114,15378,75980,9046,
48.000000, 1922.000000, 1922.000000, 16129.000000, 0.006932, 0.004366,123918,1118817,1725973,588893,20,106025,68115,65090,14006,13224,74567,7333,17492,69849,76841,31658,201240,325744,236048,201240,37439,1363637,1796032,57526,897690,144333328,173202281,1112274,14116,64689,409473,31508,30,20,72183,40,13655,58197,72864,9858,
48.000000, 1922.000000, 1922.000000, 16129.000000, 0.006932, 0.004366,128176,1066952,1634725,544341,20,167678,70380,62054,14206,16441,73795,7334,17422,75969,107758,30997,201240,325744,236048,201240,34844,1597197,1786484,53579,849171,143698491,175609185,1240641,52296,25767,415113,31368,30,20,71081,20,14055,16250,75058,7544,
48.000000, 1922.000000, 1922.000000, 16129.000000, 0.006932, 0.004366,124389,1055491,1676452,571851,30,66502,69057,62044,14266,13014,73996,11802,15468,98481,77001,31738,201240,325744,236048,201240,35736,1448012,1692301,58107,796734,145196364,173865730,1102837,13885,29303,367355,31928,30,20,69828,40,14497,16320,71642,5721,
48.000000, 1922.000000, 1922.000000, 16129.000000, 0.006932, 0.004366,131361,1055109,1818173,593762,20,77733,69518,66513,16571,12523,75068,7574,15719,77042,74727,34354,201240,325744,236048,201240,35485,1357185,1943122,61312,951940,143828450,175182420,945609,16360,51645,378496,31938,30,20,69808,30,13555,66332,73676,9488,
48.000000, 1922.000000, 1922.000000, 16129.000000, 0.006932, 0.004366,142833,1416114,1728287,548859,20,86600,69017,61903,14186,12753,73886,7293,16350,72824,74457,32580,201240,325744,236048,201240,34553,1352386,1708721,60741,734701,144300909,171086741,1221426,15398,94754,73846,31599,40,21,69598,30,13104,16289,78204,8195,
48.000000, 1922.000000, 1922.000000, 16129.000000, 0.006932, 0.004366,131922,1083131,1694185,573625,20,113789,68617,62044,14196,13094,75409,7323,21640,67775,76751,32449,201240,325744,236048,201240,160095,1662486,1760586,50282,712469,144048044,179018913,1383914,15388,17402,73234,31218,30,20,72463,30,13064,56083,72213,8015,
49.000000, 1224.000000, 1224.000000, 28675.000000, 0.000000, 0.019140,238509,1750699,3368492,1155986,40,216047,115162,81339,8747,19646,132013,13444,16179,162829,114060,35395,349000,502888,381333,349000,53749,3187119,5957392,90055,1702300,138998150,143987383,2174829,15829,205538,110463,33642,30,20,105224,261,20928,82512,109411,14636,
49.000000, 1224.000000, 1224.000000, 28675.000000, 0.000000, 0.019140,246252,2392919,3454591,1009456,20,285875,117145,128496,8385,8045,112497,17171,38631,144385,131421,61494,349000,502888,381333,349000,80468,4320242,3596632,102188,1463209,140520829,144172142,2020464,22611,118909,113319,27651,50,20,106205,220,20207,133836,132804,17492,
